state	joint	prior	likelihood	rootHeight	age(root)	treeLength	ebds.birthRate1	ebds.birthRate2	ebds.birthRate3	ebds.deathRate1	ebds.deathRate2	ebds.deathRate3	ebds.samplingRate1	ebds.samplingRate2	ebds.samplingRate3	ebds.origin	birthRateAtPresent	birthRateDelta1	birthRateDelta2	deathRateAtPresent	deathRateDelta1	deathRateDelta2	samplingRateAtPresent	samplingRateDelta1	samplingRateDelta2	birthRateDeltaPrior.globalScale	birthRateDeltaPrior.localScale1	birthRateDeltaPrior.localScale2	samplingRateDeltaPrior.globalScale	samplingRateDeltaPrior.localScale1	samplingRateDeltaPrior.localScale2	effectiveReproductiveNumber1	effectiveReproductiveNumber2	effectiveReproductiveNumber3	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	birthDeathLikelihood
110000	-61604.82146888273	637.6390037011056	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.5405612640530657	1.5405612640530657	1.5405612640530657	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.4321468072044685	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.08578943469022737	1.0	1.0	0.05643789946887667	1.0	1.0	0.2959733026826821	0.2992023239262029	0.3211682371582192	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	962.4254489180208
120000	-61602.62733946495	639.833133118887	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.3973446096514117	1.3973446096514117	1.3973446096514117	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.334573728202191	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.08578943469022737	1.0	1.0	0.05643789946887667	1.0	1.0	0.30249416015040337	0.30579580013856217	0.3285103370768543	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	984.8433726807083
130000	-61603.267045850494	639.1934267333437	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.3973446096514117	1.3973446096514117	1.3973446096514117	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.334573728202191	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.11874090912155155	1.0	1.0	0.05643789946887667	1.0	1.0	0.30249416015040337	0.30579580013856217	0.3285103370768543	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	984.8433726807083
140000	-61602.91045337643	639.550019207405	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.3973446096514117	1.3973446096514117	1.3973446096514117	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.334573728202191	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.0993049796348281	1.0	1.0	0.05643789946887667	1.0	1.0	0.30249416015040337	0.30579580013856217	0.3285103370768543	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	984.8433726807083
150000	-61601.44018655291	641.0202860309282	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.3973446096514117	1.3973446096514117	1.3973446096514117	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.334573728202191	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.017714067183895676	1.0	1.0	0.05643789946887667	1.0	1.0	0.30249416015040337	0.30579580013856217	0.3285103370768543	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	984.8433726807083
160000	-61601.84675697173	640.613715612107	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.3307802947254352	1.3307802947254352	1.3307802947254352	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.2857654579631652	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.05608928706310412	1.0	1.0	0.05643789946887667	1.0	1.0	0.30562374844888346	0.3089602633441609	0.3320382984757424	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	995.2306962306029
170000	-61602.885670730306	639.5748018535319	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.4285841843270444	1.4285841843270444	1.4285841843270444	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.3566838729277999	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.0923977492707565	1.0	1.0	0.051203784622234294	1.0	1.0	0.3010473930386379	0.304332915779947	0.32688033527138954	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	979.9613951824992
180000	-61605.21426097615	637.2462116076842	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.4823629593056888	1.4823629593056888	1.4823629593056888	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.3936374087000989	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.0837260492911368	1.0	1.0	0.14329433585874674	1.0	1.0	0.29858894434509403	0.30184708671577337	0.32411186560644617	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	971.5466074244833
190000	-61604.766009026884	637.694463556956	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.4823629593056888	1.4823629593056888	1.4823629593056888	5.103074455210488	5.101618068273792	4.8674353491628715	0.5550752313039908	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.3936374087000989	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.0837260492911368	1.0	1.0	0.1144264216778802	1.0	1.0	0.29858894434509403	0.30184708671577337	0.32411186560644617	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	971.5466074244833
200000	-61604.599423662585	637.8610489212498	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.4183110173056996	1.4183110173056996	1.4183110173056996	5.103074455210488	5.101618068273792	4.8674353491628715	0.5745438466257557	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.34946673925391725	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.0837260492911368	1.0	1.0	0.1144264216778802	1.0	1.0	0.3015216343119165	0.30481243984115425	0.32741457513479705	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	981.4201961400232
210000	-61602.134480809655	640.3259917741834	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.4183110173056996	1.4183110173056996	1.4183110173056996	5.103074455210488	5.101618068273792	4.8674353491628715	0.5745438466257557	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.34946673925391725	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.03235374598275842	1.0	1.0	0.06287126836307821	1.0	1.0	0.3015216343119165	0.30481243984115425	0.32741457513479705	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	981.4201961400232
220000	-61603.88139141414	638.5790811696927	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.3384712745014973	1.3384712745014973	1.3384712745014973	5.103074455210488	5.101618068273792	4.8674353491628715	0.5745438466257557	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.2915281227853337	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.03235374598275842	1.0	1.0	0.17781615075707358	1.0	1.0	0.3052588444076744	0.3085912921994278	0.331626803428634	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	993.885338475059
230000	-61601.55479162842	640.9056809554164	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.4153905874098764	1.4153905874098764	1.4153905874098764	5.103074455210488	5.101618068273792	4.8674353491628715	0.5745438466257557	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.3474055265101752	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.03235374598275842	1.0	1.0	0.03730510679325849	1.0	1.0	0.30165672329211723	0.3049490337002332	0.32756676641356314	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	981.8766730257619
240000	-61600.08788060229	642.3725919815502	-62242.460472583836	0.5281192755231081	2020.4691484840398	192.81683160656317	1.9663388056510707	1.9873554921667904	2.0580449759824013	1.4153905874098764	1.4153905874098764	1.4153905874098764	5.103074455210488	5.101618068273792	4.8674353491628715	0.5312512304935479	0.6761733393550946	0.010631517204122231	0.034951634832694894	0.3474055265101752	0.0	0.0	1.6298431924536403	-2.854347533221445E-4	-0.04699058166855726	0.02214434681755273	1.0	1.0	0.03730510679325849	1.0	1.0	0.30165672329211723	0.3049490337002332	0.32756676641356314	6.482559184910928	0.2599170188234823	0.22885292616801506	0.24949911837521677	0.2617309366332859	3.6703501792798444E-4	3.6703501792798466E-4	-62242.460472583836	0.0	982.2035602213214
