# BEAST v1.10.5 Prerelease #23570d1																			
# Generated Fri Jun 30 14:21:54 CEST 2023 [seed=1688127711194]																			
# -beagle_gpu -beagle_order 1 -overwrite -load_state checkpoint.state -save_every 10000 -save_state resumed.state -force_resume b.1.1.7.xml																			
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.doublingTime	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
256500000	-54398.84338	-2430.331732	-51968.51165	0.294335772	2020.702932	60.00277696	933.9447485	0.019242972	8.867555406	0.289234461	0.177747615	0.190466802	0.342551121	0.027664209	5.67E-04	5.67E-04	-51968.51165	0	-2421.022508
257000000	-54416.82062	-2460.665714	-51956.15491	0.312485321	2020.684782	60.90149737	1147.508491	0.018581823	7.465639102	0.296508003	0.179686243	0.188430825	0.335374929	0.091853735	5.75E-04	5.75E-04	-51956.15491	0	-2451.33869
257500000	-54487.44452	-2487.510024	-51999.9345	0.322257408	2020.67501	62.11924366	877.9925368	0.019994137	8.855867131	0.296495929	0.176595806	0.190204261	0.336704004	0.074085604	5.37E-04	5.37E-04	-51999.9345	0	-2478.182015
258000000	-54530.01844	-2561.489474	-51968.52897	0.330867338	2020.6664	63.6023888	842.6951447	0.020528356	8.651490682	0.291549041	0.180217653	0.192213429	0.336019877	0.035134761	5.31E-04	5.31E-04	-51968.52897	0	-2552.313268
258500000	-54552.47518	-2557.556867	-51994.91831	0.334426896	2020.662841	62.37100257	627.9668717	0.021644543	10.22116146	0.293057178	0.177324929	0.193079403	0.33653849	0.073611437	5.47E-04	5.47E-04	-51994.91831	0	-2548.234391
259000000	-54407.31237	-2452.246077	-51955.06629	0.291835477	2020.705432	60.3779181	988.5867948	0.019085548	7.716012159	0.295949187	0.179263	0.191750591	0.333037221	0.052806123	5.53E-04	5.53E-04	-51955.06629	0	-2443.088968
259500000	-54457.32058	-2523.99957	-51933.32101	0.313018793	2020.684249	62.62772394	1002.338323	0.019616606	7.85612001	0.292108172	0.180197546	0.191930135	0.335764148	0.072825097	5.47E-04	5.47E-04	-51933.32101	0	-2514.753452
260000000	-54442.48527	-2460.487884	-51981.99739	0.316721011	2020.680547	60.09861339	796.2872114	0.019791665	8.273235208	0.293401823	0.17945571	0.190590282	0.336552185	0.080656489	5.54E-04	5.54E-04	-51981.99739	0	-2451.344568
260500000	-54543.66173	-2560.71428	-51982.94745	0.341161013	2020.656107	64.18271174	1124.25758	0.019570171	10.21275914	0.291619991	0.181852878	0.192122975	0.334404155	0.145870949	5.52E-04	5.52E-04	-51982.94745	0	-2550.747943
261000000	-54489.05422	-2530.465915	-51958.5883	0.322694546	2020.674573	60.83570223	647.065453	0.021358678	7.242036534	0.297247635	0.174620836	0.19235734	0.33577419	0.069985452	5.75E-04	5.75E-04	-51958.5883	0	-2521.693378
261500000	-54499.16524	-2536.972459	-51962.19278	0.312769469	2020.684498	61.50883904	737.2876856	0.020755632	8.675944313	0.293204974	0.180027797	0.188870127	0.337897101	0.067650039	5.55E-04	5.55E-04	-51962.19278	0	-2527.81672
262000000	-54486.34	-2489.201537	-51997.13846	0.308345396	2020.688922	61.81164835	1094.544592	0.019153292	7.601640642	0.300448881	0.178175115	0.186598386	0.334777618	0.048818866	5.54E-04	5.54E-04	-51997.13846	0	-2479.977332
262500000	-54441.70869	-2456.124447	-51985.58424	0.297886333	2020.699381	60.45958078	803.8423691	0.019779953	7.28722846	0.295932149	0.177999853	0.19137006	0.334697938	0.021722375	5.67E-04	5.67E-04	-51985.58424	0	-2447.2922
263000000	-54437.88264	-2457.781394	-51980.10124	0.320269086	2020.676999	60.62873064	704.644227	0.020149313	7.09909363	0.293899796	0.178978804	0.192035524	0.335085876	0.033296877	5.85E-04	5.85E-04	-51980.10124	0	-2449.07235
263500000	-54481.06112	-2497.09529	-51983.96583	0.30604945	2020.691218	59.7755736	756.7637308	0.020254157	8.367824457	0.2959418	0.175998793	0.195491672	0.332567736	0.053676409	5.80E-04	5.80E-04	-51983.96583	0	-2487.9898
264000000	-54475.32157	-2502.284397	-51973.03717	0.321364882	2020.675903	60.48402847	597.787818	0.021495327	7.986589753	0.297858707	0.177122673	0.188069296	0.336949323	0.108217067	5.70E-04	5.70E-04	-51973.03717	0	-2493.350899
264500000	-54602.15457	-2647.374409	-51954.78016	0.343942308	2020.653325	67.66764279	1194.585226	0.020361342	9.193411869	0.296854097	0.18002046	0.191136989	0.331988454	0.039384355	4.99E-04	4.99E-04	-51954.78016	0	-2637.786779
265000000	-54528.4973	-2608.225944	-51920.27135	0.32612375	2020.671144	63.27640179	665.2424914	0.021629285	7.691154219	0.291189941	0.179567095	0.192172473	0.337070491	0.070397845	5.23E-04	5.23E-04	-51920.27135	0	-2599.380731
265500000	-54532.91566	-2583.613501	-51949.30216	0.301266413	2020.696001	64.54220908	899.1143741	0.020512743	8.33905922	0.291907612	0.178979143	0.191559288	0.337553956	0.048035792	5.32E-04	5.32E-04	-51949.30216	0	-2574.413926
266000000	-54555.48821	-2588.439191	-51967.04901	0.327761954	2020.669506	63.82719427	683.3742636	0.021542934	8.019241627	0.29246589	0.176262889	0.191909016	0.339362204	0.07460225	5.35E-04	5.35E-04	-51967.04901	0	-2579.483707
266500000	-54519.25605	-2520.666527	-51998.58952	0.332477426	2020.66479	63.40017919	944.0288277	0.020079759	8.105982725	0.294502374	0.180189266	0.189936985	0.335371376	0.064802826	5.09E-04	5.09E-04	-51998.58952	0	-2511.467408
267000000	-54527.827	-2592.191325	-51935.63567	0.325985528	2020.671282	63.30278168	693.402867	0.021407806	8.607160001	0.294066182	0.176693331	0.193322036	0.335918451	0.101831227	5.44E-04	5.44E-04	-51935.63567	0	-2583.037615
267500000	-54414.79237	-2470.551013	-51944.24136	0.303429052	2020.693839	61.50665352	1147.337873	0.01872236	7.415575568	0.293175823	0.182373948	0.191213429	0.3332368	0.01112252	5.68E-04	5.68E-04	-51944.24136	0	-2461.400336
268000000	-54358.87877	-2390.656776	-51968.222	0.298358351	2020.698909	61.47241729	1853.197028	0.016996497	7.896508614	0.294815038	0.18008899	0.192812703	0.332283269	0.040290258	5.66E-04	5.66E-04	-51968.222	0	-2380.937342
268500000	-54546.76096	-2586.908275	-51959.85268	0.333964471	2020.663303	62.47974268	611.9263167	0.021964183	7.396938927	0.291733581	0.18153013	0.192094205	0.334642085	0.011159416	5.51E-04	5.51E-04	-51959.85268	0	-2578.284297
269000000	-54468.92114	-2519.855839	-51949.0653	0.305522476	2020.691745	61.82888348	766.7149127	0.020633462	7.299644749	0.295848061	0.175533332	0.191233796	0.337384811	0.005665145	5.25E-04	5.25E-04	-51949.0653	0	-2511.11173
269500000	-54501.80391	-2539.314812	-51962.48909	0.335043519	2020.662224	61.06544401	683.4274678	0.021095037	7.745061417	0.291432173	0.183378396	0.19207268	0.33311675	0.010419378	5.74E-04	5.74E-04	-51962.48909	0	-2530.508797
270000000	-54540.25224	-2545.385261	-51994.86698	0.324695453	2020.672572	62.66833176	851.9144759	0.02043523	7.616407268	0.294992415	0.178548465	0.195222552	0.331236567	0.046145257	5.78E-04	5.78E-04	-51994.86698	0	-2536.345343
270500000	-54545.9414	-2556.937761	-51989.00364	0.311587278	2020.68568	63.27459531	836.3714136	0.020609656	7.260673185	0.292663207	0.180454271	0.192771324	0.334111198	0.04113677	5.44E-04	5.44E-04	-51989.00364	0	-2548.03388
271000000	-54535.97314	-2556.346895	-51979.62624	0.331867337	2020.6654	63.76338886	1117.984257	0.019537217	9.271037711	0.293532221	0.180512428	0.191022926	0.334932425	0.074858409	5.19E-04	5.19E-04	-51979.62624	0	-2546.735833
271500000	-54449.35462	-2500.067379	-51949.28725	0.31242614	2020.684842	60.25011938	724.9043348	0.020617222	7.723935963	0.292853495	0.178084177	0.193332076	0.335730252	0.030670897	5.87E-04	5.87E-04	-51949.28725	0	-2491.168172
272000000	-54495.02226	-2554.73104	-51940.29121	0.330907503	2020.66636	63.05599818	826.9079082	0.020619361	8.274644672	0.292259638	0.177402903	0.192358535	0.337978924	0.030283678	5.22E-04	5.22E-04	-51940.29121	0	-2545.66174
272500000	-54466.3246	-2514.490053	-51951.83455	0.302053384	2020.695214	62.22832312	1303.912223	0.018780082	8.475558088	0.29867106	0.180176252	0.185770451	0.335382236	0.04169913	5.51E-04	5.51E-04	-51951.83455	0	-2504.937772
273000000	-54553.61311	-2597.857822	-51955.75528	0.323597514	2020.67367	64.30495368	841.4198463	0.020897657	8.881579566	0.293362274	0.179532401	0.19322476	0.333880565	0.065986767	5.13E-04	5.13E-04	-51955.75528	0	-2588.582006
273500000	-54591.63061	-2621.308328	-51970.32228	0.328488272	2020.668779	65.33881696	717.3604034	0.021890853	8.046143212	0.293970652	0.179911771	0.190422311	0.335695266	0.032316708	5.31E-04	5.31E-04	-51970.32228	0	-2612.379439
274000000	-54532.09593	-2572.744791	-51959.35113	0.35978867	2020.637479	62.68633159	531.4339818	0.022525649	6.331235942	0.294439817	0.182665335	0.188812879	0.334081969	0.006511526	5.30E-04	5.30E-04	-51959.35113	0	-2564.521353
274500000	-54464.61986	-2505.50793	-51959.11193	0.294568572	2020.702699	63.95110656	1550.288422	0.018362546	8.243166456	0.294497866	0.18139345	0.189285997	0.334822687	0.087149987	5.36E-04	5.36E-04	-51959.11193	0	-2495.78004
275000000	-54446.06443	-2495.230274	-51950.83416	0.319749913	2020.677518	61.20506517	893.4321762	0.019772578	7.723291083	0.295908768	0.1809131	0.190541471	0.332636661	0.085281543	5.72E-04	5.72E-04	-51950.83416	0	-2486.065784
275500000	-54444.4094	-2480.438801	-51963.9706	0.327384653	2020.669883	60.92704654	810.0631604	0.020093493	7.482000251	0.290506676	0.184480987	0.186731602	0.338280734	0.020777885	5.69E-04	5.69E-04	-51963.9706	0	-2471.543331
276000000	-54467.22022	-2486.161694	-51981.05852	0.30656921	2020.690699	61.07954855	648.5382918	0.020812326	7.482800016	0.294781031	0.177402855	0.192642406	0.335173708	0.040106339	5.86E-04	5.86E-04	-51981.05852	0	-2477.410123
276500000	-54472.54731	-2494.375795	-51978.17152	0.298984152	2020.698284	62.40846801	1119.817349	0.019107802	7.581789732	0.294076622	0.180572428	0.190261267	0.335089682	0.033860296	5.49E-04	5.49E-04	-51978.17152	0	-2485.173814
277000000	-54435.24295	-2477.381873	-51957.86108	0.348198378	2020.649069	61.23363006	753.8826321	0.020458787	7.948409094	0.291878206	0.17720772	0.190046634	0.340867441	0.041289085	5.70E-04	5.70E-04	-51957.86108	0	-2468.403204
277500000	-54399.48496	-2407.36007	-51992.12489	0.291697392	2020.70557	59.37663908	1103.90367	0.018341614	7.442145985	0.298635167	0.181429266	0.189106178	0.330829389	0.017829871	5.69E-04	5.69E-04	-51992.12489	0	-2398.234171
278000000	-54420.30507	-2417.087603	-52003.21747	0.313654419	2020.683613	59.12804018	970.5020669	0.018898412	7.65915479	0.290233081	0.181827746	0.19468238	0.333256793	0.051983902	5.81E-04	5.81E-04	-52003.21747	0	-2407.938332
278500000	-54318.17987	-2346.110733	-51972.06913	0.289526389	2020.707741	57.37156751	1555.340243	0.017076075	8.102391558	0.295450138	0.179270417	0.188373093	0.336906352	0.068537348	6.08E-04	6.08E-04	-51972.06913	0	-2336.401054
279000000	-54475.39553	-2481.728081	-51993.66745	0.323913889	2020.673354	60.77942126	673.9069351	0.020837671	9.024694563	0.295089416	0.175494965	0.193260861	0.336154759	0.080179876	5.77E-04	5.77E-04	-51993.66745	0	-2472.540954
279500000	-54455.56664	-2466.461845	-51989.10479	0.326075525	2020.671192	60.25271874	776.4694046	0.020169018	8.458023431	0.291830969	0.175303327	0.193125151	0.339740553	0.088288547	5.54E-04	5.54E-04	-51989.10479	0	-2457.27401
280000000	-54384.66604	-2415.958789	-51968.70725	0.319672111	2020.677596	59.4949883	1160.085267	0.0184016	9.364282422	0.295445798	0.179246966	0.189234991	0.336072245	0.089794217	5.64E-04	5.64E-04	-51968.70725	0	-2406.244334
280500000	-54376.45048	-2398.095911	-51978.35456	0.297133826	2020.700134	58.03259259	729.7802959	0.01980737	7.54997967	0.297925404	0.179896144	0.192724245	0.329454207	0.015078899	5.94E-04	5.94E-04	-51978.35456	0	-2389.27518
281000000	-54460.43152	-2461.326689	-51999.10483	0.307491119	2020.689777	61.49590053	1463.529741	0.018011243	6.863790763	0.29300398	0.180738934	0.191445853	0.334811233	0.11589382	5.54E-04	5.54E-04	-51999.10483	0	-2451.888219
281500000	-54400.84464	-2422.282342	-51978.5623	0.30611966	2020.691148	59.08402554	791.7730597	0.019590378	8.242684467	0.295553294	0.176184271	0.193456402	0.334806033	0.024308565	5.88E-04	5.88E-04	-51978.5623	0	-2413.234805
282000000	-54633.86497	-2660.70449	-51973.16048	0.34234102	2020.654927	66.97318199	1011.606199	0.020931569	8.276981804	0.296087519	0.175631401	0.18749743	0.34078365	0.092738871	5.04E-04	5.04E-04	-51973.16048	0	-2651.331259
282500000	-54489.33595	-2540.626649	-51948.7093	0.338158281	2020.659109	62.04864137	818.1355153	0.020488197	6.63386574	0.289734471	0.184072346	0.188448973	0.33774421	0.071603648	5.48E-04	5.48E-04	-51948.7093	0	-2531.822589
283000000	-54468.65303	-2511.798381	-51956.85465	0.309144851	2020.688123	62.61653948	1457.881083	0.018346557	7.759292797	0.296256616	0.17798176	0.191257692	0.334503931	0.168389642	5.34E-04	5.34E-04	-51956.85465	0	-2502.067892
283500000	-54568.99208	-2597.177725	-51971.81435	0.333200172	2020.664068	63.67892833	748.892655	0.02128796	7.108237374	0.291998959	0.182274658	0.191387151	0.334339233	0.083044691	5.10E-04	5.10E-04	-51971.81435	0	-2588.345415
284000000	-54392.20727	-2413.027916	-51979.17935	0.317840453	2020.679427	58.9608625	789.7772563	0.01979812	8.809805373	0.296069126	0.177980431	0.191539197	0.334411246	0.060710303	5.95E-04	5.95E-04	-51979.17935	0	-2403.777263
284500000	-54403.84101	-2465.426147	-51938.41487	0.30300131	2020.694266	59.74082207	615.9986767	0.020880455	7.738650925	0.294626814	0.179517411	0.190963483	0.334892292	0.056418469	5.78E-04	5.78E-04	-51938.41487	0	-2456.63394
285000000	-54495.12478	-2507.627633	-51987.49715	0.320487584	2020.67678	62.9410134	1189.197298	0.018983824	8.255454546	0.296359548	0.181270904	0.192133743	0.330235806	0.13864926	5.22E-04	5.22E-04	-51987.49715	0	-2498.046917
285500000	-54485.58685	-2545.435318	-51940.15153	0.347202419	2020.650065	62.92882602	735.8103215	0.021094121	8.319308805	0.295377044	0.180983201	0.19154209	0.332097665	0.047808837	5.18E-04	5.18E-04	-51940.15153	0	-2536.424597
286000000	-54444.58473	-2499.606417	-51944.97832	0.327028609	2020.670239	60.96103822	703.6928041	0.020717108	7.993102188	0.290825521	0.179258738	0.191295847	0.338619895	0.068051728	5.64E-04	5.64E-04	-51944.97832	0	-2490.628389
286500000	-54379.65286	-2421.014894	-51958.63797	0.311202536	2020.686065	59.30700713	801.44467	0.019604984	8.045990903	0.294911326	0.177711822	0.18775548	0.339621372	0.014487261	5.68E-04	5.68E-04	-51958.63797	0	-2412.034739
287000000	-54416.50995	-2469.622519	-51946.88743	0.31214904	2020.685119	60.19992117	774.6307978	0.0200852	7.737156923	0.291675934	0.17962533	0.191727568	0.336971168	0.106550621	5.73E-04	5.73E-04	-51946.88743	0	-2460.537642
287500000	-54499.80379	-2535.791562	-51964.01223	0.315866715	2020.681401	61.51469742	518.2638086	0.022206776	7.269794239	0.289625598	0.178842826	0.190039571	0.341492005	0.030697357	5.69E-04	5.69E-04	-51964.01223	0	-2527.294727
288000000	-54538.74108	-2574.096281	-51964.6448	0.31492207	2020.682346	62.66961384	686.2373595	0.021498608	7.686769476	0.294437585	0.179838208	0.188492338	0.337231868	0.078740893	5.44E-04	5.44E-04	-51964.6448	0	-2565.183094
288500000	-54465.66899	-2483.342148	-51982.32684	0.326383567	2020.670884	62.26198468	1129.382811	0.019094616	7.624142123	0.287973772	0.182042097	0.195425875	0.334558255	0.044675227	5.46E-04	5.46E-04	-51982.32684	0	-2474.102748
289000000	-54610.15315	-2649.785395	-51960.36775	0.340182567	2020.657085	66.17257588	939.1521149	0.020697719	7.1923356	0.294679205	0.17803535	0.191025782	0.336259663	0.050291194	5.50E-04	5.50E-04	-51960.36775	0	-2640.767669
289500000	-54465.84409	-2526.931282	-51938.91281	0.336789853	2020.660478	62.29089327	727.1439938	0.020754337	7.44983258	0.296295281	0.177060255	0.192667302	0.333977162	0.11097329	5.67E-04	5.67E-04	-51938.91281	0	-2517.955987
290000000	-54377.05989	-2397.832957	-51979.22693	0.309248841	2020.688019	59.68886661	1240.162797	0.018275024	7.558126106	0.290559014	0.184027601	0.19087241	0.334540975	0.021301769	6.26E-04	6.26E-04	-51979.22693	0	-2388.507576
290500000	-54393.76542	-2435.378157	-51958.38726	0.328938227	2020.66833	59.43479445	698.1830163	0.02020588	6.91915768	0.294169191	0.1832796	0.189216173	0.333335036	0.02483389	5.80E-04	5.80E-04	-51958.38726	0	-2426.729469
291000000	-54342.46373	-2397.369457	-51945.09428	0.300462618	2020.696805	57.12396807	746.3275338	0.019858832	7.70293874	0.293849259	0.180418416	0.193169581	0.332562745	0.020672961	5.77E-04	5.77E-04	-51945.09428	0	-2388.486168
291500000	-54412.27952	-2461.247447	-51951.03207	0.302250448	2020.695017	60.89303867	919.4642989	0.019439592	8.133688524	0.2955344	0.175915495	0.19027879	0.338271315	0.134461059	5.47E-04	5.47E-04	-51951.03207	0	-2451.906378
292000000	-54518.06473	-2536.319213	-51981.74551	0.311985532	2020.685282	62.72220474	1095.699864	0.019379504	6.86981788	0.290587983	0.181205904	0.190235363	0.33797075	0.006629739	5.49E-04	5.49E-04	-51981.74551	0	-2527.342989
292500000	-54508.21163	-2508.618581	-51999.59305	0.308913008	2020.688355	62.61855276	1129.588762	0.019268164	7.46017651	0.296337584	0.179393726	0.192811897	0.331456793	0.048090302	5.63E-04	5.63E-04	-51999.59305	0	-2499.385556
293000000	-54567.83254	-2569.013414	-51998.81913	0.313657524	2020.68361	62.06821767	524.7396519	0.022378862	7.842714663	0.292263359	0.179441884	0.193082517	0.335212241	0.082641664	5.40E-04	5.40E-04	-51998.81913	0	-2560.298416
293500000	-54518.87424	-2562.162925	-51956.71131	0.304000433	2020.693267	63.24533424	1065.687347	0.019720373	6.995982186	0.294028643	0.181520596	0.190846947	0.333603815	0.028266446	5.47E-04	5.47E-04	-51956.71131	0	-2553.131373
294000000	-54486.89524	-2511.298129	-51975.59711	0.310389091	2020.686879	61.67174872	1174.463693	0.018808483	6.602926392	0.292782809	0.178361761	0.19299349	0.33586194	0.09207367	5.24E-04	5.24E-04	-51975.59711	0	-2502.18721
294500000	-54507.22304	-2519.15993	-51988.06311	0.341811531	2020.655456	60.94229018	545.2899981	0.022169105	7.872148408	0.294387611	0.177736699	0.191060796	0.336814895	0.007314365	5.94E-04	5.94E-04	-51988.06311	0	-2510.499292
295000000	-54401.75211	-2403.818012	-51997.9341	0.307022981	2020.690245	59.2920836	1341.099335	0.01771099	7.40663564	0.296274508	0.179716817	0.190351575	0.3336571	0.023916885	5.65E-04	5.65E-04	-51997.9341	0	-2394.521389
295500000	-54501.01631	-2524.27093	-51976.74538	0.343049829	2020.654218	62.06667619	821.7670835	0.020702364	7.86757485	0.290337048	0.180935075	0.1921027	0.336625177	0.081014451	5.42E-04	5.42E-04	-51976.74538	0	-2515.160886
296000000	-54480.18118	-2527.528939	-51952.65224	0.333383529	2020.663884	61.23407148	926.5904421	0.019853636	7.527258873	0.29360966	0.178799233	0.192038931	0.335552176	0.066220539	5.84E-04	5.84E-04	-51952.65224	0	-2518.392485
296500000	-54426.75309	-2476.555511	-51950.19758	0.327569472	2020.669698	59.87418438	727.2721447	0.020592331	7.423912955	0.29535601	0.179176544	0.190172833	0.335294613	0.019268551	5.57E-04	5.57E-04	-51950.19758	0	-2467.767504
297000000	-54432.90474	-2457.048664	-51975.85608	0.311147413	2020.68612	59.92127829	779.416686	0.019953028	8.251236346	0.297978076	0.180936772	0.190000416	0.331084736	0.097204006	5.75E-04	5.75E-04	-51975.85608	0	-2447.870115
297500000	-54464.16766	-2461.320158	-52002.8475	0.317645149	2020.679623	59.48274388	855.9439376	0.019492006	6.865478427	0.296137542	0.181238281	0.192080507	0.33054367	0.029905778	5.95E-04	5.95E-04	-52002.8475	0	-2452.483464
298000000	-54390.5708	-2422.277649	-51968.29315	0.322879874	2020.674388	59.4026266	889.2062148	0.019428825	7.341860905	0.293409238	0.181811161	0.194543042	0.33023656	0.034908984	5.85E-04	5.85E-04	-51968.29315	0	-2413.294527
298500000	-54448.92475	-2464.15863	-51984.76612	0.328962184	2020.668306	59.61923778	582.3664506	0.021175218	7.224505666	0.294850509	0.181548686	0.188780313	0.334820491	0.026743503	5.43E-04	5.43E-04	-51984.76612	0	-2455.616298
299000000	-54455.96405	-2500.488585	-51955.47546	0.32614705	2020.671121	60.86038364	786.1243269	0.020232552	8.052197321	0.294708159	0.178120411	0.19052663	0.3366448	0.080864575	5.75E-04	5.75E-04	-51955.47546	0	-2491.368614
299500000	-54394.62742	-2448.529086	-51946.09834	0.331774677	2020.665493	59.38901894	738.914551	0.020147407	7.923773253	0.295523672	0.175252582	0.191208274	0.338015472	0.012992854	6.16E-04	6.16E-04	-51946.09834	0	-2439.592609
300000000	-54474.12819	-2485.380397	-51988.74779	0.311644438	2020.685623	60.66944706	1097.884856	0.019044426	7.313521545	0.29431886	0.181644932	0.19016789	0.333868318	0.058009251	5.56E-04	5.56E-04	-51988.74779	0	-2476.193623
300500000	-54481.08372	-2493.451539	-51987.63218	0.339870204	2020.657398	61.08222816	817.0758652	0.020198893	7.674642877	0.291730118	0.179602081	0.188210085	0.340457716	0.035035135	5.81E-04	5.81E-04	-51987.63218	0	-2484.461561
301000000	-54455.42889	-2471.73746	-51983.69143	0.306220496	2020.691047	60.23024204	750.236749	0.020322445	7.196082565	0.298603351	0.175743335	0.1874643	0.338189015	0.096970121	5.94E-04	5.94E-04	-51983.69143	0	-2462.793725
301500000	-54560.94768	-2604.67252	-51956.27516	0.346125397	2020.651142	63.84985025	680.4245895	0.021680177	8.077843342	0.291171747	0.17889293	0.189851583	0.34008374	0.044359023	5.27E-04	5.27E-04	-51956.27516	0	-2595.770753
302000000	-54476.87002	-2493.486993	-51983.38303	0.315021915	2020.682246	59.72821553	628.7819602	0.020934451	7.941419995	0.294807553	0.180029589	0.189183174	0.335979683	0.061096796	5.69E-04	5.69E-04	-51983.38303	0	-2484.626624
302500000	-54394.76065	-2402.614147	-51992.1465	0.299968112	2020.6973	57.51031327	643.7860264	0.020312758	8.311050177	0.293679249	0.178112639	0.190853726	0.337354386	0.125470065	6.57E-04	6.57E-04	-51992.1465	0	-2393.458296
303000000	-54512.50038	-2530.155421	-51982.34496	0.301255554	2020.696012	62.27522283	958.0921582	0.019824539	8.027616582	0.296208173	0.177676621	0.187527239	0.338587967	0.029448966	5.72E-04	5.72E-04	-51982.34496	0	-2520.969925
303500000	-54394.59716	-2414.818925	-51979.77824	0.301629298	2020.695638	57.16525924	424.6541949	0.021951329	8.778292816	0.298771233	0.183478577	0.188710775	0.329039415	0.010196222	6.02E-04	6.02E-04	-51979.77824	0	-2406.198982
304000000	-54405.74427	-2415.53644	-51990.20783	0.296415013	2020.700853	59.88020968	1273.368064	0.01818368	8.077094655	0.293537762	0.1821523	0.189210143	0.335099795	0.106915658	5.77E-04	5.77E-04	-51990.20783	0	-2405.950467
304500000	-54505.08848	-2527.394334	-51977.69415	0.354040536	2020.643227	60.29128863	371.1991719	0.023830515	7.934823735	0.294886389	0.178034865	0.194693226	0.33238552	0.052362385	5.69E-04	5.69E-04	-51977.69415	0	-2518.977088
305000000	-54533.93662	-2552.045116	-51981.8915	0.339083303	2020.658184	61.94267036	513.6298299	0.022458033	7.030307334	0.295747925	0.179057441	0.193330908	0.331863726	0.011890232	5.52E-04	5.52E-04	-51981.8915	0	-2543.65776
305500000	-54544.4744	-2558.297516	-51986.17688	0.311403622	2020.685864	62.19769857	664.5310362	0.021488568	7.512077719	0.294955654	0.180265784	0.19072635	0.334052212	0.11827757	5.64E-04	5.64E-04	-51986.17688	0	-2549.354923
306000000	-54465.02278	-2475.398002	-51989.62478	0.309324056	2020.687944	61.91315185	1483.421031	0.017994593	8.062293756	0.294108804	0.178654798	0.189249422	0.337986976	0.014378313	5.50E-04	5.50E-04	-51989.62478	0	-2465.890907
306500000	-54554.07342	-2593.749989	-51960.32343	0.335847904	2020.66142	63.51539586	737.2824087	0.021048766	6.939853265	0.292382237	0.180321591	0.190524059	0.336772114	0.094189528	5.30E-04	5.30E-04	-51960.32343	0	-2584.939114
307000000	-54509.15408	-2515.944677	-51993.2094	0.310821924	2020.686446	61.31070343	873.2778032	0.020270103	8.146495113	0.296355497	0.178649239	0.193108143	0.331887121	0.062685949	5.53E-04	5.53E-04	-51993.2094	0	-2506.753657
307500000	-54523.51607	-2555.261734	-51968.25434	0.341868741	2020.655399	61.97505734	664.3417604	0.021363128	8.112355088	0.292056097	0.176482076	0.191543061	0.339918766	0.052419381	5.31E-04	5.31E-04	-51968.25434	0	-2546.358967
308000000	-54406.43502	-2465.283515	-51941.1515	0.292159629	2020.705108	60.59283097	896.7991629	0.01953324	7.584792134	0.292417155	0.181859266	0.1913261	0.334397479	0.027048957	5.52E-04	5.52E-04	-51941.1515	0	-2456.288768
308500000	-54561.35242	-2591.20085	-51970.15157	0.35048401	2020.646784	63.6572122	637.8211202	0.021953568	9.200111072	0.294597473	0.179384317	0.188995625	0.337022585	0.031875819	5.16E-04	5.16E-04	-51970.15157	0	-2582.163385
309000000	-54544.51497	-2581.453525	-51963.06144	0.304065948	2020.693202	64.06723276	934.0854234	0.02018803	9.017023756	0.29633003	0.177254156	0.193664819	0.332750995	0.138174493	5.33E-04	5.33E-04	-51963.06144	0	-2571.909453
309500000	-54535.38419	-2597.424457	-51937.95973	0.347313625	2020.649954	65.24234587	972.3135154	0.020338131	7.11924158	0.293760428	0.176425869	0.191897984	0.337915719	0.080506993	5.22E-04	5.22E-04	-51937.95973	0	-2588.365135
310000000	-54590.30947	-2619.835518	-51970.47396	0.347969328	2020.649298	64.6419369	585.0488587	0.02267285	8.278801225	0.290823338	0.180737679	0.192220033	0.336218949	0.046759354	5.31E-04	5.31E-04	-51970.47396	0	-2611.002617
310500000	-54625.96684	-2649.131709	-51976.83513	0.337133208	2020.660135	66.49266499	927.5563573	0.020947384	7.67274896	0.292404866	0.179173344	0.190815179	0.337606611	0.074899733	5.29E-04	5.29E-04	-51976.83513	0	-2639.983033
311000000	-54441.70391	-2481.804852	-51959.89906	0.32846753	2020.6688	61.77988456	1038.088571	0.01937269	7.30268309	0.2901	0.179806726	0.191751038	0.338342236	0.108783993	5.74E-04	5.74E-04	-51959.89906	0	-2472.551448
311500000	-54541.93292	-2585.300634	-51956.63228	0.321902296	2020.675365	66.73512709	2148.333067	0.017774436	8.360349936	0.294434255	0.182303611	0.191493051	0.331769083	0.031202148	5.18E-04	5.18E-04	-51956.63228	0	-2575.387147
312000000	-54458.98392	-2482.146192	-51976.83773	0.293843959	2020.703424	61.59497024	1635.199117	0.017877325	7.68612041	0.290223698	0.179348953	0.192730573	0.337696776	0.06765725	5.97E-04	5.97E-04	-51976.83773	0	-2472.470548
312500000	-54447.45488	-2474.967772	-51972.48711	0.31718475	2020.680083	60.71308575	1112.960852	0.018804908	8.156532477	0.289257076	0.182448998	0.191891045	0.336402881	0.107460039	5.63E-04	5.63E-04	-51972.48711	0	-2465.491776
