# BEAST v1.10.5 Prerelease #23570d1																			
# Generated Fri Jun 30 14:21:54 CEST 2023 [seed=1688127711194]																			
# -beagle_gpu -beagle_order 1 -overwrite -load_state checkpoint.state -save_every 10000 -save_state resumed.state -force_resume b.1.1.7.xml																			
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.doublingTime	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
120500000	-54585.13852	-2592.143127	-51992.99539	0.348628294	2020.648639	64.19284213	1022.639277	0.019916218	7.472385219	0.294480287	0.18008983	0.19253171	0.332898173	0.01829894	5.27E-04	5.27E-04	-51992.99539	0	-2583.084495
121000000	-54438.71283	-2472.749032	-51965.9638	0.310799908	2020.686468	60.26338681	826.8221456	0.01997557	7.762464574	0.297734135	0.180904186	0.187396073	0.333965607	0.072392884	5.72E-04	5.72E-04	-51965.9638	0	-2463.665828
121500000	-54525.18254	-2555.207201	-51969.97534	0.320977985	2020.67629	63.24304634	851.9525982	0.020513278	7.758519371	0.295419526	0.181331252	0.191287456	0.331961766	0.019844987	5.54E-04	5.54E-04	-51969.97534	0	-2546.212241
122000000	-54653.14688	-2697.336932	-51955.80995	0.340921982	2020.656346	67.03269444	738.0255012	0.022162056	8.143167019	0.291076315	0.179034736	0.188503351	0.341385598	0.028400526	5.11E-04	5.11E-04	-51955.80995	0	-2688.386002
122500000	-54570.38874	-2567.569209	-52002.81953	0.317005555	2020.680262	65.66082175	1929.283649	0.018040359	7.84011662	0.294634218	0.180993655	0.19307192	0.331300207	0.056071288	5.15E-04	5.15E-04	-52002.81953	0	-2557.809062
123000000	-54517.31167	-2526.247813	-51991.06385	0.33669624	2020.660572	60.40662226	531.9163891	0.021773304	8.348727412	0.296353241	0.178967284	0.189138376	0.335541099	0.031065738	5.85E-04	5.85E-04	-51991.06385	0	-2517.488403
123500000	-54554.81798	-2583.594678	-51971.2233	0.334270692	2020.662997	63.46385931	553.0624843	0.022346753	7.642798194	0.297539746	0.180376115	0.188712716	0.333371423	0.035903461	5.42E-04	5.42E-04	-51971.2233	0	-2574.97125
124000000	-54592.52105	-2611.131252	-51981.3898	0.315925115	2020.681343	62.90274361	590.0204481	0.022431835	8.864864471	0.296056834	0.180396604	0.188109401	0.335437162	0.059086249	5.44E-04	5.44E-04	-51981.3898	0	-2602.13131
124500000	-54517.31401	-2528.972235	-51988.34178	0.323052164	2020.674216	63.87193403	1063.713718	0.019515189	8.306675252	0.298379405	0.175144731	0.191505072	0.334970793	0.099146659	5.49E-04	5.49E-04	-51988.34178	0	-2519.529419
125000000	-54470.61186	-2522.234493	-51948.37736	0.30903924	2020.688229	61.89895249	793.6134366	0.020575218	6.735305511	0.293341511	0.176311872	0.189247615	0.341099002	0.02543481	5.65E-04	5.65E-04	-51948.37736	0	-2513.508169
125500000	-54481.2202	-2509.493148	-51971.72705	0.301987264	2020.69528	61.54690212	748.7490263	0.020538068	8.787167767	0.290586219	0.178042397	0.194507959	0.336863425	0.082666752	5.89E-04	5.89E-04	-51971.72705	0	-2500.247877
126000000	-54383.14126	-2436.93409	-51946.20717	0.305454487	2020.691813	59.29354216	838.5309419	0.019512371	7.099218636	0.292125936	0.177472203	0.19534641	0.335055451	0.061665497	5.67E-04	5.67E-04	-51946.20717	0	-2428.024936
126500000	-54349.75589	-2389.795967	-51959.95992	0.298177748	2020.69909	59.41110511	1289.091876	0.017988361	7.954639346	0.29692084	0.177515666	0.191855093	0.333708402	0.035617491	5.61E-04	5.61E-04	-51959.95992	0	-2380.387914
127000000	-54441.54891	-2460.164844	-51981.38407	0.314000062	2020.683268	60.22177993	996.2684965	0.019244371	9.539896204	0.295394991	0.179864331	0.191073205	0.333667473	0.04277649	5.81E-04	5.81E-04	-51981.38407	0	-2450.616334
127500000	-54417.18382	-2467.417124	-51949.76669	0.321127932	2020.67614	58.88200712	507.457862	0.021600894	7.735070468	0.293879496	0.180516808	0.191142818	0.334460878	0.050790539	5.95E-04	5.95E-04	-51949.76669	0	-2458.782786
128000000	-54405.24293	-2407.197212	-51998.04572	0.294730605	2020.702537	61.28093206	1646.451231	0.01737227	7.868542513	0.296045265	0.180372108	0.189994962	0.333587665	0.071400038	5.75E-04	5.75E-04	-51998.04572	0	-2397.514406
128500000	-54445.88354	-2504.660419	-51941.22312	0.313067101	2020.684201	61.38315724	937.4964967	0.019742765	7.13878349	0.295440269	0.17954944	0.192742884	0.332267407	0.10712494	5.52E-04	5.52E-04	-51941.22312	0	-2495.55296
129000000	-54464.7607	-2484.204348	-51980.55636	0.300824938	2020.696443	61.54015486	995.789176	0.019484586	8.072386128	0.29028897	0.180086299	0.195190106	0.334434625	0.058950655	5.63E-04	5.63E-04	-51980.55636	0	-2474.93056
129500000	-54502.38079	-2519.643375	-51982.73741	0.330954	2020.666314	60.19368407	436.1196339	0.023034461	7.638532105	0.29410226	0.179934501	0.190274383	0.335688856	0.01738188	5.87E-04	5.87E-04	-51982.73741	0	-2511.20841
130000000	-54513.84484	-2554.149621	-51959.69522	0.293078358	2020.704189	64.16689311	1331.77678	0.019083743	8.065945365	0.298097292	0.177042635	0.188640903	0.33621917	0.010543737	5.51E-04	5.51E-04	-51959.69522	0	-2544.720514
130500000	-54449.22676	-2511.865612	-51937.36115	0.308575283	2020.688692	60.66014894	803.6927392	0.020317371	8.730947903	0.290451989	0.178243218	0.194605857	0.336698935	0.014156765	5.42E-04	5.42E-04	-51937.36115	0	-2502.742616
131000000	-54450.28989	-2483.247412	-51967.04248	0.308278803	2020.688989	61.09868722	796.2482505	0.020300701	7.751856601	0.293285652	0.18061933	0.192498798	0.33359622	0.068532037	5.79E-04	5.79E-04	-51967.04248	0	-2474.197366
131500000	-54508.79935	-2573.062101	-51935.73725	0.3459465	2020.651321	62.26270933	427.6087058	0.023809691	7.863762934	0.292235154	0.176303796	0.193605551	0.337855498	0.12166691	5.65E-04	5.65E-04	-51935.73725	0	-2564.393773
132000000	-54404.07461	-2436.129642	-51967.94497	0.322366324	2020.674901	59.40035286	626.8481503	0.020689556	7.738375491	0.295295521	0.18365919	0.189472556	0.331572733	0.136074864	5.66E-04	5.66E-04	-51967.94497	0	-2427.17744
132500000	-54501.64871	-2534.531541	-51967.11717	0.316866189	2020.680402	61.31151949	628.7102186	0.021235983	9.325562081	0.296715189	0.177360085	0.188987987	0.336936738	0.093952118	5.62E-04	5.62E-04	-51967.11717	0	-2525.330703
133000000	-54494.29422	-2515.067575	-51979.22665	0.307565324	2020.689702	61.9910463	1017.700788	0.019499671	6.592176716	0.291046578	0.182812471	0.192018285	0.334122666	0.061809022	5.70E-04	5.70E-04	-51979.22665	0	-2506.091951
133500000	-54336.49281	-2372.013463	-51964.47935	0.287627818	2020.70964	58.71500734	1003.068783	0.018550984	7.793044015	0.29257217	0.177827408	0.194389804	0.335210619	0.038703094	6.04E-04	6.04E-04	-51964.47935	0	-2362.821722
134000000	-54541.02038	-2562.424235	-51978.59614	0.314991523	2020.682276	63.52534677	911.4108835	0.020206827	8.566643675	0.289410215	0.179965605	0.193726296	0.336897883	0.036945966	5.28E-04	5.28E-04	-51978.59614	0	-2553.198442
134500000	-54565.85505	-2617.324157	-51948.53089	0.330084915	2020.667183	65.89454606	994.4846656	0.020705356	8.137543878	0.295010694	0.180480871	0.187599679	0.336908756	0.037514097	5.27E-04	5.27E-04	-51948.53089	0	-2608.087615
135000000	-54497.37749	-2530.818015	-51966.55947	0.313726961	2020.683541	64.80411692	1375.544694	0.018917764	6.139939386	0.291163106	0.181164723	0.187675143	0.339997028	0.039495918	5.35E-04	5.35E-04	-51966.55947	0	-2521.764737
135500000	-54583.04383	-2618.442577	-51964.60125	0.338763866	2020.658504	63.41850536	697.978375	0.021661727	7.696231056	0.289604947	0.184052932	0.193714695	0.332627426	0.043334692	5.47E-04	5.47E-04	-51964.60125	0	-2609.576218
136000000	-54544.30811	-2569.437494	-51974.87062	0.309017079	2020.688251	64.68520578	1300.620023	0.019531085	8.025693763	0.298435426	0.178398656	0.188187727	0.334978191	0.004459777	5.50E-04	5.50E-04	-51974.87062	0	-2560.035118
136500000	-54523.88856	-2554.51616	-51969.3724	0.323923938	2020.673344	62.8647294	642.7034781	0.021714886	7.31610638	0.291915745	0.181971988	0.192795984	0.333316284	0.003944751	5.49E-04	5.49E-04	-51969.3724	0	-2545.889355
137000000	-54459.77231	-2496.907877	-51962.86443	0.304054173	2020.693214	62.34091824	1010.208791	0.019547607	8.259576965	0.295545071	0.180739796	0.190399177	0.333315956	0.027686885	5.47E-04	5.47E-04	-51962.86443	0	-2487.660373
137500000	-54482.50422	-2486.886978	-51995.61724	0.314871664	2020.682396	60.9096477	918.1715871	0.019604806	7.143074172	0.292219962	0.181850723	0.192816741	0.333112574	0.073411957	6.01E-04	6.01E-04	-51995.61724	0	-2477.826381
138000000	-54409.53736	-2424.583763	-51984.9536	0.304710635	2020.692557	59.65955776	1206.662593	0.018410383	7.938455592	0.293235453	0.181288742	0.191993393	0.333482412	0.015065604	5.81E-04	5.81E-04	-51984.9536	0	-2415.249596
138500000	-54462.26818	-2483.23128	-51979.0369	0.308533888	2020.688734	61.6674196	1240.064954	0.01854847	7.933537828	0.294756048	0.177609383	0.192270243	0.335364326	0.049080393	5.45E-04	5.45E-04	-51979.0369	0	-2473.843535
139000000	-54395.65179	-2390.152364	-52005.49942	0.287072443	2020.710195	60.09583611	1366.130356	0.017853789	8.353821431	0.292264126	0.18166607	0.189359114	0.336710689	0.068642518	6.09E-04	6.09E-04	-52005.49942	0	-2380.50262
139500000	-54537.13747	-2572.393396	-51964.74407	0.319987133	2020.677281	64.29535845	1083.655186	0.019941146	7.787953874	0.295569845	0.178889414	0.187958396	0.337582345	0.114168191	5.80E-04	5.80E-04	-51964.74407	0	-2562.962077
140000000	-54478.72541	-2475.927762	-52002.79765	0.294428568	2020.702839	62.20303374	1570.838626	0.017956802	9.201841632	0.293566061	0.182822235	0.192048632	0.331563072	0.040097501	5.53E-04	5.53E-04	-52002.79765	0	-2466.08081
140500000	-54443.74666	-2448.861911	-51994.88475	0.29670945	2020.700558	58.75684811	964.3242125	0.01893872	7.849322598	0.297465685	0.177771084	0.190089958	0.334673273	0.073087198	5.84E-04	5.84E-04	-51994.88475	0	-2439.628089
141000000	-54453.8065	-2467.733015	-51986.07348	0.315254811	2020.682013	61.36210506	1094.178201	0.018993932	6.957916124	0.29834977	0.177284487	0.191080794	0.33328495	0.091743185	5.68E-04	5.68E-04	-51986.07348	0	-2458.558619
141500000	-54549.92111	-2613.009733	-51936.91138	0.325054505	2020.672213	65.47933027	1454.569723	0.019070916	8.035056959	0.296872292	0.180726428	0.188803354	0.333597926	0.105066414	5.44E-04	5.44E-04	-51936.91138	0	-2603.32182
142000000	-54484.95809	-2510.474167	-51974.48393	0.329247471	2020.66802	60.44918971	486.2463448	0.022138638	6.661767182	0.287285963	0.182378366	0.193497772	0.336837898	0.088538685	5.57E-04	5.57E-04	-51974.48393	0	-2502.074474
142500000	-54488.93698	-2538.452692	-51950.48429	0.314358955	2020.682909	62.45704062	818.2167971	0.020545604	8.105835216	0.292538884	0.180298013	0.189268886	0.337894217	0.105879914	5.47E-04	5.47E-04	-51950.48429	0	-2529.252694
143000000	-54426.418	-2453.993706	-51972.4243	0.32994851	2020.667319	60.33608362	907.7165611	0.019411274	7.491088126	0.299714903	0.181349322	0.189990632	0.328945142	0.007210482	5.32E-04	5.32E-04	-51972.4243	0	-2445.070199
143500000	-54385.9047	-2404.586513	-51981.31818	0.293208999	2020.704059	58.48847369	1191.266166	0.0180628	6.797871303	0.292592228	0.183842245	0.191102775	0.332462752	0.012734208	6.43E-04	6.43E-04	-51981.31818	0	-2395.47965
144000000	-54448.61338	-2435.178414	-52013.43497	0.301180293	2020.696087	57.85845609	756.4014289	0.020058685	7.79793618	0.295259662	0.178709976	0.191760679	0.334269683	0.116024882	5.89E-04	5.89E-04	-52013.43497	0	-2426.054441
144500000	-54496.56214	-2524.848539	-51971.7136	0.30841955	2020.688848	60.19945505	486.4241883	0.022492501	7.728472446	0.295504709	0.177863743	0.189557602	0.337073947	0.074778712	5.44E-04	5.44E-04	-51971.7136	0	-2516.229736
145000000	-54510.32948	-2524.942342	-51985.38714	0.310762476	2020.686505	63.1029484	1444.163661	0.018390101	9.086635771	0.296980581	0.18040836	0.193630759	0.328980299	0.038435811	5.57E-04	5.57E-04	-51985.38714	0	-2515.188651
145500000	-54378.06782	-2417.541942	-51960.52587	0.305627219	2020.691641	58.11023697	665.5018971	0.020281866	8.459095711	0.291232251	0.178549876	0.190948245	0.339269628	0.113658856	5.99E-04	5.99E-04	-51960.52587	0	-2408.400447
146000000	-54436.61635	-2437.983533	-51998.63282	0.305809685	2020.691458	58.82331119	609.6754249	0.020601243	7.729726944	0.292983195	0.180122317	0.193480733	0.333413755	0.010160799	5.92E-04	5.92E-04	-51998.63282	0	-2429.289698
146500000	-54565.10288	-2560.511462	-52004.59142	0.299259706	2020.698008	63.73542702	1463.093851	0.018825032	8.342411506	0.29584345	0.177054364	0.194126261	0.332975924	0.005204859	5.32E-04	5.32E-04	-52004.59142	0	-2550.965695
147000000	-54493.78918	-2497.889572	-51995.89961	0.310095801	2020.687172	58.44120406	440.7951848	0.022327195	8.110774484	0.293343768	0.180852732	0.187888302	0.337915198	0.021383091	6.57E-04	6.57E-04	-51995.89961	0	-2489.291283
147500000	-54416.70215	-2451.712484	-51964.98967	0.335022656	2020.662245	60.70858516	864.8805166	0.019577431	7.958536956	0.292527154	0.18065159	0.187356464	0.339464792	0.060638117	5.36E-04	5.36E-04	-51964.98967	0	-2442.621832
148000000	-54536.83027	-2587.715297	-51949.11498	0.335125631	2020.662142	62.34842594	534.8708944	0.022785069	8.535870449	0.295665744	0.181462397	0.189791596	0.333080264	0.04776431	5.85E-04	5.85E-04	-51949.11498	0	-2578.847364
148500000	-54420.33598	-2451.449748	-51968.88623	0.323758843	2020.673509	59.2789244	729.028004	0.020382706	8.488285029	0.296630826	0.181034696	0.190782486	0.331551992	0.1132232	5.64E-04	5.64E-04	-51968.88623	0	-2442.244181
149000000	-54575.57801	-2615.896974	-51959.68104	0.326154316	2020.671113	65.95598681	991.1955357	0.020402522	8.603192581	0.293846269	0.182806388	0.191468221	0.331879122	0.192988465	5.38E-04	5.38E-04	-51959.68104	0	-2606.261231
149500000	-54612.68577	-2636.06726	-51976.61851	0.335891282	2020.661376	64.73949208	780.2226268	0.021557031	7.486755241	0.292902585	0.182644723	0.193116076	0.331336616	0.073771892	5.07E-04	5.07E-04	-51976.61851	0	-2627.123752
150000000	-54376.86665	-2412.909672	-51963.95698	0.301788428	2020.695479	58.80631531	939.1954521	0.01916336	9.062790994	0.29098665	0.180234835	0.18859067	0.340187845	0.025240265	6.36E-04	6.36E-04	-51963.95698	0	-2403.493856
150500000	-54535.84786	-2572.383593	-51963.46427	0.32739298	2020.669875	65.20380582	1439.68799	0.018927807	6.938079359	0.294237251	0.181455304	0.191215959	0.333091486	0.032386867	4.94E-04	4.94E-04	-51963.46427	0	-2563.150282
151000000	-54504.49563	-2539.851121	-51964.64451	0.326920099	2020.670348	62.24844321	983.5405152	0.019663963	6.96328709	0.292866479	0.179756328	0.190582683	0.336794509	0.080220025	5.32E-04	5.32E-04	-51964.64451	0	-2530.817384
151500000	-54414.39609	-2446.481753	-51967.91434	0.303509563	2020.693758	59.72410054	745.5162589	0.019984665	8.830698341	0.298584691	0.176724817	0.190092142	0.334598351	0.020919141	5.24E-04	5.24E-04	-51967.91434	0	-2437.431472
152000000	-54470.89952	-2511.473324	-51959.4262	0.32454431	2020.672723	61.24561027	900.585675	0.019875012	7.688497771	0.293769409	0.179584702	0.191828094	0.334817795	0.146252987	5.64E-04	5.64E-04	-51959.4262	0	-2502.189198
152500000	-54472.01537	-2466.631012	-52005.38435	0.322054098	2020.675214	61.41261674	1239.420842	0.018575794	7.381302829	0.296952775	0.176092102	0.188990716	0.337964406	0.120157053	5.99E-04	5.99E-04	-52005.38435	0	-2457.168134
153000000	-54544.04218	-2556.920637	-51987.12154	0.339766237	2020.657502	63.18332328	751.9347247	0.021175324	7.805326407	0.288797863	0.181176547	0.192970543	0.337055046	0.057240132	5.21E-04	5.21E-04	-51987.12154	0	-2547.971855
153500000	-54497.0078	-2500.854388	-51996.15341	0.294898914	2020.702369	63.50929463	1586.357043	0.018175042	8.838478019	0.294729515	0.178112444	0.1905618	0.336596241	0.103257297	5.60E-04	5.60E-04	-51996.15341	0	-2490.932584
154000000	-54572.04071	-2596.464673	-51975.57604	0.347754521	2020.649513	64.42594225	818.1635422	0.020985026	8.138807548	0.296659026	0.18015496	0.18867165	0.334514364	0.022735385	5.26E-04	5.26E-04	-51975.57604	0	-2587.438817
154500000	-54614.21135	-2628.160683	-51986.05067	0.335393675	2020.661874	64.66134669	938.290147	0.020755358	8.149970479	0.290039625	0.181462885	0.194991722	0.333505769	0.031653508	5.34E-04	5.34E-04	-51986.05067	0	-2618.976111
155000000	-54644.70986	-2685.953702	-51958.75616	0.339233495	2020.658034	66.28391378	729.4471049	0.022100512	8.273314524	0.298243303	0.180229272	0.18919689	0.332330535	0.078254216	4.94E-04	4.94E-04	-51958.75616	0	-2676.904388
155500000	-54682.78444	-2712.257534	-51970.5269	0.348893658	2020.648374	66.56350659	417.0025102	0.025059789	7.992949936	0.294157717	0.177908546	0.189662943	0.338270795	0.011442319	5.18E-04	5.18E-04	-51970.5269	0	-2703.834652
156000000	-54563.23233	-2613.816248	-51949.41608	0.332825338	2020.664442	63.60291388	473.0649038	0.02362197	8.58022053	0.297946832	0.181957767	0.189580364	0.330515037	0.076425825	5.48E-04	5.48E-04	-51949.41608	0	-2605.018098
156500000	-54561.68983	-2584.295749	-51977.39408	0.314740939	2020.682527	65.0716368	1385.584727	0.019105065	7.979069487	0.295763225	0.17653388	0.190889777	0.336813118	0.129292792	5.77E-04	5.77E-04	-51977.39408	0	-2574.585771
157000000	-54599.45179	-2622.785173	-51976.66662	0.350139237	2020.647129	63.11834849	435.1376297	0.023958016	8.399458568	0.295214594	0.17579735	0.193999478	0.334988578	0.078092571	5.36E-04	5.36E-04	-51976.66662	0	-2614.101627
157500000	-54484.42793	-2527.62362	-51956.80431	0.329429399	2020.667838	62.40300561	1127.088407	0.019356579	8.14151329	0.293700412	0.180808523	0.188600678	0.336890387	0.049864553	5.82E-04	5.82E-04	-51956.80431	0	-2518.218933
158000000	-54585.87349	-2610.979787	-51974.8937	0.35012125	2020.647147	64.5933838	588.0026273	0.022449384	7.331547469	0.291429336	0.176287263	0.194976216	0.337307186	0.073960888	5.01E-04	5.01E-04	-51974.8937	0	-2602.331075
158500000	-54568.06458	-2605.230478	-51962.8341	0.314973307	2020.682294	64.49869364	929.8378101	0.020522416	8.112707951	0.292852202	0.181357304	0.191886546	0.333903948	0.065438236	5.66E-04	5.66E-04	-51962.8341	0	-2595.974203
159000000	-54446.16812	-2466.623597	-51979.54452	0.306286911	2020.690981	61.03115516	1451.858909	0.017930638	7.825686257	0.292610737	0.180593514	0.188182811	0.338612937	0.045507691	5.50E-04	5.50E-04	-51979.54452	0	-2457.124328
159500000	-54454.82526	-2495.82744	-51958.99782	0.314074259	2020.683194	61.01409115	891.0944543	0.019781212	7.741170864	0.295570561	0.177433596	0.192096694	0.334899149	0.107128377	5.50E-04	5.50E-04	-51958.99782	0	-2486.637963
160000000	-54358.86461	-2380.917852	-51977.94676	0.30142981	2020.695838	57.20737282	614.1845581	0.020153197	8.532374151	0.296558744	0.175094544	0.19387208	0.334474632	0.070609831	5.95E-04	5.95E-04	-51977.94676	0	-2371.93418
160500000	-54456.31771	-2502.83242	-51953.48529	0.318935088	2020.678333	61.35188378	682.5805212	0.021101137	8.133172924	0.290847808	0.180792331	0.191829481	0.33653038	0.033211496	5.64E-04	5.64E-04	-51953.48529	0	-2493.910881
161000000	-54529.76785	-2568.517031	-51961.25082	0.336430707	2020.660837	62.18420661	640.0913377	0.021395419	8.128159599	0.296492237	0.178961342	0.191086452	0.333459969	0.019417734	5.67E-04	5.67E-04	-51961.25082	0	-2559.680749
161500000	-54479.6315	-2532.755122	-51946.87637	0.309004175	2020.688264	64.67459383	1490.962506	0.018459598	9.017082202	0.290839476	0.183364142	0.189754577	0.336041805	0.047626886	5.44E-04	5.44E-04	-51946.87637	0	-2522.983426
162000000	-54559.35622	-2614.986311	-51944.36991	0.311932697	2020.685335	65.90760463	1297.37142	0.01950435	7.144772212	0.29329275	0.180105022	0.19042091	0.336181318	0.063427415	5.39E-04	5.39E-04	-51944.36991	0	-2605.682426
162500000	-54612.91466	-2653.622312	-51959.29235	0.325157321	2020.67211	67.1184255	1132.086691	0.020548369	8.107801646	0.293460341	0.179316192	0.192393925	0.334829543	0.028719366	5.36E-04	5.36E-04	-51959.29235	0	-2644.280553
163000000	-54583.22626	-2616.751391	-51966.47487	0.344126957	2020.653141	63.19396542	508.3470012	0.023151994	8.588475828	0.296395918	0.181447566	0.18831459	0.333841926	0.176248384	5.50E-04	5.50E-04	-51966.47487	0	-2607.691924
163500000	-54493.72424	-2515.710788	-51978.01346	0.300989585	2020.696278	62.66519608	1238.020196	0.018787501	8.118304358	0.291990817	0.181670543	0.190869792	0.335468848	0.066853585	5.56E-04	5.56E-04	-51978.01346	0	-2506.234612
164000000	-54642.43989	-2686.847404	-51955.59249	0.346258702	2020.651009	66.2570218	625.8943974	0.02303706	7.409321749	0.29304218	0.18076009	0.188979825	0.337217905	0.036965552	5.30E-04	5.30E-04	-51955.59249	0	-2678.145887
164500000	-54489.18473	-2518.283276	-51970.90146	0.348763463	2020.648504	59.77510349	424.7375992	0.022937417	8.166759435	0.294332075	0.176120675	0.190451891	0.33909536	0.033267802	6.01E-04	6.01E-04	-51970.90146	0	-2509.719714
165000000	-54416.17712	-2450.975354	-51965.20177	0.343395251	2020.653873	59.54082984	647.6080024	0.020788476	7.926345328	0.292328785	0.176117945	0.193584472	0.337968798	0.002811712	5.77E-04	5.77E-04	-51965.20177	0	-2442.20194
165500000	-54387.76785	-2416.315514	-51971.45233	0.319317491	2020.67795	58.56816418	1017.610575	0.018699584	7.390371365	0.289555473	0.18130196	0.193227381	0.335915187	0.026577295	5.99E-04	5.99E-04	-51971.45233	0	-2407.216218
166000000	-54504.37336	-2511.210711	-51993.16265	0.289507645	2020.70776	60.99837615	667.3069415	0.021086772	8.343726694	0.296452798	0.181308513	0.192145364	0.330093325	0.023452678	5.89E-04	5.89E-04	-51993.16265	0	-2502.263084
166500000	-54493.61334	-2561.743066	-51931.87027	0.318170103	2020.679098	64.21911302	1202.733839	0.019325145	7.998984596	0.294793396	0.18121252	0.193057362	0.330936722	0.118051119	5.14E-04	5.14E-04	-51931.87027	0	-2552.244636
167000000	-54511.8327	-2571.364162	-51940.46854	0.33741463	2020.659853	62.77687462	634.7080347	0.021584573	7.239353432	0.295718441	0.177870219	0.190017515	0.336393826	0.019129406	5.47E-04	5.47E-04	-51940.46854	0	-2562.744647
167500000	-54624.7289	-2673.695195	-51951.0337	0.309933789	2020.687334	66.23092513	770.5343255	0.021954981	6.699481894	0.296097177	0.180283652	0.193390008	0.330229163	0.113729979	5.06E-04	5.06E-04	-51951.0337	0	-2664.85811
168000000	-54440.59016	-2499.343884	-51941.24627	0.312068062	2020.6852	61.12835304	885.5542178	0.019831241	7.957833591	0.295408619	0.17701615	0.196464639	0.331110592	0.074676228	5.44E-04	5.44E-04	-51941.24627	0	-2490.182849
168500000	-54434.68471	-2483.13983	-51951.54488	0.309132007	2020.688136	61.96750193	934.858456	0.019457644	7.647103303	0.291879026	0.184913738	0.189915572	0.333291664	0.045896331	5.64E-04	5.64E-04	-51951.54488	0	-2474.053224
169000000	-54570.80039	-2595.151428	-51975.64896	0.303588364	2020.693679	62.89190044	690.3795099	0.021649752	8.129501431	0.291192492	0.179955261	0.195499037	0.333353209	0.140145085	5.40E-04	5.40E-04	-51975.64896	0	-2586.013757
169500000	-54586.75723	-2609.839475	-51976.91775	0.310627848	2020.68664	63.41381874	632.3286079	0.022021113	9.06679055	0.294675822	0.180028861	0.192240427	0.333054891	0.096336167	5.59E-04	5.59E-04	-51976.91775	0	-2600.660552
170000000	-54461.59168	-2502.527311	-51959.06437	0.297464379	2020.699803	62.35231154	1195.344139	0.018988681	8.554985864	0.291612566	0.178452481	0.190531449	0.339403504	0.059299762	5.55E-04	5.55E-04	-51959.06437	0	-2493.000785
170500000	-54650.07224	-2647.116563	-52002.95568	0.316060346	2020.681207	68.54138419	1723.111024	0.018643344	7.705391921	0.294944583	0.182364805	0.187707684	0.334982928	0.081820759	5.11E-04	5.11E-04	-52002.95568	0	-2637.444635
171000000	-54583.83067	-2588.50121	-51995.32947	0.333078688	2020.664189	64.41635124	1141.148436	0.019777668	7.042054035	0.291961642	0.179471756	0.186062907	0.342503695	0.09288236	5.31E-04	5.31E-04	-51995.32947	0	-2579.279676
171500000	-54492.30588	-2518.209777	-51974.0961	0.303441829	2020.693826	63.5359421	1564.674023	0.018078991	8.377782043	0.294563652	0.178692924	0.189245288	0.337498136	0.033822167	5.58E-04	5.58E-04	-51974.0961	0	-2508.542277
172000000	-54508.81173	-2518.675132	-51990.13659	0.322456254	2020.674812	61.02199557	687.4608831	0.020915	7.646730259	0.295644152	0.181207225	0.189783918	0.333364705	0.010575468	5.69E-04	5.69E-04	-51990.13659	0	-2509.89628
172500000	-54504.17095	-2549.352674	-51954.81827	0.34857367	2020.648694	62.28010983	594.8958999	0.022000708	7.520740004	0.293700789	0.179828694	0.190250584	0.336219933	0.089728122	5.58E-04	5.58E-04	-51954.81827	0	-2540.563766
173000000	-54534.35313	-2587.708708	-51946.64442	0.329653683	2020.667614	63.97074638	739.6639043	0.021331633	7.298576221	0.293402209	0.179048744	0.192535176	0.335013871	0.065760858	5.30E-04	5.30E-04	-51946.64442	0	-2578.859918
173500000	-54519.80766	-2571.096956	-51948.7107	0.348592321	2020.648675	63.16850588	617.5820753	0.022076482	6.602492728	0.297081395	0.179000226	0.190007158	0.333911221	0.085645143	5.50E-04	5.50E-04	-51948.7107	0	-2562.497542
174000000	-54461.15004	-2521.898067	-51939.25197	0.304491963	2020.692776	60.13996066	510.5112981	0.022117335	8.120321938	0.291813288	0.180691431	0.19389998	0.333595302	0.057488609	5.67E-04	5.67E-04	-51939.25197	0	-2513.174299
174500000	-54446.77275	-2522.561435	-51924.21132	0.319836668	2020.677431	60.78357008	896.900324	0.020079792	7.478705438	0.295208586	0.178182273	0.19225359	0.334355551	0.146622659	5.67E-04	5.67E-04	-51924.21132	0	-2513.309708
175000000	-54401.20805	-2466.667576	-51934.54047	0.326778294	2020.670489	59.46213078	667.9656321	0.020362391	8.335789865	0.293362254	0.178697055	0.1934403	0.334500391	0.063760738	5.73E-04	5.73E-04	-51934.54047	0	-2457.678016
175500000	-54463.80695	-2490.86131	-51972.94564	0.311750289	2020.685517	60.26091541	602.5184292	0.021207342	7.575467783	0.295699216	0.183660351	0.186704283	0.33393615	0.039540013	5.64E-04	5.64E-04	-51972.94564	0	-2482.163171
176000000	-54530.35079	-2571.939835	-51958.41095	0.324170953	2020.673097	64.30474207	1145.11575	0.019409576	8.205699808	0.293980526	0.178681812	0.1952255	0.332112162	0.038209691	5.61E-04	5.61E-04	-51958.41095	0	-2562.558855
176500000	-54359.72196	-2377.931458	-51981.7905	0.317420498	2020.679847	56.77301512	768.7467585	0.019207002	8.654175483	0.299025163	0.178431735	0.189116662	0.333426441	0.021797377	5.68E-04	5.68E-04	-51981.7905	0	-2368.85569
