# BEAST v${version}${extra_release_tag}
# Generated Thu Jul 30 22:17:20 CEST 2026 [seed=1785442627552]
# -beagle_gpu -beagle_order 1 -overwrite EBOV_DRC_18-20.xml
state	HZ.coefficients1	HZ.coefficients2	HZ.coefficients3	HZ.coefIndicators1	HZ.coefIndicators2	HZ.coefIndicators3	HZ.coefficientsTimesIndicators1	HZ.coefficientsTimesIndicators2	HZ.coefficientsTimesIndicators3
152550000	-0.9803543597107071	0.4719604663872102	-0.9928144524976225	0.0	1.0	1.0	-0.0	0.4719604663872102	-0.9928144524976225
152600000	-2.8739757251321754	0.38384046916166725	-1.1631784756453472	0.0	1.0	1.0	-0.0	0.38384046916166725	-1.1631784756453472
152650000	1.615236010431238	0.34241151125944747	-1.1528643446148525	0.0	1.0	1.0	0.0	0.34241151125944747	-1.1528643446148525
152700000	0.21848680279306454	0.5966751786238216	-1.0827891488769206	0.0	1.0	1.0	0.0	0.5966751786238216	-1.0827891488769206
152750000	1.2916486914736345	0.4442184413191452	-1.0303714966748818	0.0	1.0	1.0	0.0	0.4442184413191452	-1.0303714966748818
152800000	1.3581940519068836	0.3414511072623047	-1.1168432661122774	0.0	1.0	1.0	0.0	0.3414511072623047	-1.1168432661122774
152850000	-2.71042397434131	0.2913895801772606	-1.0293617077270114	0.0	1.0	1.0	-0.0	0.2913895801772606	-1.0293617077270114
152900000	0.6016304762403962	0.5670510840608215	-1.2096128583989842	0.0	1.0	1.0	0.0	0.5670510840608215	-1.2096128583989842
152950000	-0.8576468343610456	0.41962079611527964	-1.1262964678874665	0.0	1.0	1.0	-0.0	0.41962079611527964	-1.1262964678874665
153000000	0.0928023760538516	0.5124945979843865	-1.0781201674789875	1.0	1.0	1.0	0.0928023760538516	0.5124945979843865	-1.0781201674789875
153050000	0.3202163280238619	4.088892035855777	-1.360921182568091	0.0	0.0	1.0	0.0	0.0	-1.360921182568091
153100000	2.7386565589434317	0.5034559711276972	-1.1309394395815375	0.0	1.0	1.0	0.0	0.5034559711276972	-1.1309394395815375
153150000	-0.19842887610499255	0.3241145934893039	-1.2242026402750423	0.0	1.0	1.0	-0.0	0.3241145934893039	-1.2242026402750423
153200000	-2.055075036932824	0.4143561183086236	-1.0423401511830321	0.0	1.0	1.0	-0.0	0.4143561183086236	-1.0423401511830321
153250000	-1.316977426192766	0.34531934578935225	-1.0744115682281858	0.0	1.0	1.0	-0.0	0.34531934578935225	-1.0744115682281858
153300000	-1.2289673007831614	0.49337881286846375	-0.9705317215619897	0.0	1.0	1.0	-0.0	0.49337881286846375	-0.9705317215619897
153350000	-2.194014445822979	0.43201987201845804	-0.9603524551414653	0.0	1.0	1.0	-0.0	0.43201987201845804	-0.9603524551414653
153400000	0.8361298308155141	0.3770633574222493	-1.1744142093941043	0.0	1.0	1.0	0.0	0.3770633574222493	-1.1744142093941043
153450000	-0.658222102150341	0.2580043315074452	-1.0781467444106934	0.0	1.0	1.0	-0.0	0.2580043315074452	-1.0781467444106934
153500000	-3.2794096345384007	0.3922783797653964	-1.062357822605075	0.0	1.0	1.0	-0.0	0.3922783797653964	-1.062357822605075
153550000	-5.294803085234659	0.3808975326144956	-1.1257242359241582	0.0	1.0	1.0	-0.0	0.3808975326144956	-1.1257242359241582
153600000	-1.0287363824174602	0.4143624736748859	-1.167882512946349	0.0	1.0	1.0	-0.0	0.4143624736748859	-1.167882512946349
153650000	-3.201827450146363	0.29947129074040507	-1.009877439216871	0.0	1.0	1.0	-0.0	0.29947129074040507	-1.009877439216871
153700000	-0.24568597351746596	0.38510953791252667	-1.0512559993011692	0.0	1.0	1.0	-0.0	0.38510953791252667	-1.0512559993011692
153750000	-4.044779901355569	0.6200748294401282	-0.9078290263756442	0.0	1.0	1.0	-0.0	0.6200748294401282	-0.9078290263756442
153800000	-0.307551621588152	0.3208712311922713	-0.9888543693490497	0.0	1.0	1.0	-0.0	0.3208712311922713	-0.9888543693490497
153850000	-1.9387815535604616	0.4277059764500059	-1.1363489797499438	0.0	1.0	1.0	-0.0	0.4277059764500059	-1.1363489797499438
153900000	-1.0629053393486552	0.48285975302328416	-1.0508400112019696	0.0	1.0	1.0	-0.0	0.48285975302328416	-1.0508400112019696
153950000	0.7921030560944459	0.2801377898691512	-1.2053910325877701	0.0	1.0	1.0	0.0	0.2801377898691512	-1.2053910325877701
154000000	-0.9351240122912317	0.4649833487067916	-1.1150216271733249	0.0	0.0	1.0	-0.0	0.0	-1.1150216271733249
154050000	-1.6538267530273583	0.44337017349593033	-1.077741882018926	0.0	1.0	1.0	-0.0	0.44337017349593033	-1.077741882018926
154100000	-0.3915155928769579	0.26217536916357753	-0.9760835001119365	0.0	1.0	1.0	-0.0	0.26217536916357753	-0.9760835001119365
154150000	3.8942567540937474	0.4511288045765238	-1.0170699987864265	0.0	1.0	1.0	0.0	0.4511288045765238	-1.0170699987864265
154200000	2.981376548591538	0.28631388948662645	-1.0590669169371012	0.0	1.0	1.0	0.0	0.28631388948662645	-1.0590669169371012
154250000	-1.2883265383695368	-4.127885238203145	-1.238524937362161	0.0	0.0	1.0	-0.0	-0.0	-1.238524937362161
154300000	0.3476395519802341	0.4320827668324145	-1.2066291574230472	0.0	1.0	1.0	0.0	0.4320827668324145	-1.2066291574230472
154350000	0.8808056933376167	0.15922838992219027	-1.0394295529312674	0.0	1.0	1.0	0.0	0.15922838992219027	-1.0394295529312674
154400000	0.5091054906584009	0.5387085081703893	-1.1366386583020336	0.0	1.0	1.0	0.0	0.5387085081703893	-1.1366386583020336
154450000	-1.1163221310964793	0.35809636534396827	-1.1867966928800697	0.0	1.0	1.0	-0.0	0.35809636534396827	-1.1867966928800697
154500000	-1.0397055058200912	1.3183234656795868	-1.110637671593179	0.0	0.0	1.0	-0.0	0.0	-1.110637671593179
154550000	1.397133888926503	0.44767162092152135	-1.0520752091949148	0.0	1.0	1.0	0.0	0.44767162092152135	-1.0520752091949148
154600000	-3.1936926516479005	3.068837247217557	-1.1525375099089876	0.0	0.0	1.0	-0.0	0.0	-1.1525375099089876
154650000	0.004289062010861385	0.3804965128974571	-1.2447332822774897	1.0	1.0	1.0	0.004289062010861385	0.3804965128974571	-1.2447332822774897
154700000	-1.7479953459723254	0.32103062827992873	-1.0314780588378882	0.0	1.0	1.0	-0.0	0.32103062827992873	-1.0314780588378882
154750000	-3.698292230928205	0.4002781867947941	-1.0397537238587005	0.0	1.0	1.0	-0.0	0.4002781867947941	-1.0397537238587005
154800000	1.215161548421166	2.520461087562096	-1.1956876851547489	0.0	0.0	1.0	0.0	0.0	-1.1956876851547489
154850000	-0.5577053597979607	-1.3398552516903877	-1.1835304522627659	0.0	0.0	1.0	-0.0	-0.0	-1.1835304522627659
154900000	-1.7521631358328478	0.3833725445563278	-0.9289895088942245	0.0	1.0	1.0	-0.0	0.3833725445563278	-0.9289895088942245
154950000	1.9941991023123364	0.4808281063799878	-1.1370610411292077	0.0	1.0	1.0	0.0	0.4808281063799878	-1.1370610411292077
155000000	2.1315238104718266	0.44641658299339565	-1.1163161460502222	0.0	1.0	1.0	0.0	0.44641658299339565	-1.1163161460502222
155050000	-0.3746350155373106	1.5074099969382775	-1.2081842762926303	0.0	0.0	1.0	-0.0	0.0	-1.2081842762926303
155100000	-1.6454419179996664	0.4051007725085967	-0.9898170370213681	0.0	1.0	1.0	-0.0	0.4051007725085967	-0.9898170370213681
155150000	-1.856255585230864	0.6519434207696052	-1.1016130964084465	0.0	1.0	1.0	-0.0	0.6519434207696052	-1.1016130964084465
155200000	4.180703951107572	0.35467975956175907	-1.0345528414590643	0.0	1.0	1.0	0.0	0.35467975956175907	-1.0345528414590643
155250000	-1.831929071926569	0.538649064964098	-1.0811730143644962	0.0	1.0	1.0	-0.0	0.538649064964098	-1.0811730143644962
155300000	1.729931895827912	0.4283355529474388	-1.172778620889509	0.0	1.0	1.0	0.0	0.4283355529474388	-1.172778620889509
155350000	0.6898530009607332	3.2622056518088645	-1.082423412874797	0.0	0.0	1.0	0.0	0.0	-1.082423412874797
155400000	0.07192182591026364	0.36274335048551737	-1.1082556696391401	0.0	1.0	1.0	0.0	0.36274335048551737	-1.1082556696391401
155450000	0.0929054311435497	0.2944361630080378	-0.9718658499319227	1.0	1.0	1.0	0.0929054311435497	0.2944361630080378	-0.9718658499319227
155500000	0.25467417661577374	0.5641336437404264	-0.9897616041105285	0.0	1.0	1.0	0.0	0.5641336437404264	-0.9897616041105285
155550000	-0.619531068265177	0.33529980287206707	-0.9771572831581804	0.0	1.0	1.0	-0.0	0.33529980287206707	-0.9771572831581804
155600000	1.4701869444491287	0.41637185515967123	-1.0997051897913954	0.0	1.0	1.0	0.0	0.41637185515967123	-1.0997051897913954
155650000	0.4409968419661024	0.5227736893526682	-1.0811038845933807	0.0	1.0	1.0	0.0	0.5227736893526682	-1.0811038845933807
155700000	-3.3652517673670634	0.5018110883718133	-1.0540890408521792	0.0	1.0	1.0	-0.0	0.5018110883718133	-1.0540890408521792
155750000	-0.9434379191526034	0.29970834956732884	-1.170156533983084	0.0	1.0	1.0	-0.0	0.29970834956732884	-1.170156533983084
155800000	-2.5729214993115224	0.41736098501132246	-1.0690049183682482	0.0	1.0	1.0	-0.0	0.41736098501132246	-1.0690049183682482
155850000	3.57841690637204	0.2891103378960437	-1.0701687402930506	0.0	1.0	1.0	0.0	0.2891103378960437	-1.0701687402930506
155900000	-0.8461465022472334	0.4689275276600334	-1.0328382512921268	0.0	1.0	1.0	-0.0	0.4689275276600334	-1.0328382512921268
155950000	0.6601817863532917	0.3687231336610294	-1.1987201351483692	0.0	1.0	1.0	0.0	0.3687231336610294	-1.1987201351483692
156000000	0.4688544042820124	0.41595028954201335	-1.080372693668195	0.0	1.0	1.0	0.0	0.41595028954201335	-1.080372693668195
156050000	1.5121199892808865	0.5244942639613569	-0.9268368730630956	0.0	1.0	1.0	0.0	0.5244942639613569	-0.9268368730630956
156100000	2.5014774476097763	0.4885667164603103	-0.8349476963767276	0.0	1.0	1.0	0.0	0.4885667164603103	-0.8349476963767276
156150000	-1.241411787652336	0.5458613152132628	-1.0809616688559567	0.0	1.0	1.0	-0.0	0.5458613152132628	-1.0809616688559567
156200000	-1.2378749215837264	0.3675387224846433	-1.0807738248743692	0.0	1.0	1.0	-0.0	0.3675387224846433	-1.0807738248743692
156250000	-0.3993382032003864	0.40086133031554777	-1.0746075241572026	0.0	1.0	1.0	-0.0	0.40086133031554777	-1.0746075241572026
156300000	1.3520772555157252	0.29054080466392324	-1.0247920752006787	0.0	1.0	1.0	0.0	0.29054080466392324	-1.0247920752006787
156350000	2.329059911428461	0.3330865005259064	-1.1102518918042188	0.0	1.0	1.0	0.0	0.3330865005259064	-1.1102518918042188
156400000	-2.7201589984793744	0.35573340600149744	-0.988775398677345	0.0	1.0	1.0	-0.0	0.35573340600149744	-0.988775398677345
156450000	1.711451344695761	0.2611488503168505	-1.0201486455159587	0.0	1.0	1.0	0.0	0.2611488503168505	-1.0201486455159587
156500000	-0.23274847368949692	0.5171531072672574	-1.1045252588622467	0.0	1.0	1.0	-0.0	0.5171531072672574	-1.1045252588622467
156550000	0.21223220573366502	0.300401682734069	-1.0939981819710216	0.0	1.0	1.0	0.0	0.300401682734069	-1.0939981819710216
156600000	0.7666044845740796	-2.4882912567150517	-1.2070135302883953	0.0	0.0	1.0	0.0	-0.0	-1.2070135302883953
156650000	1.6930341271355545	0.4167934190849772	-1.0238455532395563	0.0	1.0	1.0	0.0	0.4167934190849772	-1.0238455532395563
156700000	0.8187919952538381	0.23282061710518218	-1.0312765242718809	0.0	1.0	1.0	0.0	0.23282061710518218	-1.0312765242718809
156750000	1.3856000263082058	0.31394183116792285	-1.133827954417982	0.0	1.0	1.0	0.0	0.31394183116792285	-1.133827954417982
156800000	0.5163421370254571	0.31462073791486267	-1.1873338859933311	0.0	1.0	1.0	0.0	0.31462073791486267	-1.1873338859933311
156850000	0.3509410701100763	0.44093194097603333	-1.107268810785563	0.0	1.0	1.0	0.0	0.44093194097603333	-1.107268810785563
156900000	0.8563714119534283	0.30148837937748524	-1.115113277214235	0.0	1.0	1.0	0.0	0.30148837937748524	-1.115113277214235
156950000	-0.3940466832813073	0.34311793509682803	-1.1652988326476994	0.0	1.0	1.0	-0.0	0.34311793509682803	-1.1652988326476994
157000000	0.15266648590330004	0.3375315213379535	-0.9883842969752551	1.0	1.0	1.0	0.15266648590330004	0.3375315213379535	-0.9883842969752551
157050000	-0.31567678891988304	0.13321067633108832	-1.198337482544009	0.0	1.0	1.0	-0.0	0.13321067633108832	-1.198337482544009
157100000	3.4608919905712	-2.3712584140287287	-1.1461845868000136	0.0	0.0	1.0	0.0	-0.0	-1.1461845868000136
157150000	-1.514475142058238	0.2838819984582219	-1.121351259310329	0.0	1.0	1.0	-0.0	0.2838819984582219	-1.121351259310329
157200000	1.7827277770255472	0.2772142982949252	-1.1594586216204512	0.0	1.0	1.0	0.0	0.2772142982949252	-1.1594586216204512
157250000	1.096693373833166	0.40865232350889963	-1.0804933141157622	0.0	1.0	1.0	0.0	0.40865232350889963	-1.0804933141157622
157300000	3.1948984631603046	0.4776479601483159	-1.0121222309375273	0.0	1.0	1.0	0.0	0.4776479601483159	-1.0121222309375273
157350000	-0.3910277748821822	0.3555831370338702	-1.089569123253483	0.0	1.0	1.0	-0.0	0.3555831370338702	-1.089569123253483
157400000	0.2555492547491791	0.3865674329587559	-1.0278280199426988	0.0	1.0	1.0	0.0	0.3865674329587559	-1.0278280199426988
157450000	2.610015677448108	0.28217507925631036	-1.196522901174598	0.0	1.0	1.0	0.0	0.28217507925631036	-1.196522901174598
157500000	2.6219748605294546	0.6878945951515892	-1.086803154190046	0.0	0.0	1.0	0.0	0.0	-1.086803154190046
157550000	-1.0289270344981678	0.29561288358799964	-1.1768926756225033	0.0	1.0	1.0	-0.0	0.29561288358799964	-1.1768926756225033
157600000	1.2416040370211014	0.39455799840568695	-1.0696409751602656	0.0	1.0	1.0	0.0	0.39455799840568695	-1.0696409751602656
157650000	1.643902268104003	0.36918763096645657	-0.8429562909741966	0.0	1.0	1.0	0.0	0.36918763096645657	-0.8429562909741966
157700000	1.5604014927746437	0.509599999623387	-1.0487357866810405	0.0	1.0	1.0	0.0	0.509599999623387	-1.0487357866810405
157750000	0.3839696633542785	0.5111996958114212	-1.0862778221670075	0.0	1.0	1.0	0.0	0.5111996958114212	-1.0862778221670075
157800000	0.08408624290672728	0.33925491611352143	-1.1425708347527146	0.0	1.0	1.0	0.0	0.33925491611352143	-1.1425708347527146
157850000	2.970470989287918	0.5017705780676927	-1.138735986055091	0.0	1.0	1.0	0.0	0.5017705780676927	-1.138735986055091
157900000	2.9702115936445694	0.4143646106251569	-1.0772520628075535	0.0	1.0	1.0	0.0	0.4143646106251569	-1.0772520628075535
157950000	0.06545041445047557	-2.703935941668202	-1.2276116025938952	0.0	0.0	1.0	0.0	-0.0	-1.2276116025938952
158000000	-2.0429534126411997	0.4898987603245214	-1.0849252571135035	0.0	1.0	1.0	-0.0	0.4898987603245214	-1.0849252571135035
158050000	-0.5802455971694432	0.48986248548726774	-1.1628761640020242	0.0	1.0	1.0	-0.0	0.48986248548726774	-1.1628761640020242
158100000	-1.3148487371243647	0.45057279963986885	-1.144357579200414	0.0	1.0	1.0	-0.0	0.45057279963986885	-1.144357579200414
158150000	-1.35961979617523	0.3777880446251998	-1.1116223190694858	0.0	1.0	1.0	-0.0	0.3777880446251998	-1.1116223190694858
158200000	-2.2875732303086944	0.3529965932985067	-1.1386311395813238	0.0	1.0	1.0	-0.0	0.3529965932985067	-1.1386311395813238
158250000	-0.3609962465545333	0.3403736150557851	-1.157760171045881	0.0	1.0	1.0	-0.0	0.3403736150557851	-1.157760171045881
158300000	1.5774287247256011	0.21615925473169698	-1.2128290108144097	0.0	1.0	1.0	0.0	0.21615925473169698	-1.2128290108144097
158350000	-1.9506821125540112	0.26879351578522953	-1.1308070536660473	0.0	1.0	1.0	-0.0	0.26879351578522953	-1.1308070536660473
158400000	-0.1728605520668638	0.26275215328851936	-1.06772656117285	0.0	1.0	1.0	-0.0	0.26275215328851936	-1.06772656117285
158450000	0.21691776445871808	0.3960544602010347	-1.0038234276022293	1.0	1.0	1.0	0.21691776445871808	0.3960544602010347	-1.0038234276022293
158500000	-2.4772037963103566	0.36793944915444654	-1.0742490103745908	0.0	1.0	1.0	-0.0	0.36793944915444654	-1.0742490103745908
158550000	-1.4181153872572774	0.21542780828965544	-1.1136742712279881	0.0	1.0	1.0	-0.0	0.21542780828965544	-1.1136742712279881
158600000	3.696049348873139	0.2218320504565018	-1.1466670461973756	0.0	1.0	1.0	0.0	0.2218320504565018	-1.1466670461973756
158650000	-2.200060987679224	0.4675819091920338	-1.246114324400956	0.0	1.0	1.0	-0.0	0.4675819091920338	-1.246114324400956
158700000	0.005451970755625535	0.14358210838837127	-1.1488411268532035	0.0	1.0	1.0	0.0	0.14358210838837127	-1.1488411268532035
158750000	-2.017507979294047	0.23928694616911442	-1.089072756453894	0.0	1.0	1.0	-0.0	0.23928694616911442	-1.089072756453894
158800000	4.151174707925838	0.3418665215275013	-0.9948882174999947	0.0	1.0	1.0	0.0	0.3418665215275013	-0.9948882174999947
158850000	-1.0326670926904578	0.4333580310784497	-0.9325782776822164	0.0	1.0	1.0	-0.0	0.4333580310784497	-0.9325782776822164
158900000	-1.4963647622654144	-2.946028112261652	-1.1005790871396526	0.0	0.0	1.0	-0.0	-0.0	-1.1005790871396526
158950000	0.04559401374695243	0.49237502275314304	-1.0449912184700054	0.0	1.0	1.0	0.0	0.49237502275314304	-1.0449912184700054
159000000	-0.7968245501128506	0.34465574669489174	-1.0961644756389732	0.0	1.0	1.0	-0.0	0.34465574669489174	-1.0961644756389732
159050000	-0.20763894408032843	0.6682598977425862	-1.0213521008561557	0.0	1.0	1.0	-0.0	0.6682598977425862	-1.0213521008561557
159100000	-1.8578190050675891	0.12558350571574273	-1.0357821856535834	0.0	1.0	1.0	-0.0	0.12558350571574273	-1.0357821856535834
159150000	-0.10039820907438125	0.44439851058597923	-1.1082624189116428	0.0	1.0	1.0	-0.0	0.44439851058597923	-1.1082624189116428
159200000	4.887240772401629	2.723267302987989	-1.2578940152657045	0.0	0.0	1.0	0.0	0.0	-1.2578940152657045
159250000	1.2132336634378957	0.424283295263183	-1.190183931966736	0.0	1.0	1.0	0.0	0.424283295263183	-1.190183931966736
159300000	2.510956276029158	0.43475392291359327	-0.9813060761033464	0.0	1.0	1.0	0.0	0.43475392291359327	-0.9813060761033464
159350000	2.9652637699832027	0.3829630465089262	-0.9259154076967574	0.0	1.0	1.0	0.0	0.3829630465089262	-0.9259154076967574
159400000	-0.9191321351078482	0.3179797430941439	-1.0491561021998517	0.0	1.0	1.0	-0.0	0.3179797430941439	-1.0491561021998517
159450000	2.0196830806417045	0.20632528523544966	-1.0433646506652385	0.0	1.0	1.0	0.0	0.20632528523544966	-1.0433646506652385
159500000	2.499121266870207	0.362245541297591	-1.053678251744934	0.0	1.0	1.0	0.0	0.362245541297591	-1.053678251744934
159550000	-1.4041836329967166	0.39951347934524645	-1.1637349323668067	0.0	1.0	1.0	-0.0	0.39951347934524645	-1.1637349323668067
159600000	-0.16591434130877003	0.3515804867651592	-1.0584289038230577	0.0	1.0	1.0	-0.0	0.3515804867651592	-1.0584289038230577
159650000	-4.810548749757665	0.5016761268599439	-1.1401357958862732	0.0	1.0	1.0	-0.0	0.5016761268599439	-1.1401357958862732
159700000	0.33775214276031734	0.27829946891337987	-1.018687849060471	0.0	1.0	1.0	0.0	0.27829946891337987	-1.018687849060471
159750000	-6.144837598976325	0.2852136175758559	-1.0185788380429215	0.0	1.0	1.0	-0.0	0.2852136175758559	-1.0185788380429215
159800000	-0.09088215519813969	0.5352538930095414	-0.9428912585127724	0.0	1.0	1.0	-0.0	0.5352538930095414	-0.9428912585127724
159850000	2.4307483957270803	0.2534969561614016	-1.1591924743590236	0.0	1.0	1.0	0.0	0.2534969561614016	-1.1591924743590236
159900000	-0.15926773802483568	-1.2736202012638056	-1.2071920699962795	0.0	0.0	1.0	-0.0	-0.0	-1.2071920699962795
159950000	0.5968311646145047	0.4475476293786384	-1.12461646940079	0.0	1.0	1.0	0.0	0.4475476293786384	-1.12461646940079
160000000	3.6411683641854053	0.28495090393400463	-0.9485483956919112	0.0	1.0	1.0	0.0	0.28495090393400463	-0.9485483956919112
160050000	-1.1507774992387034	0.28479729676008114	-1.0255957240571574	0.0	1.0	1.0	-0.0	0.28479729676008114	-1.0255957240571574
160100000	2.21351185354635	0.42620447022419994	-1.0592158770933282	0.0	1.0	1.0	0.0	0.42620447022419994	-1.0592158770933282
160150000	0.912157617721174	0.4781018870532074	-1.1424845842200306	0.0	1.0	1.0	0.0	0.4781018870532074	-1.1424845842200306
160200000	-0.5986350177587395	0.3923312073488121	-1.123279166149308	0.0	1.0	1.0	-0.0	0.3923312073488121	-1.123279166149308
160250000	-1.3185457919132249	0.3876431483221142	-1.0093427135256559	0.0	1.0	1.0	-0.0	0.3876431483221142	-1.0093427135256559
160300000	-3.0157775328330376	0.2956853858919376	-1.0833969552965421	0.0	1.0	1.0	-0.0	0.2956853858919376	-1.0833969552965421
160350000	2.355479517754369	0.2880784679906289	-1.0202606964130614	0.0	1.0	1.0	0.0	0.2880784679906289	-1.0202606964130614
160400000	1.7503925444375432	0.49958631959969596	-1.1072558086557958	0.0	1.0	1.0	0.0	0.49958631959969596	-1.1072558086557958
160450000	0.18916071317424837	0.3853231489949074	-1.1272325324676469	0.0	1.0	1.0	0.0	0.3853231489949074	-1.1272325324676469
160500000	0.7095155800528048	0.28808086718328535	-1.084603936366517	0.0	1.0	1.0	0.0	0.28808086718328535	-1.084603936366517
160550000	0.10202326649157399	0.5252932191354635	-1.0603710604224943	1.0	1.0	1.0	0.10202326649157399	0.5252932191354635	-1.0603710604224943
160600000	0.07620761984502551	0.33945789815331484	-1.1017891975064316	1.0	1.0	1.0	0.07620761984502551	0.33945789815331484	-1.1017891975064316
160650000	1.5575968849210229	0.4793930128107946	-1.2275595572109355	0.0	1.0	1.0	0.0	0.4793930128107946	-1.2275595572109355
160700000	2.4672537681859574	0.14344160343514892	-1.1869065573648452	0.0	1.0	1.0	0.0	0.14344160343514892	-1.1869065573648452
160750000	0.7565595196365187	0.562026962517455	-1.129816281933919	0.0	1.0	1.0	0.0	0.562026962517455	-1.129816281933919
160800000	1.1501409991962273	1.7448514603030219	-1.316631784677006	0.0	0.0	1.0	0.0	0.0	-1.316631784677006
160850000	0.09838442769837398	0.3753950607452829	-1.1339214955965424	1.0	1.0	1.0	0.09838442769837398	0.3753950607452829	-1.1339214955965424
160900000	0.35406139721391905	0.4462491037598764	-1.0326353617905142	0.0	1.0	1.0	0.0	0.4462491037598764	-1.0326353617905142
160950000	2.794853107130351	0.34969381439325814	-1.006527542318669	0.0	1.0	1.0	0.0	0.34969381439325814	-1.006527542318669
161000000	-0.21622281520193523	0.33475667745726184	-1.1979417762496036	0.0	1.0	1.0	-0.0	0.33475667745726184	-1.1979417762496036
161050000	0.31412597338276604	0.37289026986760426	-0.9449401046533057	0.0	1.0	1.0	0.0	0.37289026986760426	-0.9449401046533057
161100000	-0.7511193899399249	0.23794555085017588	-1.1778505394593402	0.0	1.0	1.0	-0.0	0.23794555085017588	-1.1778505394593402
161150000	1.0706962713388877	0.34990083232161284	-1.2172928883911778	0.0	1.0	1.0	0.0	0.34990083232161284	-1.2172928883911778
161200000	-0.05247063392699689	0.45111055255785704	-0.9700558885129055	0.0	1.0	1.0	-0.0	0.45111055255785704	-0.9700558885129055
161250000	-2.449071898948736	0.5426468515965059	-1.0679031201308797	0.0	1.0	1.0	-0.0	0.5426468515965059	-1.0679031201308797
161300000	-0.7238060108802302	0.32100089158438444	-1.0245632078998483	0.0	1.0	1.0	-0.0	0.32100089158438444	-1.0245632078998483
161350000	0.6716787503424042	0.275314102329119	-1.0541035596439816	0.0	1.0	1.0	0.0	0.275314102329119	-1.0541035596439816
161400000	-1.8470577236320629	0.4791156750583106	-1.1739061088401588	0.0	1.0	1.0	-0.0	0.4791156750583106	-1.1739061088401588
161450000	-0.3442275884031908	0.21928488461718668	-0.9612699543510905	0.0	1.0	1.0	-0.0	0.21928488461718668	-0.9612699543510905
161500000	-0.8972344288888592	0.3427978119605753	-1.164971267685783	0.0	1.0	1.0	-0.0	0.3427978119605753	-1.164971267685783
161550000	-0.5576110372207036	0.4374597634724291	-1.1462223263659144	0.0	1.0	1.0	-0.0	0.4374597634724291	-1.1462223263659144
161600000	-1.3636465271897305	0.42307116268234163	-1.1639190608799366	0.0	1.0	1.0	-0.0	0.42307116268234163	-1.1639190608799366
161650000	-0.4538451385870299	0.4345804779237627	-1.1775993969639178	0.0	1.0	1.0	-0.0	0.4345804779237627	-1.1775993969639178
161700000	3.210648991591407	0.22587771065858786	-1.146617203331818	0.0	1.0	1.0	0.0	0.22587771065858786	-1.146617203331818
161750000	-2.4377577583490875	0.2577528221719817	-1.203657074326145	0.0	1.0	1.0	-0.0	0.2577528221719817	-1.203657074326145
161800000	-2.083281366331987	0.600655840947095	-1.108776404210318	0.0	1.0	1.0	-0.0	0.600655840947095	-1.108776404210318
161850000	-2.591613019263235	0.6717498979844945	-1.0409629320757479	0.0	1.0	1.0	-0.0	0.6717498979844945	-1.0409629320757479
161900000	0.6754126519777192	0.6333728436743067	-0.9736823850391015	0.0	1.0	1.0	0.0	0.6333728436743067	-0.9736823850391015
161950000	1.381153233869331	0.3242562732378892	-1.2070823327814857	0.0	1.0	1.0	0.0	0.3242562732378892	-1.2070823327814857
162000000	1.3481684301407721	0.28405528105468414	-1.0738529678089301	0.0	1.0	1.0	0.0	0.28405528105468414	-1.0738529678089301
162050000	-0.058911328412385104	0.5236480330572667	-1.1621341213568874	0.0	1.0	1.0	-0.0	0.5236480330572667	-1.1621341213568874
162100000	-1.7628239791129448	0.5676157586036634	-1.2925320063530317	0.0	0.0	1.0	-0.0	0.0	-1.2925320063530317
162150000	-0.5649172254144947	0.2963402778642146	-1.0521984185083442	0.0	1.0	1.0	-0.0	0.2963402778642146	-1.0521984185083442
162200000	0.954724217202267	0.40609537663149875	-1.1002089667443178	0.0	1.0	1.0	0.0	0.40609537663149875	-1.1002089667443178
162250000	-0.5080604654560293	0.3508972756195807	-1.0610145038335814	0.0	1.0	1.0	-0.0	0.3508972756195807	-1.0610145038335814
162300000	0.31538987842315225	1.3640009926046037	-1.1999492405251544	0.0	0.0	1.0	0.0	0.0	-1.1999492405251544
162350000	5.310357338713513	0.3223696674005072	-1.1500082372209501	0.0	1.0	1.0	0.0	0.3223696674005072	-1.1500082372209501
162400000	3.0701521476558016	0.42531562410627344	-1.0798259396295147	0.0	1.0	1.0	0.0	0.42531562410627344	-1.0798259396295147
162450000	1.6245612091580546	0.19599484564782133	-1.0500537720580898	0.0	1.0	1.0	0.0	0.19599484564782133	-1.0500537720580898
162500000	1.806957501733264	-1.5979582117502245	-1.2473007361208128	0.0	0.0	1.0	0.0	-0.0	-1.2473007361208128
162550000	1.6002695019575273	0.2764877687767453	-0.9188466496717974	0.0	1.0	1.0	0.0	0.2764877687767453	-0.9188466496717974
162600000	2.6211674536015486	0.47678335039271325	-0.9465320341535575	0.0	1.0	1.0	0.0	0.47678335039271325	-0.9465320341535575
162650000	1.0110844232378489	0.36722301996658824	-0.9815681708297185	0.0	1.0	1.0	0.0	0.36722301996658824	-0.9815681708297185
162700000	-1.7834610780007263	0.33954843675309004	-1.1075208876171676	0.0	1.0	1.0	-0.0	0.33954843675309004	-1.1075208876171676
162750000	3.8245946309383054	0.526753160282102	-1.1195927462133033	0.0	1.0	1.0	0.0	0.526753160282102	-1.1195927462133033
