# BEAST v${version}${extra_release_tag}
# Generated Thu Jul 30 22:17:20 CEST 2026 [seed=1785442627552]
# -beagle_gpu -beagle_order 1 -overwrite EBOV_DRC_18-20.xml
state	HZ.coefficients1	HZ.coefficients2	HZ.coefficients3	HZ.coefIndicators1	HZ.coefIndicators2	HZ.coefIndicators3	HZ.coefficientsTimesIndicators1	HZ.coefficientsTimesIndicators2	HZ.coefficientsTimesIndicators3
36800000	0.1633193615426724	0.3514754961013754	-1.0997526338657986	0.0	1.0	1.0	0.0	0.3514754961013754	-1.0997526338657986
36850000	1.5839439405697757	0.389956784451745	-1.1420289590695991	0.0	1.0	1.0	0.0	0.389956784451745	-1.1420289590695991
36900000	-2.7237146664931386	0.36644535742960993	-0.9170267321038665	0.0	1.0	1.0	-0.0	0.36644535742960993	-0.9170267321038665
36950000	-1.8686727681840272	0.41996590121821964	-1.073240551973118	0.0	1.0	1.0	-0.0	0.41996590121821964	-1.073240551973118
37000000	0.9814122079370455	0.8696956515911356	-1.2397739147179239	0.0	0.0	1.0	0.0	0.0	-1.2397739147179239
37050000	-1.5089541776699622	0.39421410387690264	-1.1009724033182653	0.0	1.0	1.0	-0.0	0.39421410387690264	-1.1009724033182653
37100000	0.27302027138005336	0.31573335668122093	-1.0275714684938753	1.0	1.0	1.0	0.27302027138005336	0.31573335668122093	-1.0275714684938753
37150000	0.5547293381273666	0.43421351995209145	-1.0543861127041492	0.0	1.0	1.0	0.0	0.43421351995209145	-1.0543861127041492
37200000	2.0873444908521415	0.32816685666239065	-1.1775700487656031	0.0	1.0	1.0	0.0	0.32816685666239065	-1.1775700487656031
37250000	-0.8376886434957915	0.44657699477683915	-1.0602196829315715	0.0	1.0	1.0	-0.0	0.44657699477683915	-1.0602196829315715
37300000	0.519212606104297	0.44423287361456554	-1.0005263457700426	0.0	1.0	1.0	0.0	0.44423287361456554	-1.0005263457700426
37350000	-0.4247873440214093	-0.9411879465973677	-1.2347068951154847	0.0	0.0	1.0	-0.0	-0.0	-1.2347068951154847
37400000	1.5492194199827942	0.4795614553716432	-0.8875879410506615	0.0	1.0	1.0	0.0	0.4795614553716432	-0.8875879410506615
37450000	-1.90454040551959	0.4301721852654535	-0.9894612605886928	0.0	1.0	1.0	-0.0	0.4301721852654535	-0.9894612605886928
37500000	1.3370067088712927	0.6543818854588568	-1.0912224874517984	0.0	1.0	1.0	0.0	0.6543818854588568	-1.0912224874517984
37550000	2.2330058208537924	0.3782154450718631	-1.050492477651575	0.0	1.0	1.0	0.0	0.3782154450718631	-1.050492477651575
37600000	1.2691559926536726	0.3489978960329359	-0.9245124653704203	0.0	1.0	1.0	0.0	0.3489978960329359	-0.9245124653704203
37650000	-0.5474444421233116	0.17812703134956492	-1.2177103448911544	0.0	1.0	1.0	-0.0	0.17812703134956492	-1.2177103448911544
37700000	1.984125953250024	0.37477423019185035	-1.2639291629032143	0.0	1.0	1.0	0.0	0.37477423019185035	-1.2639291629032143
37750000	-0.20538966988995547	0.46859592336827505	-1.1189215881375598	0.0	1.0	1.0	-0.0	0.46859592336827505	-1.1189215881375598
37800000	0.9106495574916869	0.4995748532163373	-1.04144300959752	0.0	1.0	1.0	0.0	0.4995748532163373	-1.04144300959752
37850000	-1.484662611107647	0.4370251872013388	-1.168356847222869	0.0	1.0	1.0	-0.0	0.4370251872013388	-1.168356847222869
37900000	-1.5958086724348333	0.44509005655207395	-1.1014299420584404	0.0	1.0	1.0	-0.0	0.44509005655207395	-1.1014299420584404
37950000	-8.790498114038073	0.5060451563465227	-0.937948063611981	0.0	1.0	1.0	-0.0	0.5060451563465227	-0.937948063611981
38000000	0.41414517680232976	0.5144450204613619	-0.8983986894524807	0.0	1.0	1.0	0.0	0.5144450204613619	-0.8983986894524807
38050000	-0.41129677165655343	0.2575342269950523	-1.0966651282655466	0.0	1.0	1.0	-0.0	0.2575342269950523	-1.0966651282655466
38100000	-0.20155916043199973	0.4082784760521167	-0.9714665893490815	0.0	1.0	1.0	-0.0	0.4082784760521167	-0.9714665893490815
38150000	0.9507380391883216	0.4474369444452702	-1.1759479355138907	0.0	1.0	1.0	0.0	0.4474369444452702	-1.1759479355138907
38200000	0.2023230117400515	0.3895744836799851	-1.025152435956083	0.0	1.0	1.0	0.0	0.3895744836799851	-1.025152435956083
38250000	1.1009921006591474	0.41729032374175956	-1.0930621496578807	0.0	1.0	1.0	0.0	0.41729032374175956	-1.0930621496578807
38300000	1.9969255764756886	0.3805092313928194	-1.1897231722799568	0.0	1.0	1.0	0.0	0.3805092313928194	-1.1897231722799568
38350000	0.558563827311933	0.3012704552539999	-1.1720321590349547	0.0	1.0	1.0	0.0	0.3012704552539999	-1.1720321590349547
38400000	0.2803358006982362	0.5867565948869041	-0.9543246679755086	0.0	1.0	1.0	0.0	0.5867565948869041	-0.9543246679755086
38450000	2.2077965368998984	0.292471852913459	-1.2300415393467552	0.0	1.0	1.0	0.0	0.292471852913459	-1.2300415393467552
38500000	-1.069108596436276	0.3539797265640032	-1.0913165049084121	0.0	1.0	1.0	-0.0	0.3539797265640032	-1.0913165049084121
38550000	-4.20848977414391	0.4861771931527767	-1.0179910419484237	0.0	1.0	1.0	-0.0	0.4861771931527767	-1.0179910419484237
38600000	1.0174615594304472	0.2731789847635463	-1.2255090693105521	0.0	1.0	1.0	0.0	0.2731789847635463	-1.2255090693105521
38650000	-2.8871900244708506	0.4534437111827782	-1.080479812268294	0.0	1.0	1.0	-0.0	0.4534437111827782	-1.080479812268294
38700000	-1.2301577825347485	0.30450062052234916	-1.1668039099503	0.0	1.0	1.0	-0.0	0.30450062052234916	-1.1668039099503
38750000	2.2651625090159264	0.43778237344956594	-1.1607978510046877	0.0	1.0	1.0	0.0	0.43778237344956594	-1.1607978510046877
38800000	-1.3210406769364862	0.4629717920434196	-1.1036430494427216	0.0	1.0	1.0	-0.0	0.4629717920434196	-1.1036430494427216
38850000	1.087963582917307	0.6087038464245649	-1.0424958115081098	0.0	1.0	1.0	0.0	0.6087038464245649	-1.0424958115081098
38900000	-4.79009415815717	0.4559124440228636	-1.1363006389602124	0.0	1.0	1.0	-0.0	0.4559124440228636	-1.1363006389602124
38950000	0.10359852161465533	0.5377252288109801	-0.972672788586909	0.0	1.0	1.0	0.0	0.5377252288109801	-0.972672788586909
39000000	-1.3652018607228915	0.5182406338290355	-0.9998354190558821	0.0	1.0	1.0	-0.0	0.5182406338290355	-0.9998354190558821
39050000	2.337954906843014	0.3847392924356262	-0.9720788342441233	0.0	1.0	1.0	0.0	0.3847392924356262	-0.9720788342441233
39100000	1.0703147847493315	0.5085065794522836	-1.0247059348337553	0.0	1.0	1.0	0.0	0.5085065794522836	-1.0247059348337553
39150000	-1.6896020473980962	0.5264502599062689	-1.1022262794131945	0.0	1.0	1.0	-0.0	0.5264502599062689	-1.1022262794131945
39200000	0.05120175325558482	0.4294804013521256	-1.0516047985849437	0.0	1.0	1.0	0.0	0.4294804013521256	-1.0516047985849437
39250000	-3.484564807516001	0.6145218062179496	-0.9762445255537452	0.0	1.0	1.0	-0.0	0.6145218062179496	-0.9762445255537452
39300000	9.261934221933554E-4	0.40933771482574727	-1.0787136960120078	0.0	1.0	1.0	0.0	0.40933771482574727	-1.0787136960120078
39350000	-2.579038280159018	0.6186116176842911	-1.153010816866037	0.0	1.0	1.0	-0.0	0.6186116176842911	-1.153010816866037
39400000	2.460962134359132	0.6268837112900915	-1.0550315462517248	0.0	1.0	1.0	0.0	0.6268837112900915	-1.0550315462517248
39450000	-0.15106319956121794	0.4305426950913497	-1.0458193404353706	0.0	1.0	1.0	-0.0	0.4305426950913497	-1.0458193404353706
39500000	-0.06247219289010939	0.2480573689273294	-1.0553916578407172	0.0	1.0	1.0	-0.0	0.2480573689273294	-1.0553916578407172
39550000	-3.3775651022797337	-1.746161037908734	-1.1124037698907954	0.0	0.0	1.0	-0.0	-0.0	-1.1124037698907954
39600000	-2.438409546549173	-2.0720635853869593	-1.1956013931243161	0.0	0.0	1.0	-0.0	-0.0	-1.1956013931243161
39650000	0.8204670008609545	1.9626158405608412	-1.293256583615663	0.0	0.0	1.0	0.0	0.0	-1.293256583615663
39700000	2.8424135936234043	0.20375129109572593	-1.085261817065363	0.0	1.0	1.0	0.0	0.20375129109572593	-1.085261817065363
39750000	-0.15667616869684872	0.3879618336818785	-1.2361337749279366	0.0	1.0	1.0	-0.0	0.3879618336818785	-1.2361337749279366
39800000	1.1521101440100956	0.49155718447693375	-0.9953371741071803	0.0	1.0	1.0	0.0	0.49155718447693375	-0.9953371741071803
39850000	1.7463989126774075	0.2645806379700375	-1.0650092543851046	0.0	1.0	1.0	0.0	0.2645806379700375	-1.0650092543851046
39900000	0.07615365853746064	0.3342737450245397	-0.9468942726914176	1.0	1.0	1.0	0.07615365853746064	0.3342737450245397	-0.9468942726914176
39950000	1.1295177443367233	0.3392762907163603	-1.0775195831111497	0.0	1.0	1.0	0.0	0.3392762907163603	-1.0775195831111497
40000000	-1.5735447121998725	0.5892040386333783	-1.0408603455478431	0.0	1.0	1.0	-0.0	0.5892040386333783	-1.0408603455478431
40050000	1.9127751767755208	0.39838325578730593	-1.2066604145552784	0.0	1.0	1.0	0.0	0.39838325578730593	-1.2066604145552784
40100000	-1.4954970926536613	0.5435878813719531	-1.0757680986690408	0.0	1.0	1.0	-0.0	0.5435878813719531	-1.0757680986690408
40150000	-1.2871289974275202	0.4874161876088119	-1.0707931895347975	0.0	1.0	1.0	-0.0	0.4874161876088119	-1.0707931895347975
40200000	-2.321800575274917	0.37138596854855044	-1.2294382268822353	0.0	1.0	1.0	-0.0	0.37138596854855044	-1.2294382268822353
40250000	0.983979801378605	0.2522401243078344	-1.2500862383021796	0.0	1.0	1.0	0.0	0.2522401243078344	-1.2500862383021796
40300000	-0.655229137460738	0.35223856184362795	-1.0439179761806945	0.0	1.0	1.0	-0.0	0.35223856184362795	-1.0439179761806945
40350000	0.7803944409309926	0.25450014282132	-1.1380203284213346	0.0	1.0	1.0	0.0	0.25450014282132	-1.1380203284213346
40400000	-0.6581139137415962	0.43430580641925537	-1.0788038578124048	0.0	1.0	1.0	-0.0	0.43430580641925537	-1.0788038578124048
40450000	-0.40929869065813596	0.5417852142844504	-1.166440708375508	0.0	1.0	1.0	-0.0	0.5417852142844504	-1.166440708375508
40500000	-0.3794086604530503	-2.3688840546647825	-1.1451323523069603	0.0	0.0	1.0	-0.0	-0.0	-1.1451323523069603
40550000	4.134871189974388	0.6396855900130197	-0.988829671765243	0.0	1.0	1.0	0.0	0.6396855900130197	-0.988829671765243
40600000	0.6427799062238536	0.4519199058964062	-1.0611111695562445	0.0	1.0	1.0	0.0	0.4519199058964062	-1.0611111695562445
40650000	-0.6782620357465693	0.5869994693653966	-1.108757287788461	0.0	1.0	1.0	-0.0	0.5869994693653966	-1.108757287788461
40700000	2.8826980901181316	0.5078295201848588	-0.9978944367834989	0.0	1.0	1.0	0.0	0.5078295201848588	-0.9978944367834989
40750000	1.4229975717919319	0.44371341596562114	-1.143236633654567	0.0	1.0	1.0	0.0	0.44371341596562114	-1.143236633654567
40800000	2.2846988721713632	0.48768023832735063	-1.015830217268819	0.0	1.0	1.0	0.0	0.48768023832735063	-1.015830217268819
40850000	0.15880852569289386	0.5876290420784446	-0.9716917849559219	0.0	1.0	1.0	0.0	0.5876290420784446	-0.9716917849559219
40900000	0.03283761070591155	0.36991081943102383	-0.9796782380250197	1.0	1.0	1.0	0.03283761070591155	0.36991081943102383	-0.9796782380250197
40950000	1.4008915383470548	0.22695644827768907	-1.0164145714095045	0.0	1.0	1.0	0.0	0.22695644827768907	-1.0164145714095045
41000000	-3.1922314981694937	0.11260275921703894	-1.1586314734841368	0.0	0.0	1.0	-0.0	0.0	-1.1586314734841368
41050000	0.7206023415528622	0.5691106002412925	-0.9713760008748374	0.0	1.0	1.0	0.0	0.5691106002412925	-0.9713760008748374
41100000	-0.051737973460443995	0.54584577682141	-0.9856611575408797	0.0	1.0	1.0	-0.0	0.54584577682141	-0.9856611575408797
41150000	0.9446799816215408	0.4260265124514405	-0.9673316865554278	0.0	1.0	1.0	0.0	0.4260265124514405	-0.9673316865554278
41200000	2.138495166006341	0.5293629803418225	-1.0326267801913476	0.0	1.0	1.0	0.0	0.5293629803418225	-1.0326267801913476
41250000	-0.5217878580783964	0.5391149143558553	-1.0027608104037087	0.0	1.0	1.0	-0.0	0.5391149143558553	-1.0027608104037087
41300000	1.4125857740100956	0.4161691723383826	-1.0257191687401241	0.0	1.0	1.0	0.0	0.4161691723383826	-1.0257191687401241
41350000	0.13586800530857815	0.2171660183173141	-1.124744581110997	1.0	1.0	1.0	0.13586800530857815	0.2171660183173141	-1.124744581110997
41400000	0.1438200732056063	0.46461413798423107	-1.0813292741389484	0.0	1.0	1.0	0.0	0.46461413798423107	-1.0813292741389484
41450000	-0.4243531215603309	0.38280195409480827	-1.077063448315514	0.0	1.0	1.0	-0.0	0.38280195409480827	-1.077063448315514
41500000	-1.7893370886114293	0.3481019160725274	-0.8703015003196924	0.0	1.0	1.0	-0.0	0.3481019160725274	-0.8703015003196924
41550000	-3.8032847930526845	0.3953508843100606	-1.0746970834465586	0.0	1.0	1.0	-0.0	0.3953508843100606	-1.0746970834465586
41600000	-1.7683441608483752	0.2792243608057379	-1.0933073751507265	0.0	1.0	1.0	-0.0	0.2792243608057379	-1.0933073751507265
41650000	-1.1481824177985063	0.2543820529535311	-1.1481924756584683	0.0	1.0	1.0	-0.0	0.2543820529535311	-1.1481924756584683
41700000	2.3587681653495274	0.2937157256321969	-1.1248218809590187	0.0	1.0	1.0	0.0	0.2937157256321969	-1.1248218809590187
41750000	-2.59531963429986	0.5447017456680177	-0.9654096294265	0.0	1.0	1.0	-0.0	0.5447017456680177	-0.9654096294265
41800000	0.15586214925792696	0.6658559052925607	-1.0964037760310599	1.0	1.0	1.0	0.15586214925792696	0.6658559052925607	-1.0964037760310599
41850000	-2.4231690115385307	0.5325059876929809	-1.003285953695357	0.0	1.0	1.0	-0.0	0.5325059876929809	-1.003285953695357
41900000	-0.6066424195641718	0.24077087354503615	-1.0699259774515208	0.0	1.0	1.0	-0.0	0.24077087354503615	-1.0699259774515208
41950000	2.217741703815097	0.2995491857404676	-1.2649232362688885	0.0	1.0	1.0	0.0	0.2995491857404676	-1.2649232362688885
42000000	2.8757969839170467	0.33292285569891616	-1.1428758490999609	0.0	1.0	1.0	0.0	0.33292285569891616	-1.1428758490999609
42050000	-1.6674604695346686	0.3799692139399244	-1.0682096104692835	0.0	1.0	1.0	-0.0	0.3799692139399244	-1.0682096104692835
42100000	1.7548074388228652	0.37948141795907075	-0.9663073405761959	0.0	1.0	1.0	0.0	0.37948141795907075	-0.9663073405761959
42150000	0.6714193968448803	0.22813254130175434	-1.113529715009318	0.0	1.0	1.0	0.0	0.22813254130175434	-1.113529715009318
42200000	-2.764067542986795	0.45363704554472084	-1.0846673105590658	0.0	1.0	1.0	-0.0	0.45363704554472084	-1.0846673105590658
42250000	-0.43787211700403317	-0.3955432643759349	-1.2362195268060352	0.0	0.0	1.0	-0.0	-0.0	-1.2362195268060352
42300000	0.40785433337098825	0.19641606735915096	-1.1903360476349159	0.0	1.0	1.0	0.0	0.19641606735915096	-1.1903360476349159
42350000	-0.0451297700390412	0.2877766771910083	-1.1596089800822817	0.0	1.0	1.0	-0.0	0.2877766771910083	-1.1596089800822817
42400000	2.6724837471841147	0.471518000149228	-0.9486230946666665	0.0	1.0	1.0	0.0	0.471518000149228	-0.9486230946666665
42450000	-1.1788019411675152	0.5607446853500411	-1.0784885718693666	0.0	1.0	1.0	-0.0	0.5607446853500411	-1.0784885718693666
42500000	-1.9638686375921233	0.5079684665643514	-1.103647731772707	0.0	1.0	1.0	-0.0	0.5079684665643514	-1.103647731772707
42550000	1.6690377482657361	0.33814427613455333	-1.3068161962798828	0.0	1.0	1.0	0.0	0.33814427613455333	-1.3068161962798828
42600000	-1.6336764156266894	0.49302955148325095	-1.0820395680609147	0.0	1.0	1.0	-0.0	0.49302955148325095	-1.0820395680609147
42650000	-1.9233212532130408	0.3653530416455111	-1.0915874028996133	0.0	1.0	1.0	-0.0	0.3653530416455111	-1.0915874028996133
42700000	-1.5207790404015848	0.30401418795735496	-1.0090781631056587	0.0	0.0	1.0	-0.0	0.0	-1.0090781631056587
42750000	3.2215544124377025	0.5178438903865676	-1.1321220212528607	0.0	1.0	1.0	0.0	0.5178438903865676	-1.1321220212528607
42800000	2.0319924750256053	0.24519483716658783	-1.107995729287053	0.0	1.0	1.0	0.0	0.24519483716658783	-1.107995729287053
42850000	-0.20572187814207332	4.935122368620167	-1.2427230183044895	0.0	0.0	1.0	-0.0	0.0	-1.2427230183044895
42900000	1.6124571770390672	0.4876618434967024	-1.0872250092058986	0.0	1.0	1.0	0.0	0.4876618434967024	-1.0872250092058986
42950000	1.8775639760827134	0.41761718073898413	-1.0962789233488361	0.0	1.0	1.0	0.0	0.41761718073898413	-1.0962789233488361
43000000	-4.129755600372649	0.2603612753131488	-1.0286865725821095	0.0	1.0	1.0	-0.0	0.2603612753131488	-1.0286865725821095
43050000	0.6997945737004492	3.159417373914604	-1.1945367332472574	0.0	0.0	1.0	0.0	0.0	-1.1945367332472574
43100000	0.9447008649419696	0.4406231463193317	-1.1392758193237225	0.0	1.0	1.0	0.0	0.4406231463193317	-1.1392758193237225
43150000	-2.137015147237596	0.10729960500371241	-1.2727572457384901	0.0	1.0	1.0	-0.0	0.10729960500371241	-1.2727572457384901
43200000	-2.077930839753491	0.5948453193956965	-1.0687539688640084	0.0	1.0	1.0	-0.0	0.5948453193956965	-1.0687539688640084
43250000	2.820431567044021	3.7548274296622464	-1.1617574193230722	0.0	0.0	1.0	0.0	0.0	-1.1617574193230722
43300000	1.5336795439527218	0.535450138280212	-0.9793194615758692	0.0	1.0	1.0	0.0	0.535450138280212	-0.9793194615758692
43350000	3.5170598520264895	0.4686249872366791	-1.0727450793675097	0.0	1.0	1.0	0.0	0.4686249872366791	-1.0727450793675097
43400000	-1.4049121269467921	0.45791124106668124	-0.9772680623572508	0.0	1.0	1.0	-0.0	0.45791124106668124	-0.9772680623572508
43450000	-1.5714937409399596	0.31124981963206205	-1.0671848770658863	0.0	1.0	1.0	-0.0	0.31124981963206205	-1.0671848770658863
43500000	-0.3339583956259416	0.29934402187291104	-1.0104050356948293	0.0	1.0	1.0	-0.0	0.29934402187291104	-1.0104050356948293
43550000	-2.209445164865449	0.4446905127568662	-1.0056257030514775	0.0	1.0	1.0	-0.0	0.4446905127568662	-1.0056257030514775
43600000	-0.4555151234792997	0.34548311779784846	-1.02962025502987	0.0	1.0	1.0	-0.0	0.34548311779784846	-1.02962025502987
43650000	0.175393155794918	0.40005169586453465	-1.1417013647890906	0.0	1.0	1.0	0.0	0.40005169586453465	-1.1417013647890906
43700000	-0.9951821935586246	0.30687594305498317	-1.1943168737953005	0.0	1.0	1.0	-0.0	0.30687594305498317	-1.1943168737953005
43750000	-3.5124106345904167	0.3272682374122885	-1.0989677416566201	0.0	1.0	1.0	-0.0	0.3272682374122885	-1.0989677416566201
43800000	-1.914763452028102	0.27267033908997335	-0.9683228097680169	0.0	1.0	1.0	-0.0	0.27267033908997335	-0.9683228097680169
43850000	1.4438824354422675	0.5484167013834622	-0.9072705198399978	0.0	1.0	1.0	0.0	0.5484167013834622	-0.9072705198399978
43900000	3.1743639205610195	0.09602220885272833	-1.1535196050562524	0.0	1.0	1.0	0.0	0.09602220885272833	-1.1535196050562524
43950000	-2.3518874294585888	0.2967830622131486	-1.0640654068297877	0.0	1.0	1.0	-0.0	0.2967830622131486	-1.0640654068297877
44000000	-0.77454769055966	0.4020725871626467	-0.9772159196452732	0.0	1.0	1.0	-0.0	0.4020725871626467	-0.9772159196452732
44050000	-0.07329343610923968	0.4919784433089368	-1.1169341388500875	0.0	1.0	1.0	-0.0	0.4919784433089368	-1.1169341388500875
44100000	-0.3077402301622191	0.3062242349317957	-1.1551391318286484	0.0	1.0	1.0	-0.0	0.3062242349317957	-1.1551391318286484
44150000	-0.6154631164131067	0.24630880520686904	-1.1995317413420543	0.0	1.0	1.0	-0.0	0.24630880520686904	-1.1995317413420543
44200000	3.702423412246578	0.43249761949961124	-0.9266398537866887	0.0	1.0	1.0	0.0	0.43249761949961124	-0.9266398537866887
44250000	-1.417786338240498	1.8309114023057926	-1.1771578806970346	0.0	0.0	1.0	-0.0	0.0	-1.1771578806970346
44300000	-2.145263566428186	0.3578848145811896	-1.0170370333159124	0.0	1.0	1.0	-0.0	0.3578848145811896	-1.0170370333159124
44350000	-1.329016197349048	0.4268100617598889	-1.0437528821114699	0.0	1.0	1.0	-0.0	0.4268100617598889	-1.0437528821114699
44400000	-1.9273786148938281	0.4571337342638488	-0.9881685373536204	0.0	1.0	1.0	-0.0	0.4571337342638488	-0.9881685373536204
44450000	0.004647309422559708	0.28561265881304576	-1.1340574338345992	1.0	1.0	1.0	0.004647309422559708	0.28561265881304576	-1.1340574338345992
44500000	3.169068453723685	0.38635755232392066	-1.0198088220806627	0.0	1.0	1.0	0.0	0.38635755232392066	-1.0198088220806627
44550000	0.09281604493517477	0.34326863296695337	-1.1607054811158808	0.0	1.0	1.0	0.0	0.34326863296695337	-1.1607054811158808
44600000	0.036857099211782124	0.3772909921192369	-1.0419784842724782	1.0	1.0	1.0	0.036857099211782124	0.3772909921192369	-1.0419784842724782
44650000	-0.6323487875658168	0.2656556814218329	-0.9592720928271173	0.0	1.0	1.0	-0.0	0.2656556814218329	-0.9592720928271173
44700000	-0.01329303438539024	0.39629073414385213	-0.9631809590848784	0.0	1.0	1.0	-0.0	0.39629073414385213	-0.9631809590848784
44750000	-1.831587431558794	0.408323714733478	-1.1060473294089601	0.0	1.0	1.0	-0.0	0.408323714733478	-1.1060473294089601
44800000	1.811899360197932	0.4153304569110055	-0.8969006305856713	0.0	1.0	1.0	0.0	0.4153304569110055	-0.8969006305856713
44850000	-2.117566441089873	-1.0155786131250983	-1.1145358664457663	0.0	0.0	1.0	-0.0	-0.0	-1.1145358664457663
44900000	1.5813121938755468	0.2312812611081198	-0.999375969102478	0.0	1.0	1.0	0.0	0.2312812611081198	-0.999375969102478
44950000	3.7881109404327287	0.26529911365852943	-1.0557327468635602	0.0	1.0	1.0	0.0	0.26529911365852943	-1.0557327468635602
45000000	2.8286378680171698	0.30463872214286997	-1.0394096868820513	0.0	1.0	1.0	0.0	0.30463872214286997	-1.0394096868820513
45050000	0.8493181893860644	0.5421929609481598	-1.3300741127821438	0.0	1.0	1.0	0.0	0.5421929609481598	-1.3300741127821438
45100000	3.093141999361924	0.344185302317592	-0.9397400679443678	0.0	1.0	1.0	0.0	0.344185302317592	-0.9397400679443678
45150000	1.1329545599152913	0.3850856215606757	-0.9794961900837554	0.0	1.0	1.0	0.0	0.3850856215606757	-0.9794961900837554
45200000	1.5799247537517165	0.42451493753931135	-0.9181094182674283	0.0	1.0	1.0	0.0	0.42451493753931135	-0.9181094182674283
45250000	0.8170222098568289	0.4461943348651796	-1.0863331142541623	0.0	1.0	1.0	0.0	0.4461943348651796	-1.0863331142541623
45300000	-2.343284935403985	0.2568307112093089	-1.0246868471327037	0.0	1.0	1.0	-0.0	0.2568307112093089	-1.0246868471327037
45350000	-2.109777937815322	0.3176917312448428	-0.9924132747655408	0.0	1.0	1.0	-0.0	0.3176917312448428	-0.9924132747655408
45400000	-2.0394480911473267	0.5148847734209321	-1.1889454860071431	0.0	1.0	1.0	-0.0	0.5148847734209321	-1.1889454860071431
45450000	0.4278804349602001	0.4219146829603265	-1.1316396138764317	0.0	1.0	1.0	0.0	0.4219146829603265	-1.1316396138764317
45500000	-2.2231684294244434	0.3811532518593288	-1.0358790353147256	0.0	1.0	1.0	-0.0	0.3811532518593288	-1.0358790353147256
45550000	-0.08189758244079881	3.2393737329490677	-1.3012908345205525	0.0	0.0	1.0	-0.0	0.0	-1.3012908345205525
45600000	0.0439859665221205	0.29320297415468144	-0.9368168594610045	1.0	1.0	1.0	0.0439859665221205	0.29320297415468144	-0.9368168594610045
45650000	-0.3258911096713497	0.24641614854622357	-1.0745691707045177	0.0	1.0	1.0	-0.0	0.24641614854622357	-1.0745691707045177
45700000	-1.1910743592877588	0.322135671657787	-1.0014338528367879	0.0	1.0	1.0	-0.0	0.322135671657787	-1.0014338528367879
45750000	-0.767450327918423	0.36368462887803554	-1.1318824208624343	0.0	1.0	1.0	-0.0	0.36368462887803554	-1.1318824208624343
45800000	1.7152467371413724	0.39610781370004056	-0.9427931021850825	0.0	1.0	1.0	0.0	0.39610781370004056	-0.9427931021850825
45850000	1.9653918424071977	0.30119219452510426	-1.0162858133891033	0.0	1.0	1.0	0.0	0.30119219452510426	-1.0162858133891033
45900000	0.7340063711563442	0.4620849000142735	-1.1884618693705706	0.0	1.0	1.0	0.0	0.4620849000142735	-1.1884618693705706
45950000	4.1323519755396845	0.5133628135782583	-1.1635239755863591	0.0	1.0	1.0	0.0	0.5133628135782583	-1.1635239755863591
46000000	-1.6819761544852723	0.4810013729379661	-1.0580498008765158	0.0	1.0	1.0	-0.0	0.4810013729379661	-1.0580498008765158
46050000	-0.1430048592490333	0.43115094828856093	-1.1653349917674491	0.0	1.0	1.0	-0.0	0.43115094828856093	-1.1653349917674491
46100000	0.37997048837122044	-0.39549366342453746	-1.1182868560454868	0.0	0.0	1.0	0.0	-0.0	-1.1182868560454868
46150000	2.063026180181751	0.41555898300360367	-1.032192036833617	0.0	1.0	1.0	0.0	0.41555898300360367	-1.032192036833617
46200000	-1.7377395558500657	-2.5190491504915853	-1.1324980983315158	0.0	0.0	1.0	-0.0	-0.0	-1.1324980983315158
46250000	3.161517246918669	4.242274164671023	-0.9630320982617787	0.0	0.0	1.0	0.0	0.0	-0.9630320982617787
46300000	0.9788408344065673	0.3361783334720653	-1.132147501385611	0.0	1.0	1.0	0.0	0.3361783334720653	-1.132147501385611
46350000	0.7613824484907009	0.2620118240211567	-1.0166633106772	0.0	1.0	1.0	0.0	0.2620118240211567	-1.0166633106772
46400000	-2.310129877884364	0.13136383602075957	-1.1536599444261209	0.0	1.0	1.0	-0.0	0.13136383602075957	-1.1536599444261209
46450000	-0.09202524108747934	0.5398811530470767	-0.9511786095157123	0.0	1.0	1.0	-0.0	0.5398811530470767	-0.9511786095157123
46500000	-0.8571574623813079	0.36680718309171945	-1.1351114283307495	0.0	1.0	1.0	-0.0	0.36680718309171945	-1.1351114283307495
46550000	-1.4234323331512797	0.468038074678359	-1.1236707936577852	0.0	1.0	1.0	-0.0	0.468038074678359	-1.1236707936577852
46600000	-1.4394879210046845	0.5275085919917386	-0.9470765966970754	0.0	0.0	1.0	-0.0	0.0	-0.9470765966970754
46650000	1.40851306669536	0.29926250380947095	-1.027320315580729	0.0	1.0	1.0	0.0	0.29926250380947095	-1.027320315580729
46700000	1.706507639906832	0.27083986136161164	-1.2023775701146073	0.0	1.0	1.0	0.0	0.27083986136161164	-1.2023775701146073
46750000	0.9223417109885952	0.46145113486479106	-1.0772364647045163	0.0	1.0	1.0	0.0	0.46145113486479106	-1.0772364647045163
46800000	-2.743934406319884	0.3429182841526445	-0.976003455392648	0.0	1.0	1.0	-0.0	0.3429182841526445	-0.976003455392648
46850000	1.3677468144399563	0.3737423180187804	-1.186911715646342	0.0	1.0	1.0	0.0	0.3737423180187804	-1.186911715646342
46900000	0.9903882532110357	0.22469335099291624	-1.117024599332486	0.0	1.0	1.0	0.0	0.22469335099291624	-1.117024599332486
46950000	-3.188658683203935	0.02735772882418492	-1.0358037989715039	0.0	1.0	1.0	-0.0	0.02735772882418492	-1.0358037989715039
47000000	1.1384093916332756	0.15632816604773928	-1.1897172846226156	0.0	1.0	1.0	0.0	0.15632816604773928	-1.1897172846226156
