taxa	country	location	latitude	longitude	collection_date
EBOV|EM_FORE_2015-2417||GIN|Forecariah|2015-09-15	GIN	Forecariah	9.489970602	-13.04676275	15/09/2015
EBOV|GUI_CTS_2015_0050||GIN|Boke|2015-06-20	GIN	Boke	10.93515366	-14.19995963	20/06/2015
EBOV|GUI_CTS_2015_0051||GIN|Boke|2015-06-21	GIN	Boke	10.90526626	-14.2870933	21/06/2015
EBOV|GUI_CTS_2015_0052||GIN|Boke|2015-06-25	GIN	Boke	10.87603702	-14.30069614	25/06/2015
EBOV|IPDPFHGINSP_GUI_2015_4786||GIN|Conakry|2015-03-26	GIN	Conakry	9.675058885	-13.52021655	26/03/2015
EBOV|IPDPFHGINSP_GUI_2015_4909||GIN|Conakry|2015-03-29	GIN	Conakry	9.570469766	-13.61738203	29/03/2015
EBOV|IPDPFHGINSP_GUI_2015_5038||GIN|Conakry|2015-04-01	GIN	Conakry	9.566709992	-13.60622046	01/04/2015
EBOV|IPDPFHGINSP_GUI_2015_5117||GIN|Dubreka|2015-04-03	GIN	Dubreka	10.12133555	-13.64177796	03/04/2015
EBOV|IPDPFHGINSP_GUI_2015_5339||GIN|Conakry|2015-04-08	GIN	Conakry	9.676526999	-13.56921766	08/04/2015
EBOV|IPDPFHGINSP_GUI_2015_6505||GIN|Forecariah|2015-05-03	GIN	Forecariah	9.420365734	-13.13978613	03/05/2015
EBOV|IPDPFHGINSP_GUI_2015_6899||GIN|Boke|2015-05-14	GIN	Boke	10.94090503	-14.28371725	14/05/2015
EBOV|IPDPFHGINSP_GUI_2015_7070||GIN|Forecariah|2015-05-18	GIN	Forecariah	9.423582124	-13.10990522	18/05/2015
EBOV|KG12||GIN|Boke|2015-05-27	GIN	Boke	10.98711869	-14.34292907	27/05/2015
EBOV|KG167||GIN|Boke|2015-06-29	GIN	Boke	10.9024484	-14.3220981	29/06/2015
EBOV|KG168||GIN|Boke|2015-06-29	GIN	Boke	11.00824249	-14.30123056	29/06/2015
EBOV|KG35||GIN|Boke|2015-06-08	GIN	Boke	10.91103337	-14.32818938	08/06/2015
EBOV|KG45||GIN|Boke|2015-06-09	GIN	Boke	10.97966547	-14.24631605	09/06/2015
EBOV|KG80||GIN|Boke|2015-06-18	GIN	Boke	10.97914577	-14.31071846	18/06/2015
EBOV|KG87||GIN|Boke|2015-06-19	GIN	Boke	10.89671387	-14.34185376	19/06/2015
EBOV|KG88||GIN|Boke|2015-06-19	GIN	Boke	10.94493033	-14.21255062	19/06/2015
EBOV|KG90||GIN|Boke|2015-06-19	GIN	Boke	10.97123083	-14.25983049	19/06/2015
EBOV|KG91||GIN|Boke|2015-06-20	GIN	Boke	11.01328767	-14.23982445	20/06/2015
EBOV|REDC_GUI_2015_00483||GIN|Conakry|2015-07-12	GIN	Conakry	9.649003098	-13.56362611	12/07/2015
EBOV|REDC_GUI_2015_00494B||GIN|Conakry|2015-07-12	GIN	Conakry	9.603165362	-13.64122009	12/07/2015
EBOV|REDC_GUI_2015_00545||GIN|Conakry|2015-07-15	GIN	Conakry	9.585911587	-13.54885296	15/07/2015
EBOV|REDC_GUI_2015_00576||GIN|Conakry|2015-07-17	GIN	Conakry	9.570771666	-13.51717552	17/07/2015
EBOV|REDC_GUI_2015_00589||GIN|Conakry|2015-07-15	GIN	Conakry	9.591781718	-13.59900179	15/07/2015
EBOV|REDC_GUI_2015_01165||GIN|Conakry|2015-08-18	GIN	Conakry	9.563466085	-13.57936193	18/08/2015
EBOV|REDC_GUI_2015_01285||GIN|Conakry|2015-08-24	GIN	Conakry	9.694199179	-13.57623644	24/08/2015
EBOV|REDC_GUI_2015_01323||GIN|Conakry|2015-08-27	GIN	Conakry	9.573979411	-13.59364403	27/08/2015
EBOV|REDC_GUI_2015_01408||GIN|Conakry|2015-09-01	GIN	Conakry	9.658085184	-13.59546972	01/09/2015
EBOV|REDC_GUI_2015_02242||GIN|Forecariah|2015-10-24	GIN	Forecariah	9.3931069	-13.08990243	24/10/2015
EBOV|REDC-GUI-2015-00402||GIN|Conakry|2015-07-08	GIN	Conakry	9.624594628	-13.61362006	08/07/2015
EBOV|REDC-GUI-2015-00497||GIN|Conakry|2015-07-12	GIN	Conakry	9.689396819	-13.62315145	12/07/2015
EBOV|REDC-GUI-2015-00502||GIN|Conakry|2015-07-13	GIN	Conakry	9.603191206	-13.56937159	13/07/2015
EBOV|EM_000015|KR817067|GIN|Macenta|2014-09-01	GIN	Macenta	8.597705447	-9.506077809	01/09/2014
EBOV|EM_000027|KR817068|GIN|?|2014-09-01	GIN	Macenta	8.507935879	-9.527755343	01/09/2014
EBOV|EM_000028|KR817069|GIN|Macenta|2014-09-01	GIN	Macenta	8.481255511	-9.453361334	01/09/2014
EBOV|EM_000127|KR817070|GIN|Gueckedou|2014-09-04	GIN	Gueckedou	8.561811015	-10.07521523	04/09/2014
EBOV|EM_000128|KR817071|GIN|Gueckedou|2014-09-04	GIN	Gueckedou	8.597014251	-10.1104797	04/09/2014
EBOV|EM_000218|KR817072|GIN|Macenta|2014-09-07	GIN	Macenta	8.502744751	-9.500209309	07/09/2014
EBOV|EM_000219|KR817073|GIN|Macenta|2014-09-07	GIN	Macenta	8.588813654	-9.474783394	07/09/2014
EBOV|EM_000321|KR817074|GIN|Macenta|2014-09-09	GIN	Macenta	8.549561023	-9.512226028	09/09/2014
EBOV|EM_000457|KR817075|GIN|Macenta|2014-09-12	GIN	Macenta	8.485922537	-9.431693224	12/09/2014
EBOV|EM_000500|KR817076|GIN|Macenta|2014-09-13	GIN	Macenta	8.527480554	-9.481532309	13/09/2014
EBOV|EM_000501|KR817077|GIN|Macenta|2014-09-13	GIN	Macenta	8.491499989	-9.454998641	13/09/2014
EBOV|EM_000502|KR817078|GIN|Macenta|2014-09-13	GIN	Macenta	8.539863986	-9.54839608	13/09/2014
EBOV|EM_000706|KR817079|GIN|Nzerekore|2014-09-21	GIN	Nzerekore	7.678808455	-8.810650387	21/09/2014
EBOV|EM_000707|KR817080|GIN|Gueckedou|2014-09-22	GIN	Gueckedou	8.627163679	-10.17918792	22/09/2014
EBOV|EM_000921|KR817081|GIN|Macenta|2014-09-29	GIN	Macenta	8.572752718	-9.497335013	29/09/2014
EBOV|EM_000925|KR817082|GIN|Macenta|2014-09-29	GIN	Macenta	8.52587477	-9.532583885	29/09/2014
EBOV|EM_000934|KR817083|GIN|Gueckedou|2014-09-29	GIN	Gueckedou	8.556172251	-10.18110624	29/09/2014
EBOV|EM_000958|KR817084|GIN|Nzerekore|2014-09-30	GIN	Nzerekore	7.692258207	-8.768504509	30/09/2014
EBOV|EM_000968|KR817085|GIN|Macenta|2014-10-01	GIN	Macenta	8.510833797	-9.432136977	01/10/2014
EBOV|EM_000982|KR817086|GIN|Macenta|2014-10-01	GIN	Macenta	8.606325119	-9.50456527	01/10/2014
EBOV|EM_000983|KR817087|GIN|Macenta|2014-10-01	GIN	Macenta	8.497271889	-9.534529419	01/10/2014
EBOV|EM_001101|KR817088|GIN|Macenta|2014-10-05	GIN	Macenta	8.596980272	-9.421610573	05/10/2014
EBOV|EM_001102|KR817089|GIN|Lola|2014-10-05	GIN	Lola	7.872753814	-8.543185082	05/10/2014
EBOV|EM_004059|KR817090|GIN|Kissidougou|2014-12-20	GIN	Kissidougou	9.21460324	-10.06592623	20/12/2014
EBOV|EM_004085|KR817091|GIN|Kissidougou|2014-12-19	GIN	Kissidougou	9.206781217	-10.12828834	19/12/2014
EBOV|EM_004192|KR817092|GIN|Faranah|2014-12-22	GIN	Faranah	10.01283629	-10.69830923	22/12/2014
EBOV|EM_004201|KR817093|GIN|Kissidougou|2014-12-24	GIN	Kissidougou	9.261297327	-10.16801251	24/12/2014
EBOV|EM_004259|KR817094|GIN|Kissidougou|2014-12-26	GIN	Kissidougou	9.263475613	-10.11145276	26/12/2014
EBOV|EM_004290|KR817095|GIN|Kissidougou|2014-12-27	GIN	Kissidougou	9.205425503	-10.16349408	27/12/2014
EBOV|EM_004414|KR817096|GIN|Kissidougou|2015-01-02	GIN	Kissidougou	9.180409147	-10.14685964	02/01/2015
EBOV|EM_004422|KR817097|GIN|Kissidougou|2015-01-02	GIN	Kissidougou	9.254107549	-10.06062141	02/01/2015
EBOV|EM_004437|KR817098|GIN|Kissidougou|2015-01-04	GIN	Kissidougou	9.20148748	-10.11207499	04/01/2015
EBOV|EM_004438|KR817099|GIN|Kissidougou|2015-01-04	GIN	Kissidougou	9.120186985	-10.04536015	04/01/2015
EBOV|EM_004481|KR817100|GIN|Faranah|2015-01-11	GIN	Faranah	9.972147575	-10.66129261	11/01/2015
EBOV|EM_004494|KR817101|GIN|Faranah|2015-01-14	GIN	Faranah	10.11268773	-10.6651198	14/01/2015
EBOV|EM_004503|KR817102|GIN|Faranah|2015-01-15	GIN	Faranah	9.99957041	-10.79990537	15/01/2015
EBOV|EM_004555|KR817103|GIN|Kissidougou|2015-01-22	GIN	Kissidougou	9.138661118	-10.09217532	22/01/2015
EBOV|EM_004563|KR817104|GIN|Kissidougou|2015-01-25	GIN	Kissidougou	9.134980276	-10.07828444	25/01/2015
EBOV|EM_004580|KR817105|GIN|Faranah|2015-01-27	GIN	Faranah	10.07177276	-10.80188729	27/01/2015
EBOV|EM_004589|KR817106|GIN|Siguiri|2015-01-31	GIN	Siguiri	11.37092145	-9.120910555	31/01/2015
EBOV|EM_074335|KR817107|?|?|2014-07-18	GIN	Gueckedou	8.598317341	-10.19048275	18/07/2014
EBOV|EM_074349|KR817108|LBR|Lofa|2014-07-22	LBR	Lofa	7.811916036	-10.14526771	22/07/2014
EBOV|EM_074350|KR817109|LBR|Lofa|2014-07-22	LBR	Lofa	7.807116825	-10.13348088	22/07/2014
EBOV|EM_074351|KR817110|LBR|Lofa|2014-07-22	LBR	Lofa	7.903059756	-10.11183348	22/07/2014
EBOV|EM_074352|KR817111|LBR|Lofa|2014-07-22	LBR	Lofa	7.905005363	-10.05679706	22/07/2014
EBOV|EM_074353|KR817112|LBR|Lofa|2014-07-22	LBR	Lofa	7.854451674	-10.02458599	22/07/2014
EBOV|EM_074354|KR817113|GIN|Gueckedou|2014-07-22	GIN	Gueckedou	8.545777918	-10.07642216	22/07/2014
EBOV|EM_074391|KR817114|LBR|Lofa|2014-07-26	LBR	Lofa	7.859094513	-10.08932264	26/07/2014
EBOV|EM_074392|KR817115|LBR|?|2014-07-25	LBR	Lofa	7.918386804	-10.07845789	25/07/2014
EBOV|EM_074436|KR817116|GIN|Nzerekore|2014-08-01	GIN	Nzerekore	7.725145146	-8.845792742	01/08/2014
EBOV|EM_074437|KR817117|GIN|Nzerekore|2014-08-01	GIN	Nzerekore	7.818044021	-8.809982374	01/08/2014
EBOV|EM_074438|KR817118|GIN|Nzerekore|2014-08-01	GIN	Nzerekore	7.82035992	-8.79779067	01/08/2014
EBOV|EM_074439|KR817119|GIN|Nzerekore|2014-08-01	GIN	Nzerekore	7.819918657	-8.747811119	01/08/2014
EBOV|EM_074461|KR817120|GIN|Gueckedou|2014-08-04	GIN	Gueckedou	8.596310581	-10.20198772	04/08/2014
EBOV|EM_074462|KR817121|?|?|2014-08-04	LBR	Montserrado	6.344189826	-10.71993204	04/08/2014
EBOV|EM_074531|KR817122|GIN|Gueckedou|2014-08-08	GIN	Gueckedou	8.619655464	-10.09464367	08/08/2014
EBOV|EM_074548|KR817123|LBR|Lofa|2014-08-08	LBR	Lofa	7.809460161	-10.13605859	08/08/2014
EBOV|EM_074684|KR817124|GIN|Macenta|2014-08-14	GIN	Macenta	8.615708519	-9.438102088	14/08/2014
EBOV|EM_074720|KR817125|LBR|Lofa|2014-08-14	LBR	Lofa	7.926629118	-10.01126789	14/08/2014
EBOV|EM_074785|KR817126|GIN|Macenta|2014-08-16	GIN	Macenta	8.523457365	-9.430692382	16/08/2014
EBOV|EM_074821|KR817127|LBR|Lofa|2014-08-17	LBR	Lofa	7.923566986	-10.13957072	17/08/2014
EBOV|EM_074822|KR817128|LBR|Lofa|2014-08-17	LBR	Lofa	7.809243938	-10.01459436	17/08/2014
EBOV|EM_075043|KR817129|LBR|Lofa|2014-08-22	LBR	Lofa	7.916155227	-10.05825122	22/08/2014
EBOV|EM_075076|KR817130|GIN|Gueckedou|2014-08-23	GIN	Gueckedou	8.57390952	-10.15129194	23/08/2014
EBOV|EM_075368|KR817131|GIN|Macenta|2014-08-29	GIN	Macenta	8.516432653	-9.496952377	29/08/2014
EBOV|EM_075373|KR817132|GIN|Macenta|2014-08-30	GIN	Macenta	8.528584417	-9.452886484	30/08/2014
EBOV|EM_075435|KR817133|GIN|Kerouane|2014-08-30	GIN	Kerouane	9.16022985	-9.228420014	30/08/2014
EBOV|EM_075447|KR817134|GIN|Macenta|2014-08-31	GIN	Macenta	8.543704331	-9.53091258	31/08/2014
EBOV|EM_075928|KR817135|GIN|Beyla|2014-10-10	GIN	Beyla	8.822018731	-8.244955503	10/10/2014
EBOV|EM_075929|KR817136|GIN|Beyla|2014-10-10	GIN	Beyla	8.829029297	-8.206866471	10/10/2014
EBOV|EM_075930|KR817137|GIN|Beyla|2014-10-10	GIN	Beyla	8.916816306	-8.342027141	10/10/2014
EBOV|EM_075931|KR817138|GIN|Beyla|2014-10-10	GIN	Beyla	8.799271044	-8.208978196	10/10/2014
EBOV|EM_075932|KR817139|GIN|Macenta|2014-10-10	GIN	Macenta	8.527979115	-9.451322794	10/10/2014
EBOV|EM_076138|KR817140|GIN|Gueckedou|2014-10-17	GIN	Gueckedou	8.587289467	-10.20233729	17/10/2014
EBOV|EM_076191|KR817141|GIN|Macenta|2014-10-18	GIN	Macenta	8.553576415	-9.415992539	18/10/2014
EBOV|EM_076192|KR817142|GIN|Macenta|2014-10-18	GIN	Macenta	8.568724558	-9.509173938	18/10/2014
EBOV|EM_076193|KR817143|GIN|Nzerekore|2014-10-18	GIN	Nzerekore	7.690388456	-8.769361267	18/10/2014
EBOV|EM_076217|KR817144|GIN|Macenta|2014-10-19	GIN	Macenta	8.471653951	-9.468240571	19/10/2014
EBOV|EM_076322|KR817145|GIN|Macenta|2014-10-22	GIN	Macenta	8.569968339	-9.53087339	22/10/2014
EBOV|EM_076334|KR817146|GIN|Kerouane|2014-10-23	GIN	Kerouane	9.238471598	-9.372729661	23/10/2014
EBOV|EM_076335|KR817147|GIN|Kerouane|2014-10-23	GIN	Kerouane	9.252843671	-9.349023278	23/10/2014
EBOV|EM_076383|KR817148|GIN|Kerouane|2014-10-26	GIN	Kerouane	9.216277134	-9.36739956	26/10/2014
EBOV|EM_076403|KR817149|GIN|Macenta|2014-10-27	GIN	Macenta	8.540039789	-9.465615119	27/10/2014
EBOV|EM_076472|KR817150|GIN|Macenta|2014-10-29	GIN	Macenta	8.598230359	-9.486559536	29/10/2014
EBOV|EM_076533|KR817151|GIN|Macenta|2014-11-01	GIN	Macenta	8.505156184	-9.540496415	01/11/2014
EBOV|EM_076534|KR817152|GIN|Macenta|2014-11-01	GIN	Macenta	8.562794342	-9.410432169	01/11/2014
EBOV|EM_076610|KR817153|GIN|Nzerekore|2014-11-03	GIN	Nzerekore	7.711451296	-8.884653958	03/11/2014
EBOV|EM_076615|KR817154|GIN|Macenta|2014-11-03	GIN	Macenta	8.610421213	-9.428124308	03/11/2014
EBOV|EM_076769|KR817155|GIN|Kerouane|2014-11-08	GIN	Kerouane	9.16343457	-9.244281097	08/11/2014
EBOV|EM_076770|KR817156|GIN|Kerouane|2014-11-08	GIN	Kerouane	9.186702786	-9.225254214	08/11/2014
EBOV|EM_076948|KR817157|GIN|Gueckedou|2014-11-13	GIN	Gueckedou	8.568326542	-10.07509339	13/11/2014
EBOV|EM_076949|KR817158|GIN|Gueckedou|2014-11-13	GIN	Gueckedou	8.501870345	-10.14770803	13/11/2014
EBOV|EM_076951|KR817159|GIN|Lola|2014-11-13	GIN	Lola	7.87105941	-8.543070204	13/11/2014
EBOV|EM_078415|KR817160|GIN|Faranah|2014-11-24	GIN	Faranah	9.974846649	-10.77958111	24/11/2014
EBOV|EM_078416|KR817161|GIN|Faranah|2014-11-24	GIN	Faranah	10.04035294	-10.79494155	24/11/2014
EBOV|EM_078555|KR817162|GIN|Faranah|2014-12-01	GIN	Faranah	9.991497451	-10.68531502	01/12/2014
EBOV|EM_078556|KR817163|GIN|Kankan|2014-12-01	GIN	Kankan	10.33292975	-9.305908454	01/12/2014
EBOV|EM_078608|KR817164|GIN|Macenta|2014-12-04	GIN	Macenta	8.538129603	-9.468932257	04/12/2014
EBOV|EM_078638|KR817165|GIN|Kankan|2014-12-03	GIN	Kankan	10.351381	-9.267834302	03/12/2014
EBOV|EM_078639|KR817166|GIN|Kankan|2014-12-04	GIN	Kankan	10.42887153	-9.247572956	04/12/2014
EBOV|EM_078654|KR817167|GIN|Macenta|2014-12-09	GIN	Macenta	8.608404559	-9.503878455	09/12/2014
EBOV|EM_078656|KR817168|GIN|Kouroussa|2014-12-09	GIN	Kouroussa	10.71683879	-9.882802494	09/12/2014
EBOV|EM_078670|KR817169|GIN|Kankan|2014-12-11	GIN	Kankan	10.41447473	-9.326805208	11/12/2014
EBOV|EM_078683|KR817170|GIN|Kerouane|2014-12-11	GIN	Kerouane	9.155964363	-9.248293221	11/12/2014
EBOV|EM_078694|KR817171|GIN|Kissidougou|2014-12-14	GIN	Kissidougou	9.246075484	-10.04291774	14/12/2014
EBOV|EM_078697|KR817172|GIN|Kerouane|2014-12-14	GIN	Kerouane	9.289854444	-9.252967123	14/12/2014
EBOV|EM_078706|KR817173|GIN|Kissidougou|2014-12-15	GIN	Kissidougou	9.153156357	-10.03655903	15/12/2014
EBOV|EM_078709|KR817174|GIN|Kerouane|2014-12-14	GIN	Kerouane	9.278930266	-9.300943702	14/12/2014
EBOV|EM_078722|KR817175|GIN|Kissidougou|2014-12-16	GIN	Kissidougou	9.131326005	-10.08807183	16/12/2014
EBOV|EM_078763|KR817176|GIN|Kissidougou|2014-12-17	GIN	Kissidougou	9.221060691	-10.12649366	17/12/2014
EBOV|EM_078779|KR817177|GIN|Kissidougou|2014-12-18	GIN	Kissidougou	9.169850055	-10.05344219	18/12/2014
EBOV|EM_079388|KR817178|GIN|Macenta|2014-07-30	GIN	Macenta	8.560045321	-9.522894267	30/07/2014
EBOV|EM_079404|KR817179|GIN|Gueckedou|2014-03-28	GIN	Gueckedou	8.604721819	-10.06686655	28/03/2014
EBOV|EM_079405|KR817180|GIN|Gueckedou|2014-03-28	GIN	Gueckedou	8.503536692	-10.07452737	28/03/2014
EBOV|EM_079408|KR817181|GIN|Gueckedou|2014-03-31	GIN	Gueckedou	8.533243203	-10.06326454	31/03/2014
EBOV|EM_079410|KR817182|GIN|Gueckedou|2014-03-31	GIN	Gueckedou	8.489319872	-10.13172784	31/03/2014
EBOV|EM_079412|KR817183|GIN|Gueckedou|2014-03-31	GIN	Gueckedou	8.489984943	-10.12664496	31/03/2014
EBOV|EM_079413|KR817184|GIN|Gueckedou|2014-03-31	GIN	Gueckedou	8.491577414	-10.07067783	31/03/2014
EBOV|EM_079414|KR817185|GIN|Gueckedou|2014-03-31	GIN	Gueckedou	8.600109372	-10.13082568	31/03/2014
EBOV|EM_079421|KR817186|GIN|Macenta|2014-03-30	GIN	Macenta	8.590381273	-9.460688181	30/03/2014
EBOV|EM_079422|KR817187|GIN|Macenta|2014-03-27	GIN	Macenta	8.576349945	-9.483821893	27/03/2014
EBOV|EM_079423|KR817188|GIN|Macenta|2014-03-27	GIN	Macenta	8.552816359	-9.47764385	27/03/2014
EBOV|EM_079424|KR817189|GIN|Macenta|2014-03-27	GIN	Macenta	8.53783726	-9.502075087	27/03/2014
EBOV|EM_079429|KR817190|GIN|Gueckedou|2014-04-02	GIN	Gueckedou	8.531527553	-10.16802632	02/04/2014
EBOV|EM_079434|KR817191|GIN|Macenta|2014-04-02	GIN	Macenta	8.585225358	-9.487402488	02/04/2014
EBOV|EM_079442|KR817192|GIN|Gueckedou|2014-04-03	GIN	Gueckedou	8.517648261	-10.07887287	03/04/2014
EBOV|EM_079444|KR817193|GIN|Kissidougou|2014-04-02	GIN	Kissidougou	9.191362256	-10.10734266	02/04/2014
EBOV|EM_079450|KR817194|LBR|?|2014-04-01	LBR	Lofa	7.797628676	-10.0499603	01/04/2014
EBOV|EM_079464|KR817195|GIN|Macenta|2014-04-04	GIN	Macenta	8.583207633	-9.444264084	04/04/2014
EBOV|EM_079497|KR817196|GIN|Gueckedou|2014-04-07	GIN	Gueckedou	8.575846448	-10.062152	07/04/2014
EBOV|EM_079514|KR817197|GIN|Gueckedou|2014-04-10	GIN	Gueckedou	8.627771619	-10.19460556	10/04/2014
EBOV|EM_079517|KR817198|GIN|Gueckedou|2014-04-11	GIN	Gueckedou	8.597939236	-10.15841934	11/04/2014
EBOV|EM_079542|KR817199|GIN|Gueckedou|2014-04-12	GIN	Gueckedou	8.630236322	-10.19756893	12/04/2014
EBOV|EM_079549|KR817200|GIN|Gueckedou|2014-04-13	GIN	Gueckedou	8.496306032	-10.10929408	13/04/2014
EBOV|EM_079578|KR817201|GIN|Gueckedou|2014-04-18	GIN	Gueckedou	8.504961613	-10.10945532	18/04/2014
EBOV|EM_079587|KR817202|GIN|Gueckedou|2014-04-22	GIN	Gueckedou	8.573459221	-10.08642542	22/04/2014
EBOV|EM_079622|KR817203|GIN|Gueckedou|2014-04-28	GIN	Gueckedou	8.564892644	-10.17498252	28/04/2014
EBOV|EM_079630|KR817204|GIN|Gueckedou|2014-05-01	GIN	Gueckedou	8.551756385	-10.20016662	01/05/2014
EBOV|EM_079657|KR817205|GIN|Gueckedou|2014-05-07	GIN	Gueckedou	8.536413541	-10.1771796	07/05/2014
EBOV|EM_079659|KR817206|GIN|Gueckedou|2014-05-07	GIN	Gueckedou	8.607065562	-10.13351492	07/05/2014
EBOV|EM_079677|KR817207|GIN|Gueckedou|2014-05-10	GIN	Gueckedou	8.56477319	-10.12613517	10/05/2014
EBOV|EM_079681|KR817208|GIN|Gueckedou|2014-05-11	GIN	Gueckedou	8.576851434	-10.19904193	11/05/2014
EBOV|EM_079685|KR817209|GIN|Gueckedou|2014-05-11	GIN	Gueckedou	8.534963339	-10.14029623	11/05/2014
EBOV|EM_079702|KR817210|GIN|Gueckedou|2014-05-14	GIN	Gueckedou	8.620310485	-10.19923616	14/05/2014
EBOV|EM_079731|KR817211|GIN|Gueckedou|2014-05-18	GIN	Gueckedou	8.552047899	-10.20577851	18/05/2014
EBOV|EM_079749|KR817212|GIN|Gueckedou|2014-05-21	GIN	Gueckedou	8.556748918	-10.07091368	21/05/2014
EBOV|EM_079750|KR817213|GIN|Gueckedou|2014-05-21	GIN	Gueckedou	8.513755497	-10.17879412	21/05/2014
EBOV|EM_079753|KR817214|GIN|Gueckedou|2014-05-22	GIN	Gueckedou	8.556623062	-10.13362222	22/05/2014
EBOV|EM_079772|KR817215|GIN|Gueckedou|2014-05-24	GIN	Gueckedou	8.593375482	-10.15326008	24/05/2014
EBOV|EM_079775|KR817216|GIN|Gueckedou|2014-05-24	GIN	Gueckedou	8.629272235	-10.13332521	24/05/2014
EBOV|EM_079815|KR817217|GIN|Gueckedou|2014-05-28	GIN	Gueckedou	8.583415788	-10.1871265	28/05/2014
EBOV|EM_079859|KR817218|GIN|Gueckedou|2014-06-01	GIN	Gueckedou	8.622203311	-10.17239077	01/06/2014
EBOV|EM_079876|KR817219|GIN|Gueckedou|2014-06-05	GIN	Gueckedou	8.484497253	-10.12015631	05/06/2014
EBOV|EM_079880|KR817220|GIN|Gueckedou|2014-06-05	GIN	Gueckedou	8.575495311	-10.16434246	05/06/2014
EBOV|EM_079910|KR817221|GIN|Gueckedou|2014-06-09	GIN	Gueckedou	8.50138163	-10.1842563	09/06/2014
EBOV|EM_079911|KR817222|GIN|Gueckedou|2014-06-09	GIN	Gueckedou	8.633939412	-10.14878605	09/06/2014
EBOV|EM_079912|KR817223|GIN|Gueckedou|2014-06-09	GIN	Gueckedou	8.57930821	-10.19910501	09/06/2014
EBOV|EM_079913|KR817224|GIN|Gueckedou|2014-06-09	GIN	Gueckedou	8.583912198	-10.11901682	09/06/2014
EBOV|EM_079914|KR817225|GIN|Gueckedou|2014-06-10	GIN	Gueckedou	8.555411851	-10.15935262	10/06/2014
EBOV|EM_079915|KR817226|GIN|Gueckedou|2014-06-10	GIN	Gueckedou	8.595060889	-10.07884166	10/06/2014
EBOV|EM_079983|KR817227|SLE|Kailahun|2014-06-13	SLE	Kailahun	8.012816442	-10.90769177	13/06/2014
EBOV|EM_080003|KR817228|SLE|Kailahun|2014-06-14	SLE	Kailahun	7.958312078	-10.77153457	14/06/2014
EBOV|EM_080011|KR817229|SLE|Kailahun|2014-06-15	SLE	Kailahun	7.986160608	-10.89578891	15/06/2014
EBOV|EM_080063|KR817230|GIN|Gueckedou|2014-06-20	GIN	Gueckedou	8.632512755	-10.13067085	20/06/2014
EBOV|EM_080064|KR817231|LBR|Lofa|2014-06-20	LBR	Lofa	7.857992586	-10.11951493	20/06/2014
EBOV|EM_080065|KR817232|LBR|?|2014-06-20	LBR	Montserrado	6.262679487	-10.65916217	20/06/2014
EBOV|EM_080066|KR817233|LBR|?|2014-06-20	LBR	Lofa	7.891241783	-10.05959493	20/06/2014
EBOV|EM_080067|KR817234|LBR|?|2014-06-20	LBR	Montserrado	6.262083994	-10.63871337	20/06/2014
EBOV|EM_080076|KR817235|GIN|Gueckedou|2014-06-22	GIN	Gueckedou	8.515650595	-10.17245538	22/06/2014
EBOV|EM_080132|KR817236|SLE|Kailahun|2014-06-24	SLE	Kailahun	7.981871491	-10.77458233	24/06/2014
EBOV|EM_080141|KR817237|GIN|Gueckedou|2014-06-25	GIN	Gueckedou	8.511394697	-10.07521183	25/06/2014
EBOV|EM_080165|KR817238|SLE|Kailahun|2014-06-26	SLE	Kailahun	8.051218878	-10.82125664	26/06/2014
EBOV|EM_080193|KR817239|LBR|?|2014-06-29	LBR	Lofa	7.854327491	-10.02069798	29/06/2014
EBOV|EM_080213|KR817240|LBR|?|2014-07-03	LBR	Lofa	7.924879482	-10.11988116	03/07/2014
EBOV|EM_080223|KR817241|LBR|?|2014-07-04	LBR	Montserrado	6.247804037	-10.63801384	04/07/2014
EBOV|EM_080253|KR817242|GIN|Gueckedou|2014-07-10	GIN	Gueckedou	8.565755313	-10.19967901	10/07/2014
EBOV|EM_080261|KR817243|LBR|Lofa|2014-07-12	LBR	Lofa	7.884138298	-10.07547006	12/07/2014
EBOV|EM_080265|KR817244|SLE|Kailahun|2014-07-12	SLE	Kailahun	8.027015282	-10.77340467	12/07/2014
EBOV|EM_080269|KR817245|LBR|?|2014-07-12	LBR	Montserrado	6.259134428	-10.7211434	12/07/2014
EBOV|Gueckedou-C05|KJ660348|GIN|Gueckedou|2014-03-19	GIN	Gueckedou	8.595434196	-10.15846728	19/03/2014
EBOV|Gueckedou-C07|KJ660347|GIN|Gueckedou|2014-03-20	GIN	Gueckedou	8.616300652	-10.19364756	20/03/2014
EBOV|Kissidougou-C15|KJ660346|GIN|Kissidougou|2014-03-17	GIN	Kissidougou	9.174964327	-10.15574655	17/03/2014
EBOV|Goderich1|KT345616|SLE|WesternUrban|2015-02-19	SLE	WesternUrban	8.482078232	-13.32349281	19/02/2015
EBOV|Makona-Italy-INMI1|KP701371|SLE|WesternArea|2014-11-25	SLE	WesternRural	8.429104527	-13.17097664	25/11/2014
EBOV|1027|KR534577|GIN|Conakry|2014-09-18	GIN	Conakry	9.622258576	-13.59318062	18/09/2014
EBOV|1039|KR534578|GIN|Conakry|2014-09-19	GIN	Conakry	9.582717875	-13.62926187	19/09/2014
EBOV|1043|KR534527|GIN|Conakry|2014-09-19	GIN	Conakry	9.635877096	-13.58596284	19/09/2014
