taxa	country	location	latitude	longitude	collection_date
EBOV|1047|KR534528|GIN|Kindia|2014-09-20	GIN	Kindia	10.10724535	-12.89314392	20/09/2014
EBOV|1059|KR534529|GIN|Conakry|2014-09-21	GIN	Conakry	9.649827861	-13.52676934	21/09/2014
EBOV|1063|KR534530|GIN|Coyah|2014-09-21	GIN	Coyah	9.768749055	-13.43247811	21/09/2014
EBOV|1069|KR534531|GIN|Forecariah|2014-09-21	GIN	Forecariah	9.403429505	-13.14497036	21/09/2014
EBOV|1081|KR534532|GIN|Conakry|2014-09-22	GIN	Conakry	9.594407743	-13.63559118	22/09/2014
EBOV|1100||GIN|Conakry|2014-09-23	GIN	Conakry	9.64105102	-13.53775964	23/09/2014
EBOV|1104|KR534533|GIN|Dalaba|2014-09-24	GIN	Dalaba	10.90570972	-12.15667675	24/09/2014
EBOV|1105|KR534579|GIN|Conakry|2014-09-24	GIN	Conakry	9.607293338	-13.52861324	24/09/2014
EBOV|1116|KR534534|GIN|Dalaba|2014-09-24	GIN	Dalaba	10.90690507	-12.21318345	24/09/2014
EBOV|1120|KR534535|GIN|Conakry|2014-09-25	GIN	Conakry	9.566635234	-13.50255008	25/09/2014
EBOV|1121|KR534536|GIN|Conakry|2014-09-25	GIN	Conakry	9.591365203	-13.62166811	25/09/2014
EBOV|1128|KR534580|GIN|Conakry|2014-09-25	GIN	Conakry	9.682438674	-13.58041608	25/09/2014
EBOV|1129|KR534581|GIN|Conakry|2014-09-25	GIN	Conakry	9.672237595	-13.55169767	25/09/2014
EBOV|1149|KR534582|GIN|Conakry|2014-09-27	GIN	Conakry	9.554357248	-13.54511022	27/09/2014
EBOV|1193|KR534537|GIN|Conakry|2014-09-28	GIN	Conakry	9.624286574	-13.52350727	28/09/2014
EBOV|1205|KR534538|GIN|Conakry|2014-10-02	GIN	Conakry	9.60591576	-13.62834135	02/10/2014
EBOV|1210|KR534539|GIN|Conakry|2014-10-02	GIN	Conakry	9.677489444	-13.64135964	02/10/2014
EBOV|1211|KR534540|GIN|Dalaba|2014-10-02	GIN	Dalaba	10.91806497	-12.1206499	02/10/2014
EBOV|1213|KR534583|GIN|Conakry|2014-10-02	GIN	Conakry	9.565722074	-13.61070975	02/10/2014
EBOV|1215|KR534584|GIN|Conakry|2014-10-02	GIN	Conakry	9.596329859	-13.59026125	02/10/2014
EBOV|1249|KR534541|GIN|Conakry|2014-10-04	GIN	Conakry	9.696949163	-13.54864087	04/10/2014
EBOV|1250|KR534585|GIN|Conakry|2014-10-04	GIN	Conakry	9.6032501	-13.56032356	04/10/2014
EBOV|1274|KR534542|GIN|Coyah|2014-10-04	GIN	Coyah	9.692599805	-13.3705064	04/10/2014
EBOV|1277|KR534543|GIN|Coyah|2014-10-04	GIN	Coyah	9.650473971	-13.33328282	04/10/2014
EBOV|1278|KR534544|GIN|Coyah|2014-10-04	GIN	Coyah	9.674054163	-13.32405648	04/10/2014
EBOV|1279|KR534589|GIN|Coyah|2014-10-04	GIN	Coyah	9.637814032	-13.32907516	04/10/2014
EBOV|1283||GIN|Coyah|2014-10-04	GIN	Coyah	9.701642079	-13.43808953	04/10/2014
EBOV|1298|KR534545|GIN|Conakry|2014-10-06	GIN	Conakry	9.674989315	-13.4969277	06/10/2014
EBOV|1316|KR534546|GIN|Coyah|2014-10-07	GIN	Coyah	9.665357769	-13.37727135	07/10/2014
EBOV|1320|KR534590|GIN|Coyah|2014-10-07	GIN	Coyah	9.696634077	-13.43602559	07/10/2014
EBOV|1321|KR534547|GIN|Coyah|2014-10-07	GIN	Coyah	9.689527597	-13.33801399	07/10/2014
EBOV|1327|KR534591|GIN|Coyah|2014-10-07	GIN	Coyah	9.637742174	-13.37189009	07/10/2014
EBOV|1331|KR534548|GIN|Kerouane|2014-10-07	GIN	Kerouane	9.240955443	-9.291774587	07/10/2014
EBOV|1333|KR534549|GIN|Coyah|2014-10-07	GIN	Coyah	9.718513778	-13.37229408	07/10/2014
EBOV|1339|KR534550|GIN|Coyah|2014-10-08	GIN	Coyah	9.705674032	-13.43386068	08/10/2014
EBOV|1340|KR534551|GIN|Conakry|2014-10-08	GIN	Conakry	9.594370134	-13.58085867	08/10/2014
EBOV|1341||GIN|Coyah|2014-10-08	GIN	Coyah	9.70101327	-13.44863214	08/10/2014
EBOV|1342|KR534552|GIN|Conakry|2014-10-08	GIN	Conakry	9.570043579	-13.60087872	08/10/2014
EBOV|1355|KR534553|GIN|Coyah|2014-10-09	GIN	Coyah	9.76818026	-13.32806894	09/10/2014
EBOV|1365|KR534554|GIN|Forecariah|2014-10-09	GIN	Forecariah	9.505968905	-13.07843382	09/10/2014
EBOV|1371|KR534555|GIN|Conakry|2014-10-10	GIN	Conakry	9.568409798	-13.50870926	10/10/2014
EBOV|1374|KR534556|GIN|Coyah|2014-10-10	GIN	Coyah	9.783173868	-13.41559012	10/10/2014
EBOV|1394|KR534557|GIN|Coyah|2014-10-11	GIN	Coyah	9.683211388	-13.45390752	11/10/2014
EBOV|1436|KR534558|GIN|Coyah|2014-10-13	GIN	Coyah	9.679105768	-13.3426291	13/10/2014
EBOV|1445|KR534559|GIN|Conakry|2014-10-14	GIN	Conakry	9.637033496	-13.59127615	14/10/2014
EBOV|1454|KR534560|GIN|Conakry|2014-10-14	GIN	Conakry	9.676956863	-13.52537666	14/10/2014
EBOV|1480|KR534561|GIN|Conakry|2014-10-15	GIN	Conakry	9.57910066	-13.5220669	15/10/2014
EBOV|1481|KR534575|GIN|Conakry|2014-10-15	GIN	Conakry	9.604067935	-13.61034942	15/10/2014
EBOV|1491|KR534576|GIN|Conakry|2014-10-16	GIN	Conakry	9.64403259	-13.59149259	16/10/2014
EBOV|1551|KR534562|GIN|Conakry|2014-10-18	GIN	Conakry	9.69599033	-13.5819869	18/10/2014
EBOV|1561|KR534563|GIN|Conakry|2014-10-19	GIN	Conakry	9.693325171	-13.60296027	19/10/2014
EBOV|1567|KR534564|GIN|Forecariah|2014-10-18	GIN	Forecariah	9.488854282	-13.13427452	18/10/2014
EBOV|1568|KR534565|GIN|Forecariah|2014-10-18	GIN	Forecariah	9.390596214	-13.11739953	18/10/2014
EBOV|1571|KR534566|GIN|Forecariah|2014-10-20	GIN	Forecariah	9.429556787	-13.0726691	20/10/2014
EBOV|1622|KR534567|GIN|Nzerekore|2014-10-22	GIN	Nzerekore	7.746138438	-8.828079843	22/10/2014
EBOV|1623|KR534568|GIN|Forecariah|2014-10-24	GIN	Forecariah	9.368417402	-13.03877535	24/10/2014
EBOV|1648|KR534569|GIN|Kindia|2014-10-23	GIN	Kindia	10.02453271	-12.81108211	23/10/2014
EBOV|1651|KR534570|GIN|Conakry|2014-10-24	GIN	Conakry	9.554145127	-13.55826742	24/10/2014
EBOV|1652|KR534571|GIN|Coyah|2014-10-24	GIN	Coyah	9.680395467	-13.35864266	24/10/2014
EBOV|1686|KR534572|GIN|Coyah|2014-10-24	GIN	Coyah	9.767451555	-13.36455196	24/10/2014
EBOV|1689|KR534573|GIN|Coyah|2014-10-25	GIN	Coyah	9.778446699	-13.32927141	25/10/2014
EBOV|1690|KR534574|GIN|Coyah|2014-10-25	GIN	Coyah	9.660015663	-13.42646597	25/10/2014
EBOV|505|KR534507|GIN|Conakry|2014-07-24	GIN	Conakry	9.603345829	-13.50961382	24/07/2014
EBOV|507|KR534586|GIN|Conakry|2014-07-24	GIN	Conakry	9.681729028	-13.59404908	24/07/2014
EBOV|509|KR534508|GIN|Conakry|2014-07-24	GIN	Conakry	9.663726203	-13.63489223	24/07/2014
EBOV|517|KR534509|GIN|Siguiri|2014-07-24	GIN	Siguiri	11.39801452	-9.197985104	24/07/2014
EBOV|531|KR534510|GIN|Kouroussa|2014-07-27	GIN	Kouroussa	10.69439164	-9.927925324	27/07/2014
EBOV|573|KR534511|GIN|Conakry|2014-08-02	GIN	Conakry	9.660633286	-13.55837033	02/08/2014
EBOV|653|KR534514|GIN|Conakry|2014-08-15	GIN	Conakry	9.659397473	-13.52912106	15/08/2014
EBOV|657|KR534515|GIN|Conakry|2014-08-16	GIN	Conakry	9.629800798	-13.62187016	16/08/2014
EBOV|678|KR534516|GIN|Conakry|2014-08-19	GIN	Conakry	9.65194073	-13.55482013	19/08/2014
EBOV|684|KR534517|GIN|Conakry|2014-08-20	GIN	Conakry	9.588877105	-13.59468641	20/08/2014
EBOV|691|KR534518|GIN|Conakry|2014-08-21	GIN	Conakry	9.559484715	-13.57263857	21/08/2014
EBOV|701|KR534519|GIN|Conakry|2014-08-22	GIN	Conakry	9.64838683	-13.51658478	22/08/2014
EBOV|740|KR534520|GIN|Conakry|2014-08-26	GIN	Conakry	9.645973186	-13.49960165	26/08/2014
EBOV|742|KR534587|GIN|Conakry|2014-08-26	GIN	Conakry	9.573990266	-13.52562753	26/08/2014
EBOV|768|KR534588|GIN|Conakry|2014-08-27	GIN	Conakry	9.666476341	-13.57471847	27/08/2014
EBOV|786|KR534521|GIN|Conakry|2014-08-28	GIN	Conakry	9.670690842	-13.51932895	28/08/2014
EBOV|787|KR534522|GIN|Conakry|2014-08-28	GIN	Conakry	9.633224331	-13.6433783	28/08/2014
EBOV|789|KR534523|GIN|Dubreka|2014-08-29	GIN	Dubreka	10.12597692	-13.57692795	29/08/2014
EBOV|955|KR534524|GIN|Coyah|2014-09-11	GIN	Coyah	9.679924821	-13.37034966	11/09/2014
EBOV|976|KR534525|GIN|Conakry|2014-09-14	GIN	Conakry	9.672429063	-13.51084605	14/09/2014
EBOV|989|KR534526|GIN|Forecariah|2014-09-15	GIN	Forecariah	9.448914158	-13.11951906	15/09/2014
EBOV|Conakry_633|KR534512|GIN|Gueckedou|2014-08-12	GIN	Gueckedou	8.62593819	-10.11317702	12/08/2014
EBOV|Conakry_645|KR534513|GIN|Macenta|2014-08-14	GIN	Macenta	8.601260694	-9.423199346	14/08/2014
EBOV|Makona-Mali-DPR1|KP260799|GIN|?|2014-10-23	GIN	Beyla	8.927783009	-8.27349108	23/10/2014
EBOV|Makona-Mali-DPR2|KP260800|GIN|?|2014-11-12	GIN	Beyla	8.89049629	-8.238521471	12/11/2014
EBOV|Makona-UK1_1|KP184503|SLE|Kenema|2014-08-25	SLE	Kenema	7.790769083	-11.23125139	25/08/2014
EBOV|Makona-UK2|KP658432|SLE|WesternArea|2014-12-29	SLE	WesternUrban	8.477055123	-13.27788617	29/12/2014
EBOV|Makona-UK3|KR025228|SLE|WesternArea|2015-03-12	SLE	WesternUrban	8.50245993	-13.23792927	12/03/2015
EBOV|J0001|KP759636|SLE|WesternRural|2014-09-27	SLE	WesternRural	8.379164839	-13.13041782	27/09/2014
EBOV|J0002|KP759640|SLE|WesternUrban|2014-09-27	SLE	WesternUrban	8.430942445	-13.23844427	27/09/2014
EBOV|J0003|KP759651|SLE|PortLoko|2014-09-28	SLE	PortLoko	8.7105379	-12.59114764	28/09/2014
EBOV|J0004|KP759668|SLE|WesternRural|2014-09-28	SLE	WesternRural	8.492505812	-13.10486731	28/09/2014
EBOV|J0005|KP759628|SLE|WesternRural|2014-09-26	SLE	WesternRural	8.504487827	-13.20891013	26/09/2014
EBOV|J0006|KP759630|SLE|WesternRural|2014-09-28	SLE	WesternRural	8.374108063	-13.24217551	28/09/2014
EBOV|J0007|KP759631|SLE|WesternRural|2014-09-27	SLE	WesternRural	8.457047679	-13.13156699	27/09/2014
EBOV|J0008|KP759718|SLE|WesternUrban|2014-09-29	SLE	WesternUrban	8.484660571	-13.23502595	29/09/2014
EBOV|J0009|KP759734|SLE|PortLoko|2014-09-28	SLE	PortLoko	8.694764479	-12.4840557	28/09/2014
EBOV|J0010|KP759639|SLE|PortLoko|2014-09-28	SLE	PortLoko	8.696467587	-12.49635219	28/09/2014
EBOV|J0011|KP759641|SLE|PortLoko|2014-09-29	SLE	PortLoko	8.744888389	-12.47207216	29/09/2014
EBOV|J0012|KP759642|SLE|PortLoko|2014-09-29	SLE	PortLoko	8.686255289	-12.58305928	29/09/2014
EBOV|J0013|KP759643|SLE|PortLoko|2014-09-28	SLE	PortLoko	8.716556977	-12.576919	28/09/2014
EBOV|J0014|KP759740|SLE|PortLoko|2014-09-29	SLE	PortLoko	8.746634483	-12.52059883	29/09/2014
EBOV|J0015|KP759741|SLE|Bombali|2014-09-26	SLE	Bombali	8.84038909	-12.0544526	26/09/2014
EBOV|J0016|KP759742|SLE|WesternRural|2014-09-30	SLE	WesternRural	8.484793155	-13.21876176	30/09/2014
EBOV|J0017|KP759747|SLE|Bombali|2014-09-26	SLE	Bombali	8.913111509	-12.10799201	26/09/2014
EBOV|J0018|KP759644|SLE|WesternRural|2014-09-30	SLE	WesternRural	8.483648476	-13.21924438	30/09/2014
EBOV|J0019|KP759754|SLE|Bombali|2014-09-25	SLE	Bombali	8.860716317	-11.97512412	25/09/2014
EBOV|J0020|KP759755|SLE|Bombali|2014-09-25	SLE	Bombali	8.941019613	-12.03440633	25/09/2014
EBOV|J0021|KP759756|SLE|Bombali|2014-09-29	SLE	Bombali	8.825213276	-11.97043983	29/09/2014
EBOV|J0022|KP759757|SLE|Bombali|2014-09-25	SLE	Bombali	8.884256606	-12.03647362	25/09/2014
EBOV|J0023|KP759652|SLE|WesternRural|2014-10-01	SLE	WesternRural	8.451273209	-13.18444542	01/10/2014
EBOV|J0024|KP759663|SLE|WesternRural|2014-09-29	SLE	WesternRural	8.444353903	-13.10413823	29/09/2014
EBOV|J0025|KP759666|SLE|WesternRural|2014-10-02	SLE	WesternRural	8.516229303	-13.21369055	02/10/2014
EBOV|J0026|KP759670|SLE|Bombali|2014-10-02	SLE	Bombali	8.949715082	-12.04673797	02/10/2014
EBOV|J0027|KP759678|SLE|Bombali|2014-10-02	SLE	Bombali	8.91767478	-12.02652413	02/10/2014
EBOV|J0028|KP759683|SLE|Bombali|2014-10-02	SLE	Bombali	8.82677043	-12.05517179	02/10/2014
EBOV|J0029|KP759688|SLE|PortLoko|2014-09-29	SLE	PortLoko	8.725248549	-12.54035764	29/09/2014
EBOV|J0030|KP759606|SLE|PortLoko|2014-10-03	SLE	PortLoko	8.717328969	-12.56864546	03/10/2014
EBOV|J0031|KP759607|SLE|PortLoko|2014-10-03	SLE	PortLoko	8.718860703	-12.5307997	03/10/2014
EBOV|J0032|KP759691|SLE|PortLoko|2014-09-30	SLE	PortLoko	8.629960028	-12.46366293	30/09/2014
EBOV|J0033|KP759692|SLE|PortLoko|2014-10-03	SLE	PortLoko	8.635962718	-12.46863458	03/10/2014
EBOV|J0034|KP759608|SLE|PortLoko|2014-09-30	SLE	PortLoko	8.737553512	-12.48642515	30/09/2014
EBOV|J0035|KP759609|SLE|PortLoko|2014-10-01	SLE	PortLoko	8.668764722	-12.57941653	01/10/2014
EBOV|J0036|KP759694|SLE|PortLoko|2014-10-03	SLE	PortLoko	8.646597759	-12.59047458	03/10/2014
EBOV|J0037|KP759615|SLE|PortLoko|2014-10-03	SLE	PortLoko	8.619758882	-12.52471974	03/10/2014
EBOV|J0038|KP759618|SLE|PortLoko|2014-09-30	SLE	PortLoko	8.645707121	-12.46962408	30/09/2014
EBOV|J0039|KP759620|SLE|PortLoko|2014-10-03	SLE	PortLoko	8.644838238	-12.5009796	03/10/2014
EBOV|J0040|KP759629|SLE|WesternArea|2014-10-04	SLE	WesternRural	8.503156029	-13.13196947	04/10/2014
EBOV|J0041|KP759710|SLE|WesternArea|2014-10-04	SLE	WesternUrban	8.406865278	-13.22415295	04/10/2014
EBOV|J0042|KP759711|SLE|WesternRural|2014-10-04	SLE	WesternRural	8.485205391	-13.14213724	04/10/2014
EBOV|J0043|KP759712|SLE|WesternArea|2014-10-04	SLE	WesternRural	8.403449059	-13.23335397	04/10/2014
EBOV|J0044|KP759713|SLE|WesternRural|2014-10-05	SLE	WesternRural	8.423237714	-13.19198279	05/10/2014
EBOV|J0045|KP759714|SLE|WesternUrban|2014-10-05	SLE	WesternUrban	8.485831184	-13.21379712	05/10/2014
EBOV|J0046|KP759715|SLE|WesternRural|2014-10-07	SLE	WesternRural	8.457779158	-13.17458431	07/10/2014
EBOV|J0047|KP759632|SLE|WesternUrban|2014-10-05	SLE	WesternUrban	8.410920883	-13.28514631	05/10/2014
EBOV|J0048|KP759716|SLE|WesternRural|2014-10-05	SLE	WesternRural	8.483385601	-13.12235637	05/10/2014
EBOV|J0049|KP759717|SLE|PortLoko|2014-10-07	SLE	PortLoko	8.712492934	-12.60595178	07/10/2014
EBOV|J0050|KP759719|SLE|WesternUrban|2014-10-05	SLE	WesternUrban	8.424012487	-13.23537549	05/10/2014
EBOV|J0051|KP759633|SLE|WesternUrban|2014-10-07	SLE	WesternUrban	8.521630376	-13.22121509	07/10/2014
EBOV|J0052|KP759720|SLE|WesternUrban|2014-10-08	SLE	WesternUrban	8.422349288	-13.23560562	08/10/2014
EBOV|J0053|KP759721|SLE|WesternRural|2014-10-06	SLE	WesternRural	8.424319029	-13.24300886	06/10/2014
EBOV|J0054|KP759722|SLE|WesternRural|2014-10-06	SLE	WesternRural	8.520713117	-13.22111146	06/10/2014
EBOV|J0055|KP759723|SLE|PortLoko|2014-10-06	SLE	PortLoko	8.701506475	-12.56975585	06/10/2014
EBOV|J0056|KP759634|SLE|PortLoko|2014-10-08	SLE	PortLoko	8.722040359	-12.52449626	08/10/2014
EBOV|J0057|KP759635|SLE|PortLoko|2014-10-05	SLE	PortLoko	8.728194224	-12.55302307	05/10/2014
EBOV|J0058|KP759724|SLE|PortLoko|2014-10-08	SLE	PortLoko	8.672889804	-12.475722	08/10/2014
EBOV|J0059|KP759725|SLE|WesternRural|2014-10-08	SLE	WesternRural	8.466576864	-13.11053549	08/10/2014
EBOV|J0060|KP759726|SLE|WesternUrban|2014-10-06	SLE	WesternUrban	8.406244482	-13.31765456	06/10/2014
EBOV|J0061|KP759637|SLE|PortLoko|2014-10-10	SLE	PortLoko	8.695812091	-12.60918816	10/10/2014
EBOV|J0062|KP759727|SLE|PortLoko|2014-10-10	SLE	PortLoko	8.716404159	-12.492559	10/10/2014
EBOV|J0063|KP759638|SLE|PortLoko|2014-10-10	SLE	PortLoko	8.62879005	-12.47307906	10/10/2014
EBOV|J0064|KP759728|SLE|WesternUrban|2014-10-09	SLE	WesternUrban	8.499978363	-13.22247768	09/10/2014
EBOV|J0065|KP759729|SLE|WesternRural|2014-10-09	SLE	WesternRural	8.446650391	-13.10940824	09/10/2014
EBOV|J0066|KP759730|SLE|WesternArea|2014-10-10	SLE	WesternRural	8.471093401	-13.14524701	10/10/2014
EBOV|J0067|KP759731|SLE|PortLoko|2014-10-09	SLE	PortLoko	8.743045989	-12.55087945	09/10/2014
EBOV|J0068|KP759732|SLE|WesternRural|2014-10-09	SLE	WesternRural	8.398677146	-13.10742921	09/10/2014
EBOV|J0069|KP759733|SLE|WesternRural|2014-10-09	SLE	WesternRural	8.455255906	-13.1017122	09/10/2014
EBOV|J0070|KP759735|SLE|PortLoko|2014-10-09	SLE	PortLoko	8.642453674	-12.46829037	09/10/2014
EBOV|J0071|KP759736|SLE|PortLoko|2014-10-09	SLE	PortLoko	8.668550584	-12.60158904	09/10/2014
EBOV|J0072|KP759737|SLE|PortLoko|2014-10-09	SLE	PortLoko	8.683825118	-12.56792733	09/10/2014
EBOV|J0073|KP759738|SLE|PortLoko|2014-10-12	SLE	PortLoko	8.651898008	-12.60918193	12/10/2014
EBOV|J0074|KP759739|SLE|WesternRural|2014-10-13	SLE	WesternRural	8.461786706	-13.18126064	13/10/2014
EBOV|J0075|KP759743|SLE|WesternRural|2014-10-17	SLE	WesternRural	8.505598269	-13.2391864	17/10/2014
EBOV|J0076|KP759744|SLE|WesternRural|2014-10-17	SLE	WesternRural	8.466225758	-13.17228952	17/10/2014
EBOV|J0077|KP759745|SLE|WesternRural|2014-10-17	SLE	WesternRural	8.482516488	-13.18076002	17/10/2014
EBOV|J0078|KP759746|SLE|WesternUrban|2014-10-18	SLE	WesternUrban	8.416376685	-13.26539019	18/10/2014
EBOV|J0079|KP759748|SLE|WesternRural|2014-10-16	SLE	WesternRural	8.400966888	-13.15673048	16/10/2014
EBOV|J0080|KP759749|SLE|PortLoko|2014-10-18	SLE	PortLoko	8.670188941	-12.53205124	18/10/2014
EBOV|J0081|KP759750|SLE|WesternRural|2014-10-16	SLE	WesternRural	8.48689845	-13.11744567	16/10/2014
EBOV|J0082|KP759751|SLE|WesternRural|2014-10-16	SLE	WesternRural	8.422549686	-13.18436429	16/10/2014
EBOV|J0083|KP759752|SLE|PortLoko|2014-10-18	SLE	PortLoko	8.699811856	-12.54109804	18/10/2014
EBOV|J0084|KP759753|SLE|PortLoko|2014-10-16	SLE	PortLoko	8.751686416	-12.52806059	16/10/2014
EBOV|J0085|KP759645|SLE|PortLoko|2014-10-17	SLE	PortLoko	8.733235793	-12.50642235	17/10/2014
EBOV|J0086|KP759646|SLE|WesternRural|2014-10-23	SLE	WesternRural	8.394278403	-13.22910714	23/10/2014
EBOV|J0087|KP759647|SLE|PortLoko|2014-10-23	SLE	PortLoko	8.621676558	-12.49988456	23/10/2014
EBOV|J0088|KP759648|SLE|PortLoko|2014-10-20	SLE	PortLoko	8.676783078	-12.59697289	20/10/2014
EBOV|J0089|KP759758|SLE|WesternArea|2014-10-23	SLE	WesternRural	8.420817761	-13.15994126	23/10/2014
EBOV|J0090|KP759649|SLE|WesternUrban|2014-10-23	SLE	WesternUrban	8.532791058	-13.21318043	23/10/2014
EBOV|J0091|KP759759|SLE|WesternArea|2014-10-25	SLE	WesternRural	8.404237858	-13.22292335	25/10/2014
EBOV|J0092|KP759650|SLE|WesternRural|2014-10-25	SLE	WesternRural	8.39831755	-13.12548628	25/10/2014
EBOV|J0093|KP759760|SLE|WesternRural|2014-10-24	SLE	WesternRural	8.489034553	-13.11241384	24/10/2014
EBOV|J0094|KP759761|SLE|WesternRural|2014-10-27	SLE	WesternRural	8.518562186	-13.14765926	27/10/2014
EBOV|J0095|KP759653|SLE|WesternUrban|2014-10-27	SLE	WesternUrban	8.454727392	-13.3105274	27/10/2014
EBOV|J0096|KP759654|SLE|WesternUrban|2014-10-27	SLE	WesternUrban	8.488902376	-13.27843763	27/10/2014
EBOV|J0097|KP759762|SLE|WesternRural|2014-10-28	SLE	WesternRural	8.448334349	-13.17179071	28/10/2014
EBOV|J0098|KP759763|SLE|WesternRural|2014-10-28	SLE	WesternRural	8.406870876	-13.21921135	28/10/2014
EBOV|J0099|KP759764|SLE|Kambia|2014-10-28	SLE	Kambia	9.139731072	-12.91349659	28/10/2014
EBOV|J0100|KP759655|SLE|Kambia|2014-10-26	SLE	Kambia	9.196606755	-12.86023209	26/10/2014
EBOV|J0101|KP759656|SLE|PortLoko|2014-10-29	SLE	PortLoko	8.754162392	-12.47383061	29/10/2014
EBOV|J0102|KP759657|SLE|PortLoko|2014-10-27	SLE	PortLoko	8.753757787	-12.55353388	27/10/2014
EBOV|J0103|KP759658|SLE|PortLoko|2014-10-29	SLE	PortLoko	8.675673502	-12.57357051	29/10/2014
EBOV|J0104|KP759765|SLE|PortLoko|2014-10-29	SLE	PortLoko	8.716909453	-12.5898992	29/10/2014
EBOV|J0105|KP759766|SLE|PortLoko|2014-10-29	SLE	PortLoko	8.723612793	-12.59283718	29/10/2014
EBOV|J0106|KP759767|SLE|WesternRural|2014-10-28	SLE	WesternRural	8.444229519	-13.16404041	28/10/2014
EBOV|J0107|KP759768|SLE|WesternUrban|2014-10-29	SLE	WesternUrban	8.515136657	-13.21033754	29/10/2014
EBOV|J0108|KP759659|SLE|WesternRural|2014-10-28	SLE	WesternRural	8.410368238	-13.18198703	28/10/2014
EBOV|J0109|KP759594|SLE|WesternUrban|2014-10-31	SLE	WesternUrban	8.539580156	-13.26769781	31/10/2014
EBOV|J0110|KP759660|SLE|WesternUrban|2014-10-31	SLE	WesternUrban	8.491662733	-13.28513162	31/10/2014
EBOV|J0111|KP759595|SLE|WesternUrban|2014-10-30	SLE	WesternUrban	8.462194691	-13.28701205	30/10/2014
EBOV|J0112|KP759661|SLE|WesternArea|2014-10-31	SLE	WesternUrban	8.428774173	-13.20852594	31/10/2014
EBOV|J0113|KP759662|SLE|WesternUrban|2014-10-30	SLE	WesternUrban	8.447957367	-13.24805393	30/10/2014
EBOV|J0114|KP759596|SLE|PortLoko|2014-10-29	SLE	PortLoko	8.648204658	-12.47935724	29/10/2014
EBOV|J0115|KP759597|SLE|PortLoko|2014-10-29	SLE	PortLoko	8.613323096	-12.49786737	29/10/2014
EBOV|J0116|KP759664|SLE|WesternRural|2014-10-30	SLE	WesternRural	8.460279099	-13.22251242	30/10/2014
EBOV|J0117|KP759665|SLE|WesternRural|2014-10-31	SLE	WesternRural	8.46430771	-13.12981219	31/10/2014
EBOV|J0118|KP759598|SLE|WesternRural|2014-10-31	SLE	WesternRural	8.430356479	-13.19252085	31/10/2014
EBOV|J0119|KP759667|SLE|WesternUrban|2014-10-30	SLE	WesternUrban	8.487699853	-13.33118178	30/10/2014
EBOV|J0120|KP759599|SLE|WesternRural|2014-10-30	SLE	WesternRural	8.449064576	-13.18652211	30/10/2014
EBOV|J0121|KP759669|SLE|WesternUrban|2014-10-29	SLE	WesternUrban	8.547652352	-13.32901945	29/10/2014
EBOV|J0122|KP759671|SLE|WesternUrban|2014-10-29	SLE	WesternUrban	8.473182439	-13.2901596	29/10/2014
EBOV|J0123|KP759672|SLE|WesternRural|2014-11-01	SLE	WesternRural	8.519079205	-13.15977996	01/11/2014
EBOV|J0124|KP759673|SLE|WesternArea|2014-11-02	SLE	WesternUrban	8.409121772	-13.24456836	02/11/2014
EBOV|J0125|KP759674|SLE|WesternRural|2014-10-31	SLE	WesternRural	8.500796979	-13.23710977	31/10/2014
EBOV|J0126|KP759675|SLE|WesternRural|2014-10-31	SLE	WesternRural	8.399543674	-13.18776928	31/10/2014
EBOV|J0127|KP759676|SLE|WesternUrban|2014-10-30	SLE	WesternUrban	8.412764341	-13.209157	30/10/2014
EBOV|J0128|KP759677|SLE|WesternUrban|2014-10-31	SLE	WesternUrban	8.508051099	-13.19455326	31/10/2014
EBOV|J0129|KP759600|SLE|WesternUrban|2014-11-02	SLE	WesternUrban	8.460843169	-13.21906524	02/11/2014
EBOV|J0130|KP759679|SLE|PortLoko|2014-11-02	SLE	PortLoko	8.73406597	-12.53283597	02/11/2014
EBOV|J0131|KP759680|SLE|PortLoko|2014-10-30	SLE	PortLoko	8.72630519	-12.55102	30/10/2014
EBOV|J0132|KP759601|SLE|WesternUrban|2014-11-02	SLE	WesternUrban	8.421849983	-13.33258473	02/11/2014
EBOV|J0133|KP759681|SLE|WesternRural|2014-10-31	SLE	WesternRural	8.402803873	-13.10374149	31/10/2014
EBOV|J0134|KP759682|SLE|WesternRural|2014-10-31	SLE	WesternRural	8.509246728	-13.16823752	31/10/2014
EBOV|J0135|KP759602|SLE|WesternRural|2014-11-03	SLE	WesternRural	8.494473383	-13.12077434	03/11/2014
EBOV|J0136|KP759684|SLE|WesternRural|2014-11-01	SLE	WesternRural	8.432135235	-13.13189179	01/11/2014
EBOV|J0137|KP759685|SLE|WesternRural|2014-11-01	SLE	WesternRural	8.404274301	-13.14995941	01/11/2014
EBOV|J0138|KP759686|SLE|WesternUrban|2014-11-01	SLE	WesternUrban	8.545918721	-13.26704254	01/11/2014
EBOV|J0139|KP759687|SLE|WesternUrban|2014-10-30	SLE	WesternUrban	8.479647615	-13.32349573	30/10/2014
EBOV|J0140|KP759603|SLE|WesternRural|2014-10-30	SLE	WesternRural	8.429549776	-13.15117513	30/10/2014
EBOV|J0141|KP759689|SLE|WesternRural|2014-11-04	SLE	WesternRural	8.388519593	-13.13945656	04/11/2014
EBOV|J0142|KP759690|SLE|WesternUrban|2014-11-03	SLE	WesternUrban	8.46217213	-13.29898734	03/11/2014
