# BEAST v1.8.3
# Generated Wed Jul 26 13:02:49 BST 2017 [seed=1501070568031]
# -beagle IVA_PB1.xml
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(human)	tmrca(swine)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	human.rate	swine.rate	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
11000	-33746.744728511316	-524.3551903172306	-33222.38953819408	95.54358566275866	94.27210807813523	80.66453166027433	22.74306373335445	13.26192099295203	0.3111494752900796	0.21783277210126684	0.2047753493526375	0.26624240325601606	0.005835027995293781	0.0012786336336924437	0.0020769585086649663	0.0042649578414575215	0.5084057768622814	0.9892448136811355	-33222.38953819408	0.0	-517.1818364027248
12000	-33594.94101375161	-527.6067658387691	-33067.33424791284	95.69418469287383	94.31177163995261	80.698470040387	28.025713332862594	13.056682913944654	0.31740780521984746	0.21093204482569758	0.20487959817883958	0.2667805517756153	0.005418439484641994	0.001350231895621998	0.0021855709929341025	0.0040889710431099595	0.472358128682442	0.9895701869302712	-33067.33424791284	0.0	-520.4225033366553
13000	-33333.50585937855	-531.3187366132829	-32802.18712276527	94.86893404921067	94.31177163995261	81.84236180932625	23.557425086911998	13.713054677055077	0.31333087063209086	0.21084374154301275	0.2104324899817365	0.26539289784315984	0.0053253099122062145	0.0014190243915618715	0.0020917301799150364	0.004024903030780277	0.46646573074924	0.9892128011106678	-32802.18712276527	0.0	-524.2212312417186
14000	-33107.76382210879	-537.6461755114904	-32570.1176465973	95.92764547794447	95.87973369188492	81.62532506723898	29.74489578369126	13.713054677055077	0.31377693026891207	0.2123472898294463	0.21021611986227362	0.26365966003936797	0.005113833102773732	0.001236227359638585	0.0024760801405737894	0.003950404640653525	0.4489011546563772	0.990854228648538	-32570.1176465973	0.0	-530.3568134032113
15000	-33028.4879018268	-539.0739887568702	-32489.413913069926	95.92764547794447	94.29529846483892	81.66039734772278	28.14834025793937	13.244643025964814	0.31779855843998367	0.21406182572504823	0.20202870255957414	0.266110913275394	0.004967765117054456	0.0011218691718160058	0.0022134415471499217	0.00381208468007633	0.47106552339086105	0.99044495647339	-32489.413913069926	0.0	-532.196034065476
16000	-32691.60312743566	-547.7345126798289	-32143.868614755833	97.73437851497563	94.54321972389212	81.40544527736766	33.692100526510124	12.682499298729862	0.32224793475954105	0.21030342858644263	0.20524074395519534	0.26220789269882094	0.004697542509434573	0.0013353226247368307	0.002332632501509778	0.0037139122582929623	0.4202654647887835	0.9905903008435797	-32143.868614755833	0.0	-540.6512597218169
17000	-32214.09125176757	-559.0575448024822	-31655.03370696509	98.63271650511678	95.22960818023334	79.90971071188666	32.22724465554592	13.770515861162568	0.31362415884228384	0.21030342858644263	0.20925797933368417	0.26681443323758935	0.0041678330740409055	0.0012820213919756014	0.002164001027252006	0.003348019918831149	0.4001653830559176	0.9906928972200453	-31655.03370696509	0.0	-552.3029921558547
18000	-31887.97793999087	-572.8888279150359	-31315.089112075835	100.740080388209	95.5743106624881	82.88695257339002	38.78973444964262	14.290698536632812	0.3254753152482255	0.21308782935120799	0.2052685856754524	0.2561682697251142	0.0038127259584162234	0.001284630691852256	0.0020146618335324966	0.003100104822345414	0.3812536743852254	0.9905009996694565	-31315.089112075835	0.0	-566.111040380161
19000	-31681.01054276151	-594.7836511160315	-31086.226891645478	101.47921745498098	95.34088247045665	82.66853548669981	49.78066749420018	14.189143053024203	0.32546257099557857	0.20084214597267686	0.2047770814755327	0.2689182015562119	0.003616572823168234	0.0012536144210495807	0.002125480987059531	0.0030036431115964533	0.3595545713091688	0.9914187020056814	-31086.226891645478	0.0	-587.7231440109615
20000	-31396.403461224196	-600.8093200886981	-30795.594141135498	109.99401173028416	94.83033242865343	82.70671277207641	37.97720500694324	13.281600274084747	0.31578866613280937	0.20567784561467933	0.21475365729933538	0.2637798309531759	0.0032817764884435683	0.001179757850941361	0.001995436015788574	0.0027661568190814074	0.34746538471798083	0.9803686428404204	-30795.594141135498	0.0	-594.5108098179578
