state	joint	prior	likelihood	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	doublingTime	R0	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
22500000	-54521.87407779088	-2532.6199163547503	-51989.25416143613	0.3212977265623224	2020.6759700330006	61.87591463875232	900.4284701185736	34.41933552962797	7.350482425397205	1.7139807229285815	7.4279819677276695	0.29899915756321804	0.17803115024543564	0.19264495437094592	0.33032473782039895	0.019046443991779415	5.551491986821161E-4	5.551491986821176E-4	-51989.25416143613	0.0	-2516.546915615072
23000000	-54437.675221116195	-2455.1393386296954	-51982.535882486496	0.30473998519158213	2020.6925277743712	61.437493693414844	955.5991485644453	35.567472662547175	7.113204902264243	1.7415635977058421	8.194116300691459	0.29558189312695216	0.18059612872229594	0.19123132072852322	0.33259065742222726	0.012034071265587677	5.716757864478678E-4	5.716757864478698E-4	-51982.535882486496	0.0	-2438.7709078949492
23500000	-54455.02055800053	-2497.958728105161	-51957.06182989536	0.31033219839846476	2020.6869355611643	61.08800478018927	752.3059975511304	34.34544007043851	7.366297254759556	1.7122139672781285	7.471117931257725	0.2937767176606404	0.1791637199231254	0.1972890390302553	0.3297705233859771	0.11214525529253475	5.603160053437108E-4	5.603160053437117E-4	-51957.06182989536	0.0	-2482.0074945458155
24000000	-54400.19541347953	-2451.916959628637	-51948.27845385089	0.3178575733800219	2020.6794101861828	59.346551005197284	615.9279571343777	33.24538375403624	7.610040623268909	1.6860344241613892	6.808003482507431	0.29270675162194915	0.18136826785662843	0.19244264372211262	0.3334823367993081	0.027215399252207107	5.822991103297841E-4	5.822991103297869E-4	-51948.27845385089	0.0	-2436.5990697963084
24500000	-54460.215713748985	-2483.006811939841	-51977.20890180914	0.3144519048498276	2020.682815854713	61.4902507363603	1124.031424117324	36.38804418735556	6.952798001501115	1.761429465610017	6.955445509881175	0.28910386595610266	0.17911956945931426	0.19247803137241476	0.3392985332121667	0.07310265175020436	5.831991955655573E-4	5.831991955655584E-4	-51977.20890180914	0.0	-2466.4381760884053
25000000	-54538.43407436992	-2579.7890532117012	-51958.64502115822	0.3387233652009553	2020.658544394362	65.24406674802132	968.9856934292918	34.33735374905857	7.368031990855338	1.7120206950439132	7.661294492879427	0.29299598242855734	0.17925923395800503	0.18982767235685855	0.33791711125657775	0.011545555567631798	5.568373715428853E-4	5.568373715428846E-4	-51958.64502115822	0.0	-2563.5618850947217
25500000	-54434.38255937865	-2488.0547131838907	-51946.32784619476	0.34050174507648534	2020.6567660144865	59.32910627709456	460.23777690380837	31.263422686438137	8.092483137303107	1.6394407901778296	7.210679485724697	0.29473746937488166	0.17658440018287222	0.1907141698361936	0.3379639606060511	0.03660545509740696	5.645964004985182E-4	5.64596400498516E-4	-51946.32784619476	0.0	-2473.1087123629363
26000000	-54456.441542857254	-2485.686992479011	-51970.754550378246	0.31084278218015254	2020.6864249773828	59.80895859109425	803.6759030578461	34.90434715958983	7.248344160331032	1.72560233234191	7.796502012444896	0.29504716247434887	0.17842952349673605	0.19335808353493497	0.3331652304939787	0.08864632078968013	5.753034311743686E-4	5.753034311743673E-4	-51970.754550378246	0.0	-2469.565055885452
26500000	-54533.84928494466	-2578.701668468645	-51955.14761647602	0.3062878807794459	2020.6909798787835	63.44483625600391	1251.2702842646586	35.72981776934358	7.0808847259628225	1.7454838480638284	7.922165149776	0.29808499006779693	0.18003036915843976	0.18743430140922582	0.33445033936453605	0.055847690343288264	5.218434539672523E-4	5.218434539672518E-4	-51955.14761647602	0.0	-2561.7999233383516
27000000	-54442.35496846548	-2479.765949461772	-51962.58901900371	0.31926814401946635	2020.6779996155435	60.97547781020455	856.5765119096674	34.6099991124638	7.3099892341017085	1.7185440216703358	6.827840907508382	0.29184860760409637	0.180324297529351	0.19058334125407764	0.33724375361247383	0.014494186149198002	5.521354486243665E-4	5.521354486243644E-4	-51962.58901900371	0.0	-2463.926126612236
