lab-id,country,admin1
EM_079408,GIN,Gueckedou
EM_079412,GIN,Gueckedou
EM_079450,LBR,?
EM_079464,GIN,Macenta
EM_079630,GIN,Gueckedou
EM_079681,GIN,Gueckedou
EM_079749,GIN,Gueckedou
EM_079772,GIN,Gueckedou
EM_079753,GIN,Gueckedou
EM_079677,GIN,Gueckedou
EM_079915,GIN,Gueckedou
EM_079685,GIN,Gueckedou
EM_079731,GIN,Gueckedou
EM_079702,GIN,Gueckedou
EM_080076,GIN,Gueckedou
EM_079657,GIN,Gueckedou
EM_079659,GIN,Gueckedou
EM_079622,GIN,Gueckedou
EM_079404,GIN,Gueckedou
EM_079405,GIN,Gueckedou
EM_079444,GIN,Kissidougou
EM_079578,GIN,Gueckedou
EM_079587,GIN,Gueckedou
EM_079514,GIN,Gueckedou
1551,GIN,Conakry
PL7626,SLE,PortLoko
PL7577,SLE,PortLoko
PL7801,SLE,PortLoko
EM_079497,GIN,Gueckedou
EM_079914,GIN,Gueckedou
EM_079911,GIN,Gueckedou
EM_079910,GIN,Gueckedou
EM_079913,GIN,Gueckedou
EM_079912,GIN,Gueckedou
EM_080141,GIN,Gueckedou
EM_080063,GIN,Gueckedou
531,GIN,Kouroussa
517,GIN,Siguiri
EM_074354,GIN,Gueckedou
EM_074335,?,?
EM_079859,GIN,Gueckedou
EM_079815,GIN,Gueckedou
EM_079775,GIN,Gueckedou
EM_079750,GIN,Gueckedou
LIBR10144,LBR,?
LIBR0286,LBR,GrandCapeMount
CDC-NIH-3832,LBR,GrandCapeMount
LIBR0284,LBR,GrandCapeMount
LIBR10103,LBR,Nimba
LIBR10148,LBR,Nimba
LIBR10076,LBR,?
LIBR10169,LBR,?
LIBR10035,LBR,GrandBassa
LIBR10261,LBR,Sinoe
LIBR0176,LBR,Montserrado
LIBR0063,LBR,Montserrado
LIBR0503,LBR,Sinoe
LIBR0505,LBR,Sinoe
LIBR10252,LBR,GrandKru
LIBR10154,LBR,Montserrado
CDC-NIH-3878,LBR,Montserrado
CDC-NIH-2984,LBR,Montserrado
LIBR10137,LBR,?
LIBR10036,LBR,?
LIBR10151,LBR,?
LIBR10110,LBR,?
LIBR10251,LBR,GrandKru
LIBR10136,LBR,?
LIBR0118,LBR,Bomi
LIBR0067,LBR,Bomi
LIBR10224,LBR,Montserrado
LIBR10040,LBR,?
LIBR10042,LBR,?
EM_074462,?,?
EM_000457,GIN,Macenta
EM_075435,GIN,Kerouane
1120,GIN,Conakry
691,GIN,Conakry
789,GIN,Dubreka
1321,GIN,Coyah
1561,GIN,Conakry
1340,GIN,Conakry
1622,GIN,Nzerekore
1623,GIN,Forecariah
1568,GIN,Forecariah
1121,GIN,Conakry
1274,GIN,Coyah
1355,GIN,Coyah
1210,GIN,Conakry
1445,GIN,Conakry
1342,GIN,Conakry
1339,GIN,Coyah
Conakry_633,GIN,Gueckedou
EM_076615,GIN,Macenta
LIBR10055,LBR,Bomi
EM_078683,GIN,Kerouane
LIBR10050,LBR,?
LIBR10061,LBR,Montserrado
EM_074822,LBR,Lofa
EM_074821,LBR,Lofa
EM_075076,GIN,Gueckedou
Conakry_645,GIN,Macenta
CDC-NIH-686,LBR,Margibi
LIBR10062,LBR,?
LIBR10204,LBR,?
1481,GIN,Conakry
1454,GIN,Conakry
EM_076191,GIN,Macenta
1491,GIN,Conakry
EM_076335,GIN,Kerouane
EM_076334,GIN,Kerouane
EM_078639,GIN,Kankan
EM_078670,GIN,Kankan
1394,GIN,Coyah
EM_078415,GIN,Faranah
EM_004494,GIN,Faranah
EM_004481,GIN,Faranah
EM_078416,GIN,Faranah
EM_078638,GIN,Kankan
EM_076383,GIN,Kerouane
EM_078556,GIN,Kankan
EM_078656,GIN,Kouroussa
EM_076192,GIN,Macenta
1063,GIN,Coyah
1205,GIN,Conakry
1480,GIN,Conakry
EM_075373,GIN,Macenta
EM_075929,GIN,Beyla
EM_075930,GIN,Beyla
Makona-Mali-DPR2,GIN,?
EM_075447,GIN,Macenta
EM_075928,GIN,Beyla
EM_075931,GIN,Beyla
Makona-Mali-DPR1,GIN,?
EM_074548,LBR,Lofa
LIBR10248,LBR,?
CDC-NIH-272,LBR,Montserrado
LIBR10100,LBR,?
LIBR0073,LBR,GrandBassa
LIBR0059,LBR,RiverCess
LIBR0058,LBR,RiverCess
LIBR0071,LBR,GrandBassa
LIBR10156,LBR,GrandBassa
LIBR0114,LBR,GrandBassa
LIBR0350,LBR,Montserrado
CDC-NIH-3827,LBR,Montserrado
LIBR0093,LBR,Montserrado
LIBR0116,LBR,GrandBassa
LIBR0115,LBR,GrandBassa
LIBR10172,LBR,?
LIBR10226,LBR,Montserrado
LIBR10022,LBR,?
LIBR10128,LBR,Montserrado
LIBR10155,LBR,GrandBassa
LIBR10279,LBR,Montserrado
LIBR10223,LBR,Montserrado
CDC-NIH-2303,LBR,Montserrado
LIBR0624,LBR,Montserrado
LIBR0622,LBR,Montserrado
LIBR0160,LBR,Montserrado
LIBR0112,LBR,Montserrado
LIBR10196,LBR,?
LIBR0168,LBR,Bomi
EM_001101,GIN,Macenta
EM_000028,GIN,Macenta
EM_000218,GIN,Macenta
EM_074785,GIN,Macenta
EM_076138,GIN,Gueckedou
EM_000127,GIN,Gueckedou
EM_000502,GIN,Macenta
EM_076951,GIN,Lola
EM_076193,GIN,Nzerekore
EM_076533,GIN,Macenta
EM_076534,GIN,Macenta
EM_078654,GIN,Macenta
EM_078608,GIN,Macenta
EM_000982,GIN,Macenta
EM_076610,GIN,Nzerekore
1371,GIN,Conakry
EM_001102,GIN,Lola
EM_000501,GIN,Macenta
EM_000983,GIN,Macenta
EM_000925,GIN,Macenta
EM_000015,GIN,Macenta
EM_000027,GIN,?
EM_076322,GIN,Macenta
PL8429,SLE,PortLoko
1211,GIN,Dalaba
1279,GIN,Coyah
EM_074351,LBR,Lofa
G3800,SLE,Kailahun
DML24606,SLE,Kono
LIBR10093,LBR,Nimba
KT5317,SLE,WesternRural
EM_080193,LBR,?
EM_079983,SLE,Kailahun
EM_080011,SLE,Kailahun
EM_080066,LBR,?
EM_080132,SLE,Kailahun
EM_000500,GIN,Macenta
EM_080253,GIN,Gueckedou
1213,GIN,Conakry
1193,GIN,Conakry
1047,GIN,Kindia
1648,GIN,Kindia
LIBR10051,LBR,?
G4973.1,SLE,?
PL4736,SLE,Kambia
490_EMLH,SLE,?
491_EMLH,SLE,?
75674_EMLH,SLE,WesternUrban
77524_EMLK,SLE,?
567_EMLH,SLE,?
592_EMLH,SLE,?
J0135,SLE,WesternRural
77529_EMLK,SLE,?
J0016,SLE,WesternRural
MK0867,SLE,?
MK0866,SLE,?
77551_EMLK,SLE,?
77572_EMLK,SLE,?
MK0865,SLE,?
MK0464,SLE,?
PL1387,SLE,PortLoko
J0051,SLE,WesternUrban
KT5022,SLE,WesternRural
J0054,SLE,WesternRural
J0137,SLE,WesternRural
DML24708,SLE,Kono
14846_EMLK,SLE,Kambia
14743_EML,SLE,Kambia
PL6656,SLE,PortLoko
PL7429,SLE,PortLoko
PL7451,SLE,PortLoko
PL7834,SLE,PortLoko
PL7709,SLE,PortLoko
PL7401,SLE,PortLoko
PL7375,SLE,PortLoko
PL7136b,SLE,PortLoko
PL7055,SLE,PortLoko
PL8172,SLE,PortLoko
PL7678,SLE,PortLoko
PL7605,SLE,PortLoko
PL7604,SLE,PortLoko
PL7685,SLE,PortLoko
PL7773,SLE,?
PL7496,SLE,PortLoko
PL7820,SLE,PortLoko
PL7792,SLE,PortLoko
PL7946,SLE,PortLoko
PL7551,SLE,PortLoko
PL7511,SLE,PortLoko
PL7053,SLE,PortLoko
PL7775,SLE,?
PL7689,SLE,PortLoko
15000_EMLK,SLE,Kambia
PL7376,SLE,PortLoko
15674_EMLK,SLE,Kambia
PL7947,SLE,PortLoko
15373_EMLK,SLE,Kambia
15360_EMLK,SLE,Kambia
PL8896,SLE,PortLoko
PL8780,SLE,PortLoko
PL8630,SLE,PortLoko
PL8310,SLE,PortLoko
PL9192,SLE,PortLoko
PL9199,SLE,PortLoko
PL9150,SLE,PortLoko
PL8128,SLE,PortLoko
15327_EMLK,SLE,Kambia
PL7774,SLE,?
15470_EMLK,SLE,Kambia
15661_EMLK,SLE,Kambia
15207R_EMLK,SLE,Kambia
15543_EMLK,SLE,Kambia
KT7095,SLE,Kambia
20547_EMLK,SLE,Kambia
020484_EMLK,SLE,Kambia
20524_EMLK,SLE,Kambia
020380_EMLK,SLE,Kambia
20525_EMLK,SLE,Kambia
19560R_EMLK,SLE,Kambia
19521_EMLK,SLE,Kambia
15421_EMLK,SLE,Kambia
15349_EMLK,SLE,Kambia
15338_EMLK,SLE,Kambia
15438R_EMLK,SLE,Kambia
15686_EMLK,SLE,Kambia
15314_EMLK,SLE,Kambia
15274_EMLK,SLE,Kambia
15323_EMLK,SLE,Kambia
PL6049,SLE,Kambia
PL4483,SLE,Kambia
PL4865,SLE,Kambia
PL4866,SLE,Kambia
PL4864,SLE,Kambia
PL5157,SLE,PortLoko
PL5025,SLE,Kambia
PL4763,SLE,Kambia
PL4226,SLE,Kambia
J0099,SLE,Kambia
J0092,SLE,WesternRural
G6012.1,SLE,?
J0053,SLE,WesternRural
77577_EMLK,SLE,WesternUrban
77578_EMLK,SLE,WesternUrban
77588_EMLK,SLE,WesternUrban
20143964,SLE,Bo
20142417,SLE,Bo
20142407,SLE,Tonkolili
EM_074438,GIN,Nzerekore
EM_074437,GIN,Nzerekore
EM_074439,GIN,Nzerekore
EM_000128,GIN,Gueckedou
EM_000706,GIN,Nzerekore
EM_000219,GIN,Macenta
EM_074436,GIN,Nzerekore
LIBR10079,LBR,GrandBassa
LIBR10078,LBR,GrandBassa
LIBR10205,LBR,Montserrado
CDC-NIH-683,LBR,Montserrado
LIBR1195,LBR,Margibi
LIBR0993,LBR,Montserrado
CDC-NIH-3762,LBR,Montserrado
PL4248,SLE,PortLoko
PL4249,SLE,PortLoko
EM_COY_2015_016449,GIN,Forecariah
CDC-NIH-1122,LBR,Margibi
20140933,SLE,Moyamba
G5737.1,SLE,Moyamba
EM_080213,LBR,?
LIBR10087,LBR,Margibi
LIBR10086,LBR,Margibi
LIBR10088,LBR,Montserrado
LIBR0173,LBR,Montserrado
EM_080003,SLE,Kailahun
G5765.1,SLE,Moyamba
20142477,SLE,Moyamba
G5763.1,SLE,Moyamba
G5767.1,SLE,?
G5731.1,SLE,Moyamba
20141061,SLE,Moyamba
G5571.1,SLE,Kenema
J0050,SLE,WesternUrban
LIBR0707,LBR,Montserrado
LIBR10077,LBR,Margibi
CDC-NIH-261,LBR,Montserrado
LIBR10032,LBR,?
LIBR10014,LBR,Montserrado
LIBR10217,LBR,?
LIBR0159,LBR,Montserrado
CDC-NIH-3871,LBR,GrandBassa
LIBR10218,LBR,?
LIBR10047,LBR,Margibi
LIBR11079,LBR,Montserrado
CDC-NIH-708,LBR,Montserrado
LIBR10262,LBR,Montserrado
LIBR10209,LBR,Montserrado
LIBR0008,LBR,Montserrado
DML24669,SLE,Kono
EM_COY_2015_014100,GIN,Conakry
EM_COY_2015_016263,GIN,Forecariah
G6104.1,SLE,Moyamba
G6103.1,SLE,Moyamba
LIBR1221,LBR,Montserrado
J0028,SLE,Bombali
G4751.1,SLE,?
J0005,SLE,WesternRural
J0173,SLE,WesternRural
J0121,SLE,WesternUrban
G6020.1,SLE,?
20146001,SLE,Kono
DML24511,SLE,Kono
DML24720,SLE,Kono
20144521,SLE,Kono
DML24504,SLE,Kono
KT4553,SLE,?
KT4555,SLE,?
KT4663,SLE,?
DML24506,SLE,Kono
DML24706,SLE,Kono
DML24608,SLE,Kono
DML24825,SLE,Tonkolili
DML25083,SLE,Kono
DML25103,SLE,Kono
DML24611,SLE,Kono
DML24553,SLE,Kono
DML24818,SLE,Kono
DML24573,SLE,Kono
DML25123,SLE,Kenema
DML24502,SLE,Kono
DML24552,SLE,Kono
DML24581,SLE,Kono
DML24605,SLE,Kono
DML24758,SLE,Kono
DML24854,SLE,Kono
DML24853,SLE,Kono
DML24604,SLE,Kono
DML24677,SLE,Kono
DML24683,SLE,Kono
DML24620,SLE,Kono
G6069.1,SLE,Kambia
20141352,SLE,Kambia
20141997,SLE,Kono
J0146,SLE,WesternUrban
J0147,SLE,WesternUrban
75731_EMLH,SLE,WesternUrban
MK1040,SLE,Bombali
G5244.1,SLE,?
20140174,SLE,WesternUrban
20143458,SLE,Tonkolili
J0112,SLE,WesternArea
J0134,SLE,WesternRural
J0024,SLE,WesternRural
J0008,SLE,WesternUrban
J0007,SLE,WesternRural
20140872,SLE,WesternUrban
G5723.1,SLE,Bonthe
J0150,SLE,WesternUrban
J0157,SLE,WesternUrban
J0039,SLE,PortLoko
J0159,SLE,WesternRural
J0154,SLE,WesternArea
20141397,SLE,Moyamba
J0089,SLE,WesternArea
KT2449,SLE,WesternUrban
MK0888,SLE,?
MK0885,SLE,Bombali
MK0889,SLE,?
77601_EMLK,SLE,WesternUrban
539_EMLH,SLE,WesternUrban
508_EMLH,SLE,WesternUrban
J0066,SLE,WesternArea
J0042,SLE,WesternRural
J0001,SLE,WesternRural
361_EMLH,SLE,WesternUrban
J0174,SLE,WesternArea
J0171,SLE,WesternRural
J0041,SLE,WesternArea
J0144,SLE,Kambia
J0143,SLE,Kambia
J0002,SLE,WesternUrban
20143317,SLE,Bombali
J0149,SLE,WesternUrban
J0113,SLE,WesternUrban
KT2810,SLE,?
KT4801,SLE,?
PL2921,SLE,Kambia
G4416.1,SLE,Bo
LIBR0423,LBR,Montserrado
EM_COY_2015_016236,GIN,Forecariah
LIBR1413,LBR,Montserrado
EM_FORE_2015_1415,GIN,Forecariah
CDC-NIH-710,LBR,Montserrado
LIBR10065,LBR,?
CDC-NIH-1650,LBR,Margibi
LIBR10029,LBR,Margibi
LIBR10025,LBR,Margibi
LIBR10030,LBR,Margibi
LIBR0079,LBR,Montserrado
LIBR10127,LBR,Bong
EM_COY_2015_014261,GIN,Forecariah
KG12,GIN,Boke
EM_COY_2015_017091,GIN,Boke
IPDPFHGINSP_GUI_2015_5339,GIN,Conakry
EM_COY_2015_016743,GIN,Boke
EM_COY_2015_015802,GIN,Coyah
20140517,SLE,Kailahun
G4437.1,SLE,Kenema
G4445.1,SLE,Kenema
LIBR10118,LBR,Montserrado
CDC-NIH-595,LBR,Montserrado
LIBR10132,LBR,Margibi
LIBR10253,LBR,Margibi
LIBR10212,LBR,?
LIBR0157,LBR,Gbarpolu
LIBR10254,LBR,?
LIBR0229,LBR,GrandBassa
LIBR10255,LBR,Bong
LIBR11177,LBR,Margibi
LIBR10008,LBR,?
LIBR10020,LBR,?
LIBR10031,LBR,Margibi
LIBR10202,LBR,Montserrado
G3972.1,SLE,?
G3808,SLE,Kailahun
G3838.2,SLE,Kailahun
EM_080065,LBR,?
LIBR10027,LBR,?
EM_074720,LBR,Lofa
G3841,SLE,Bo
G3820,SLE,Kailahun
G4221.1,SLE,?
LIBR0279,LBR,?
LIBR10112,LBR,RiverGee
LIBR10145,LBR,?
LIBR10074,LBR,?
LIBR10307,LBR,Montserrado
LIBR10135,LBR,?
LIBR10210,LBR,Montserrado
LIBR0605,LBR,Montserrado
LIBR10208,LBR,Montserrado
LIBR10052,LBR,?
LIBR10195,LBR,?
LIBR10187,LBR,?
LIBR10201,LBR,Montserrado
LIBR10037,LBR,?
CDC-NIH-259,LBR,Montserrado
201403007,LBR,?
LIBR10222,LBR,GrandBassa
LIBR0380,LBR,Montserrado
LIBR10265,LBR,?
20141241,SLE,PortLoko
LIBR10089,LBR,?
LIBR10271,LBR,?
EM_075043,LBR,Lofa
LIBR10237,LBR,?
G3769,SLE,Kailahun
LIBR10245,LBR,?
LIBR10306,LBR,?
LIBR10239,LBR,?
LIBR10249,LBR,?
LIBR10238,LBR,?
G3787,SLE,Kailahun
G3831,SLE,Kailahun
EM_080165,SLE,Kailahun
G3786,SLE,Kailahun
LIBR10179,LBR,Montserrado
LIBR10168,LBR,?
LIBR10113,LBR,?
LIBR10106,LBR,Nimba
LIBR0090,LBR,Margibi
LIBR10053,LBR,?
Makona-201403261,LBR,?
LIBR10056,LBR,Margibi
CDC-NIH-2313,LBR,Montserrado
LIBR10092,LBR,?
LIBR10098,LBR,?
LIBR10021,LBR,?
LIBR10033,LBR,Nimba
LIBR10066,LBR,Montserrado
LIBR10072,LBR,Montserrado
EM_004589,GIN,Siguiri
LIBR10230,LBR,Montserrado
LIBR10017,LBR,Montserrado
LIBR10081,LBR,Margibi
LIBR10277,LBR,Margibi
LIBR10170,LBR,Montserrado
LIBR0430,LBR,GrandBassa
LIBR10180,LBR,Montserrado
LIBR10060,LBR,Montserrado
CDC-NIH-603,LBR,Montserrado
LIBR10139,LBR,?
EM_000958,GIN,Nzerekore
CDC-NIH-257,LBR,Montserrado
G3810,SLE,Kailahun
G3795,SLE,Kailahun
G3796,SLE,Kailahun
LIBR10250,LBR,?
EM121,SLE,Kailahun
G3679,SLE,Kailahun
EM096,SLE,Kailahun
IPDPFHGINSP_GUI_2015_7070,GIN,Forecariah
20142065,SLE,Kenema
CON12930,GIN,Conakry
EM_COY_2015_013576,GIN,Coyah
EM_COY_2015_017018,GIN,Forecariah
PL4432,SLE,Kambia
PL5249,SLE,Kambia
PL5294,SLE,Kambia
EM_COY_2015_017021,GIN,Fria
EM_FORE_2015_875,GIN,Forecariah
EM_FORE_2015_816,GIN,Forecariah
EM_COY_2015_016642,GIN,Forecariah
EM_COY_2015_015982,GIN,Forecariah
EM_COY_2015_016293,GIN,Forecariah
IPDPFHGINSP_GUI_2015_6505,GIN,Forecariah
EM_COY_2015_013731,GIN,Coyah
IPDPFHGINSP_GUI_2015_4786,GIN,Conakry
EM_COY_2015_014102,GIN,Conakry
IPDPFHGINSP_GUI_2015_5117,GIN,Dubreka
IPDPFHGINSP_GUI_2015_4909,GIN,Conakry
EM_COY_2015_014098,GIN,Conakry
EM_079413,GIN,Gueckedou
G3729,SLE,Kailahun
EM_074353,LBR,Lofa
EM_074352,LBR,Lofa
EM110,SLE,Kailahun
EM_079423,GIN,Macenta
EM_079429,GIN,Gueckedou
EM_079421,GIN,Macenta
EM_079434,GIN,Macenta
Gueckedou-C07,GIN,Gueckedou
EM_079422,GIN,Macenta
EM_079424,GIN,Macenta
1320,GIN,Coyah
G3788,SLE,Kailahun
EM_079517,GIN,Gueckedou
EM_079549,GIN,Gueckedou
EM_079542,GIN,Gueckedou
EM_079410,GIN,Gueckedou
EM_076949,GIN,Gueckedou
EM_076948,GIN,Gueckedou
EM_076769,GIN,Kerouane
EM_076770,GIN,Kerouane
EM_074684,GIN,Macenta
EM_078697,GIN,Kerouane
EM_078709,GIN,Kerouane
EM_004580,GIN,Faranah
EM_004555,GIN,Kissidougou
EM_004563,GIN,Kissidougou
EM_004503,GIN,Faranah
EM_004192,GIN,Faranah
EM_000968,GIN,Macenta
EM_000921,GIN,Macenta
EM_074350,LBR,Lofa
EM_080067,LBR,?
G3823,SLE,Kailahun
EM_080269,LBR,?
EM_079388,GIN,Macenta
EM_075368,GIN,Macenta
G3734,SLE,Kailahun
G3799,SLE,Kailahun
LIBR10082,LBR,Margibi
EM_074392,LBR,?
EM_074391,LBR,Lofa
EM_080261,LBR,Lofa
EM_074349,LBR,Lofa
LIBR0177,LBR,Montserrado
LIBR10267,LBR,Montserrado
LIBR10130,LBR,Montserrado
G3807,SLE,Kailahun
G3782,SLE,Kailahun
LIBR10240,LBR,?
G3758,SLE,Kailahun
G3838,SLE,Kailahun
EM098,SLE,Kailahun
G3670,SLE,Kailahun
G3683,SLE,Kailahun
1652,GIN,Coyah
G5016.1,SLE,Kenema
1327,GIN,Coyah
1316,GIN,Coyah
20143164,SLE,Kenema
J0156,SLE,WesternUrban
G3707,SLE,Kailahun
G4433.1,SLE,Kailahun
G4235.1,SLE,Kailahun
G4133.1,SLE,Kailahun
20143466,SLE,Kenema
G4527.2,SLE,Kenema
G4348.1,SLE,Kenema
G4252.1,SLE,Kailahun
G4337.1,SLE,Kailahun
G4382.1,SLE,Kenema
653,GIN,Conakry
G5012.3,SLE,WesternArea
G4254.1,SLE,Kailahun
G4251.1,SLE,Kailahun
G4236.1,SLE,Kailahun
G3926.2,SLE,Kailahun
G3789,SLE,Kailahun
G3713,SLE,Kailahun
EM119,SLE,Kailahun
G3770,SLE,Kailahun
EM120,SLE,Kailahun
G3680,SLE,Kailahun
EM_074531,GIN,Gueckedou
EM_000707,GIN,Gueckedou
1686,GIN,Coyah
1689,GIN,Coyah
1436,GIN,Coyah
EM_COY_2015_013857,GIN,Forecariah
EM_080223,LBR,?
G3677,SLE,Kailahun
G3682,SLE,Kailahun
Kissidougou-C15,GIN,Kissidougou
EM_000934,GIN,Gueckedou
G3686,SLE,Kailahun
EM_079442,GIN,Gueckedou
G3687,SLE,Kailahun
EM095,SLE,Kailahun
G3676,SLE,Kailahun
EM_079880,GIN,Gueckedou
EM_079876,GIN,Gueckedou
EM_080064,LBR,Lofa
1129,GIN,Conakry
1277,GIN,Coyah
1333,GIN,Coyah
1374,GIN,Coyah
1331,GIN,Kerouane
1249,GIN,Conakry
1278,GIN,Coyah
1298,GIN,Conakry
Gueckedou-C05,GIN,Gueckedou
1341,GIN,Coyah
1690,GIN,Coyah
EM_079414,GIN,Gueckedou
