# BEAST v1.10.0 Prerelease #VEME2017
# Generated Sun Aug 27 13:41:57 BST 2017 [seed=1503837701188]
# -window -working -options
state	posterior	prior	likelihood	p1.treeModel.rootHeight	p2.treeModel.rootHeight	p1.age(root)	p2.age(root)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	p1.clock.rate	p2.clock.rate	p1.meanRate	p2.meanRate	p1.p1.treeLikelihood	p2.p2.treeLikelihood	p1.branchRates	p2.branchRates	p1.coalescent	p2.coalescent
59000	-13298.167135875554	-983.898070001318	-12314.269065874236	344.6396743118988	373.83567682175067	1664.3603256881013	1635.1643231782493	398.0224416389549	10.74975505196497	0.21670983059234938	0.2807712653941506	0.23260703594111073	0.2699118680723898	4.7592390442339046E-4	5.433992650656827E-4	4.7592390442339035E-4	5.433992650656827E-4	-6063.107450271647	-6251.161615602588	0.0	0.0	-498.4087492934653	-488.4593075561808
60000	-13305.958886816217	-986.1635077985336	-12319.795379017683	373.7348549138811	358.49842605681783	1635.265145086119	1650.5015739431822	381.3718677346784	10.74975505196497	0.2372714696257373	0.280796181079621	0.22448173601534777	0.2574506132792944	4.362317201781123E-4	5.449151064687745E-4	4.3623172017811184E-4	5.449151064687742E-4	-6065.7330966786	-6254.062282339083	0.0	0.0	-500.27394505373525	-489.04484786934086
61000	-13310.933832079718	-997.4616728187947	-12313.472159260924	340.86609762122976	382.5771320920767	1668.1339023787702	1626.4228679079233	413.11355064021126	10.334149061307759	0.23486699326620666	0.2801187776507811	0.22273562264663338	0.26227860643637935	4.8308506318275543E-4	4.792522433871372E-4	4.830850631827552E-4	4.792522433871371E-4	-6067.305217797176	-6246.166941463748	0.0	0.0	-501.93800253153717	-498.660832786839
62000	-13292.354666503907	-991.3395811363392	-12301.015085367568	334.4545485008411	371.12212473710736	1674.5454514991588	1637.8778752628928	438.02321180775573	9.903840413570782	0.22481534525620403	0.2799488694776152	0.22776336308757306	0.26747242217860817	4.629191445986977E-4	4.608483338174103E-4	4.6291914459869793E-4	4.6084833381741054E-4	-6055.711325236133	-6245.3037601314345	0.0	0.0	-498.8147457044463	-495.8766200478044
63000	-13298.567348885455	-986.4361087965799	-12312.131240088875	348.7286174521211	356.8976153922405	1660.2713825478788	1652.1023846077596	383.816952678535	10.425229462197233	0.2145477871131452	0.2799488694776152	0.22761058727664996	0.2778927561325901	4.629191445986977E-4	4.955892790563559E-4	4.6291914459869766E-4	4.955892790563559E-4	-6058.0250963806075	-6254.106143708266	0.0	0.0	-497.7919910058367	-491.94305770936984
64000	-13257.42861308863	-987.5719366338722	-12269.856676454758	361.1300389956287	366.8379909325073	1647.8699610043714	1642.1620090674928	468.05131530880846	10.425229462197233	0.21182880447341187	0.27205009524610074	0.23664072343111914	0.2794803768493688	4.731889170712363E-4	5.03851667450008E-4	4.731889170712364E-4	5.038516674500077E-4	-6046.08087494265	-6223.775801512108	0.0	0.0	-495.66256153619713	-494.8945671475804
65000	-13253.863868594715	-984.9888434997139	-12268.875025095002	358.6836834447641	354.38817283879996	1650.316316555236	1654.6118271612	417.94109200086075	9.695962446202898	0.21860541572134348	0.27205009524610074	0.2274627199548593	0.28188176907769696	4.8020104856895293E-4	5.065804381484534E-4	4.802010485689531E-4	5.065804381484536E-4	-6050.47684276912	-6218.398182325882	0.0	0.0	-495.4304176198761	-492.78446675853263
66000	-13238.437716507353	-987.1504240330827	-12251.28729247427	403.1128780368471	340.29700061623157	1605.8871219631528	1668.7029993837684	474.1439601042031	9.495847011188134	0.23183789343671582	0.2568230409428659	0.2322740314261508	0.279065034194268	4.5112618587558873E-4	5.123832568744783E-4	4.511261858755887E-4	5.123832568744781E-4	-6042.5657973456	-6208.721495128669	0.0	0.0	-495.68757455841376	-494.66966635726766
67000	-13129.933952263229	-991.2454713188672	-12138.688480944362	388.3396808590919	318.8042857461126	1620.660319140908	1690.1957142538874	405.16968489746296	9.869508937784241	0.21845237807518786	0.25414290278031715	0.2302685970599361	0.29713612208455936	4.4329319334123423E-4	5.206629773525936E-4	4.432931933412342E-4	5.206629773525934E-4	-6050.221474678214	-6088.467006266147	0.0	0.0	-503.9902636252067	-490.5497731124972
68000	-13130.637543744873	-996.5341373051685	-12134.103406439704	460.83925460395665	357.16283409794966	1548.1607453960432	1651.8371659020504	485.0343125315849	9.557307731774142	0.21653841090583087	0.2719121083458725	0.22706743266683452	0.2844820480814626	4.3834050526241845E-4	4.752138170122668E-4	4.383405052624184E-4	4.7521381701226697E-4	-6050.26321981835	-6083.840186621354	0.0	0.0	-501.8665683454534	-497.9018022526956
69000	-13098.001911252639	-998.8412410316415	-12099.160670220997	403.58709133844303	321.7175218482154	1605.412908661557	1687.2824781517845	536.4974893625077	10.589740252649086	0.21653841090583087	0.2637214688037552	0.22779056478936546	0.29194955550104895	4.171981519067019E-4	4.686245333451907E-4	4.1719815190670203E-4	4.6862453334519093E-4	-6031.840774049238	-6067.319896171761	0.0	0.0	-502.87805815715456	-499.0824435200336
70000	-13105.352520671438	-1000.0628133935836	-12105.289707277854	436.88418644077876	384.26781295829255	1572.1158135592214	1624.7321870417074	473.1330426841211	10.465540785319245	0.22511846218882067	0.25683854455086175	0.22779056478936546	0.29025242847095256	3.921335773550799E-4	4.2945426779317117E-4	3.9213357735508E-4	4.2945426779317106E-4	-6032.738666178908	-6072.551041098946	0.0	0.0	-507.3214203181159	-496.21534817112456
71000	-13100.671129545317	-1000.4064306619396	-12100.264698883377	437.44191444140404	372.5888155937903	1571.5580855585958	1636.4111844062097	443.21567933816846	11.606252311982066	0.22977179940983286	0.2573963717256007	0.22779056478936546	0.2850412640752014	3.9189841338594153E-4	4.601891065909969E-4	3.9189841338594137E-4	4.60189106590997E-4	-6031.517573059675	-6068.747125823703	0.0	0.0	-510.3533160649103	-493.2772836224676
72000	-13080.688240049249	-987.9504524472636	-12092.737787601985	398.17951607397083	381.4248594651036	1610.8204839260293	1627.5751405348965	461.31919086339843	9.459163818026354	0.23240881989102818	0.25115194630550025	0.2277934449798606	0.2886457888236114	4.392762698101097E-4	4.196286790545819E-4	4.3927626981011E-4	4.1962867905458184E-4	-6035.080933285481	-6057.656854316506	0.0	0.0	-495.5691479835257	-495.9977150507187
73000	-13036.974296787888	-989.3886086046597	-12047.585688183228	412.72528642136604	380.694721842809	1596.274713578634	1628.305278157191	490.9729039939167	10.447870287786719	0.22900530933149418	0.26101295902186833	0.22083219409401633	0.28914953755262157	4.392762698101097E-4	4.4710493109209896E-4	4.3927626981010975E-4	4.4710493109209896E-4	-6008.739475858418	-6038.84621232481	0.0	0.0	-495.60096417459454	-497.04243337651815
74000	-13036.61490505374	-994.0557373193828	-12042.559167734358	369.09701591289104	353.7746287506426	1639.902984087109	1655.2253712493575	427.79719715986926	9.737735007359767	0.21968452143360556	0.2636914596444464	0.23360473521250721	0.2830192837094413	4.4422897581404937E-4	4.5460531883618685E-4	4.442289758140497E-4	4.546053188361869E-4	-6018.554875061042	-6024.004292673315	0.0	0.0	-495.4396732925595	-502.0680119650631
75000	-13028.168523596285	-996.9780755036777	-12031.190448092608	379.0281116685886	380.50333595498495	1629.9718883314113	1628.496664045015	474.12261681616457	10.452925462016324	0.21553564427170693	0.26718562723558376	0.24356696103099004	0.27371176746171977	4.4805323837233014E-4	4.4776692886982014E-4	4.4805323837232986E-4	4.4776692886982E-4	-6016.728449038686	-6014.461999053921	0.0	0.0	-500.03748316545347	-500.1301745727711
76000	-13010.350773200998	-998.0127802798653	-12012.337992921133	422.1429641811962	416.1947963717493	1586.8570358188038	1592.8052036282506	450.97782861614445	9.1654785325689	0.21776384535702356	0.26718562723558376	0.23609376933655507	0.2789567580708381	4.2167714755050157E-4	4.208225276642556E-4	4.2167714755050157E-4	4.2082252766425566E-4	-6013.354474218834	-5998.983518702299	0.0	0.0	-502.4507597448512	-499.2182360954088
77000	-13018.478923581952	-1006.7631518793916	-12011.71577170256	390.94471100022747	406.38778044202974	1618.0552889997725	1602.6122195579703	530.9969803520437	8.969951442603271	0.22487138094136142	0.2592625553492298	0.23473898595266282	0.2811270777567464	4.120430869099274E-4	4.3726708386672246E-4	4.1204308690992756E-4	4.372670838667225E-4	-6010.991625784521	-6000.7241459180395	0.0	0.0	-502.9206105968701	-507.29172897527866
78000	-13014.052719629417	-1005.998738430927	-12008.053981198489	411.5485391189353	485.98893139326697	1597.4514608810646	1523.011068606733	513.9851634044422	10.409761949650612	0.2103989856871727	0.26210032995915356	0.24372228028779316	0.28377840406588106	4.3942970768161516E-4	3.951125553621795E-4	4.3942970768161505E-4	3.951125553621797E-4	-6006.822024633252	-6001.231956565236	0.0	0.0	-502.1356437541923	-507.11047099846246
79000	-13020.848855668077	-1009.2296513659003	-12011.619204302177	387.7655532676493	428.1573534108815	1621.2344467323508	1580.8426465891184	509.03477832785796	10.484750584299903	0.2103989856871727	0.2540773239532881	0.24530805814607118	0.2902156322134685	3.9614530881204243E-4	3.916785353680552E-4	3.961453088120424E-4	3.9167853536805556E-4	-6014.522710790557	-5997.096493511621	0.0	0.0	-503.559955136893	-509.15299382589785
80000	-13015.69938937595	-1004.9145489159692	-12010.78484045998	422.1878181295227	494.12949530381434	1586.8121818704772	1514.8705046961857	454.4972093643687	9.613238224133097	0.21346062698336646	0.2540773239532881	0.2399781539685455	0.29248389509480044	3.99541387718507E-4	4.034870906609611E-4	3.9954138771850693E-4	4.0348709066096133E-4	-6007.921924405034	-6002.862916054947	0.0	0.0	-502.3101767070383	-506.2699396705384
81000	-13012.78440689665	-1010.2382479085795	-12002.54615898807	444.0410676464612	534.9960211332258	1564.9589323535388	1474.003978866774	471.1102244435776	9.71322450042348	0.22020267373449748	0.24883121639504788	0.24203888302946	0.28892722684099514	4.1292390569893137E-4	3.5551225177056614E-4	4.129239056989312E-4	3.5551225177056576E-4	-6000.380066372878	-6002.166092615193	0.0	0.0	-502.5722416546365	-511.39354630974674
82000	-13014.076111782962	-1006.5991315037875	-12007.476980279174	406.7439087991803	489.81385054619096	1602.2560912008198	1519.186149453809	493.4827623837488	10.66951158598987	0.22020267373449748	0.2522268113710785	0.2405106239545802	0.28705989093984435	4.156988810677419E-4	3.6766656844915765E-4	4.1569888106774203E-4	3.676665684491577E-4	-5997.193299456407	-6010.2836808227685	0.0	0.0	-500.30711308094004	-509.7779993674773
83000	-13011.031333234074	-1010.4741790119294	-12000.557154222144	434.7647627891468	480.08430435394115	1574.2352372108533	1528.9156956460588	509.8785926496971	9.46419963758061	0.21785774328219734	0.2522268113710785	0.24285555440688034	0.28705989093984435	4.085883091399147E-4	3.824333347763509E-4	4.085883091399146E-4	3.824333347763509E-4	-5998.709969332218	-6001.847184889927	0.0	0.0	-505.64963818495863	-508.4301620524637
84000	-13019.227586638177	-1019.6002101963073	-11999.62737644187	434.4709624047508	454.0289693483805	1574.529037595249	1554.9710306516195	562.5258429448332	9.46419963758061	0.2155564472776468	0.24473851815321762	0.2574747412468797	0.28223029332225646	4.100570616264549E-4	3.824333347763509E-4	4.1005706162645467E-4	3.824333347763512E-4	-6007.440546682051	-5992.186829759819	0.0	0.0	-510.1841179821026	-512.8890442090766
85000	-13024.397471308183	-1022.0302934132856	-12002.367177894897	424.795347045681	435.47955043345695	1584.204652954319	1573.520449566543	559.5904458956533	9.143341937021392	0.21079181903449376	0.24950314639637067	0.2574747412468797	0.28223029332225646	3.623335930865407E-4	3.824333347763509E-4	3.6233359308654076E-4	3.824333347763511E-4	-6007.199515597739	-5995.167662297158	0.0	0.0	-511.67691537067003	-514.1226275361781
86000	-13019.24605790047	-1021.5720031206781	-11997.67405477979	436.7099378081782	439.6498843978337	1572.2900621918218	1569.3501156021662	478.03402488734537	9.536940452678344	0.2067715696805175	0.26008130916010885	0.2574747412468797	0.27567237991249455	3.8782710606523324E-4	3.984515730464344E-4	3.878271060652332E-4	3.9845157304643433E-4	-5997.04923074111	-6000.624824038681	0.0	0.0	-512.7635126966419	-512.4475687120826
87000	-13007.13330834753	-1020.9491371860253	-11986.184171161503	491.0994287074798	491.61813249817305	1517.9005712925202	1517.381867501827	541.5859841521973	9.252794373141832	0.22135166053236907	0.2563844566585781	0.24404443324124855	0.2782194495678048	3.4761723257160405E-4	3.8984992177076475E-4	3.476172325716039E-4	3.898499217707647E-4	-5991.139271354844	-5995.0448998066595	0.0	0.0	-515.1268903933751	-509.5817758059566
88000	-13014.222882321894	-1019.8946216913241	-11994.32826063057	467.8329301240442	432.0240580236641	1541.1670698759558	1576.975941976336	497.35735650578164	10.494671679351997	0.22078716178885227	0.2523005252342481	0.23298485431902605	0.29392745865787423	3.90772581926751E-4	3.842197439029931E-4	3.907725819267507E-4	3.842197439029933E-4	-5993.237141143241	-6001.091119487328	0.0	0.0	-515.3819542462902	-507.9751033174118
89000	-13013.680302162218	-1020.9136993729564	-11992.766602789261	463.5880946899521	436.0333312893224	1545.411905310048	1572.9666687106776	515.9694161512863	10.494671679351997	0.21545760129174565	0.24909020393409073	0.24432956886490023	0.2911226259092641	3.5253360273209555E-4	3.8685448581445475E-4	3.525336027320956E-4	3.868544858144548E-4	-5991.7694987582545	-6000.9971040310065	0.0	0.0	-513.4701603143366	-511.0289561488792
90000	-13019.245770741672	-1029.504178077864	-11989.741592663808	431.35891977806085	454.6842374045879	1577.641080221939	1554.315762595412	527.6071945514374	8.403935416142769	0.22780174154107444	0.2587121340613089	0.23055931006321587	0.2829268143344015	3.4606086623378677E-4	3.462732840525128E-4	3.4606086623378693E-4	3.4627328405251287E-4	-5991.887163566333	-5997.854429097475	0.0	0.0	-518.3856558126247	-515.2928271804795
91000	-13014.831540448284	-1028.3481603684615	-11986.483380079822	483.9059401477012	486.68828997710057	1525.0940598522989	1522.3117100228994	623.2322289461727	10.232609128338982	0.22780174154107444	0.2564057287722995	0.2385893306008908	0.27720319908573593	3.5134167976809606E-4	3.5018048586716184E-4	3.51341679768096E-4	3.501804858671619E-4	-5992.369504215649	-5994.113875864175	0.0	0.0	-515.5410919523371	-516.3645387467459
92000	-13009.66289511966	-1033.176292619335	-11976.486602500325	488.0948889196681	458.31232096680895	1520.9051110803318	1550.687679033191	646.5046338921491	8.556479453044764	0.22667865436823306	0.2525294880320255	0.2370138512856361	0.2837780063141059	3.5531749055328675E-4	3.676056170782954E-4	3.5531749055328675E-4	3.6760561707829505E-4	-5990.150173358796	-5986.336429141529	0.0	0.0	-520.7684238850725	-516.1165804188787
93000	-13011.070262792018	-1031.2840153731277	-11979.786247418891	505.5426616611894	471.07283803702944	1503.4573383388106	1537.9271619629706	711.2160349290094	10.291201079315071	0.2269795448050775	0.2619357869156927	0.2345217500663846	0.27656291821284573	3.4849709127095663E-4	3.92924546547424E-4	3.4849709127095674E-4	3.929245465474243E-4	-5989.12052762788	-5990.665719791012	0.0	0.0	-520.3187829391346	-514.1723076180268
94000	-12999.358484927407	-1030.56858425823	-11968.789900669177	480.5255809433128	457.04986774714604	1528.474419056687	1551.950132252854	664.5579735032695	10.602542365135676	0.20974737143791153	0.25972480931002817	0.24377633742932364	0.28675148182273713	3.4382293868335514E-4	3.760393435699108E-4	3.4382293868335525E-4	3.7603934356991085E-4	-5989.282107639139	-5979.507793030039	0.0	0.0	-521.1678100593289	-512.7643908361607
95000	-13008.46743661707	-1029.7061393336774	-11978.761297283392	465.0662580526606	422.0044497163105	1543.9337419473395	1586.9955502836895	538.2799769976074	10.19973490161248	0.22050390977535944	0.25889906916136796	0.24932025484359813	0.2712767662196749	3.695339307851502E-4	3.811471333410881E-4	3.695339307851503E-4	3.8114713334108836E-4	-5986.401488466105	-5992.359808817288	0.0	0.0	-516.4326411841845	-516.7578476368849
96000	-12999.678483172338	-1028.574024405935	-11971.104458766404	502.72957505649254	451.3688653114399	1506.2704249435074	1557.63113468856	547.1288405474835	9.561619758382893	0.21933616525451763	0.26006681368220974	0.240922700809749	0.279674320253524	3.785229764151294E-4	3.6400775023756837E-4	3.7852297641512964E-4	3.6400775023756826E-4	-5988.107624467077	-5982.996834299326	0.0	0.0	-513.787061467711	-518.4145263589314
97000	-13017.06028173851	-1031.162328295888	-11985.897953442622	458.5264942515726	466.2358776919185	1550.4735057484274	1542.7641223080814	595.7727464483797	10.146827016478312	0.21933616525451763	0.2514697197874746	0.240922700809749	0.28827141414825913	3.747091308951734E-4	3.377787001562573E-4	3.747091308951737E-4	3.3777870015625714E-4	-5992.2715360045	-5993.626417438121	0.0	0.0	-514.5762045023939	-520.1461133807486
98000	-13017.091679006957	-1029.409617264408	-11987.68206174255	458.95971279909236	523.0726301845735	1550.0402872009076	1485.9273698154266	584.114011952044	9.91177774411369	0.22603226476457491	0.2521968298607668	0.22369860424842142	0.2980723011262372	3.824210985890178E-4	3.454187333094745E-4	3.824210985890175E-4	3.4541873330947446E-4	-5988.247897830433	-5999.434163912116	0.0	0.0	-509.5854622318333	-523.3698566473861
99000	-13019.733116005127	-1029.9388615236876	-11989.79425448144	486.01501767995194	482.05352510978923	1522.984982320048	1526.9464748902108	642.4392903895447	9.67521933842442	0.23407430561190398	0.2521968298607668	0.22326759849170544	0.29046126603562417	3.6363252420587523E-4	3.493981415727108E-4	3.636325242058752E-4	3.49398141572711E-4	-5986.182100879353	-6003.612153602086	0.0	0.0	-513.3047068590856	-520.2166821716248
100000	-13012.04698705787	-1040.3072022278748	-11971.739784829995	474.6444512222609	473.17996764178287	1534.3555487777392	1535.820032358217	616.1335326119114	10.62077444227539	0.2334806579763899	0.2527904774962809	0.21912435820744675	0.2946045063198829	3.623304841171527E-4	3.4951326312543407E-4	3.623304841171526E-4	3.4951326312543407E-4	-5982.165339918021	-5989.574444911975	0.0	0.0	-517.8170550758242	-525.8954426072919
101000	-13015.14907860317	-1032.2821059043604	-11982.86697269881	471.02681575144953	423.13471874819487	1537.9731842485505	1585.865281251805	579.3559601200127	10.942567630090656	0.22505736156823394	0.2724018570379939	0.21827777294890524	0.2842630084448673	3.5655071459802113E-4	3.847011936537529E-4	3.565507145980211E-4	3.8470119365375274E-4	-5987.204846718919	-5995.662125979891	0.0	0.0	-516.5352400786381	-519.0898783280371
102000	-13005.000868013673	-1031.8036818107207	-11973.197186202951	499.92259179862106	452.49755207575646	1509.077408201379	1556.5024479242436	597.5972720773942	10.137381408280499	0.2176946676763154	0.26727026514173824	0.2401882510624712	0.27484681611947553	3.6033076624285786E-4	3.8108363889880116E-4	3.603307662428577E-4	3.810836388988011E-4	-5972.297807772367	-6000.899378430584	0.0	0.0	-519.5329427943965	-515.6585774687126
103000	-13008.562209365007	-1037.7708255142054	-11970.791383850801	506.7309964103994	505.30913619751726	1502.2690035896005	1503.6908638024827	611.1886833337702	9.773577463964065	0.22818782687288322	0.2733292257085759	0.23834160904765783	0.2601413383708834	3.3602167781272895E-4	3.551607749858145E-4	3.3602167781272895E-4	3.5516077498581433E-4	-5976.827460835975	-5993.963923014826	0.0	0.0	-523.8212065747393	-517.5949573822927
104000	-13018.47068122753	-1041.5522987127279	-11976.918382514803	545.4781914446987	486.68817692821176	1463.5218085553013	1522.3118230717882	562.3259976033356	10.08033063911584	0.22818782687288322	0.26097708671676045	0.24044966914082652	0.27038541726953014	3.192754974974698E-4	3.53918877802239E-4	3.1927549749746986E-4	3.539188778022392E-4	-5976.238931422671	-6000.679451092131	0.0	0.0	-525.8886453245096	-519.4041885133729
105000	-12983.309857848551	-1044.924439610374	-11938.385418238176	549.9270676019844	459.89075221043663	1459.0729323980156	1549.1092477895634	563.8111300882846	9.928077336993175	0.2319574684435642	0.246799038846467	0.24044966914082652	0.28079382356914256	3.100491868717517E-4	3.4719265281167843E-4	3.100491868717518E-4	3.4719265281167843E-4	-5964.721950269397	-5973.6634679687795	0.0	0.0	-530.5553244224621	-518.2186295778279
106000	-12989.018493279847	-1052.5590383862555	-11936.459454893593	603.7337394940794	502.1538303077783	1405.2662605059206	1506.8461696922218	708.2600132107236	9.928077336993175	0.2319574684435642	0.246799038846467	0.24044966914082652	0.28079382356914256	3.11918790308012E-4	3.0950863842470655E-4	3.1191879030801185E-4	3.0950863842470644E-4	-5969.285919087968	-5967.173535805625	0.0	0.0	-529.622719976783	-526.6767924590279
107000	-13003.616070017402	-1045.8396776950206	-11957.776392322381	573.4955432902836	503.8421216946442	1435.5044567097164	1505.1578783053558	703.1015617580225	10.17905397464175	0.22037163364675352	0.24945887084011903	0.2524576646751098	0.277711830838018	3.293700861887059E-4	3.157666438304846E-4	3.293700861887058E-4	3.157666438304847E-4	-5976.028773212026	-5981.747619110355	0.0	0.0	-525.7204776468562	-523.7299254032569
108000	-13003.242071609126	-1052.9489299002498	-11950.293141708877	553.7422363666187	469.9038534872768	1455.2577636333813	1539.0961465127232	675.6126354068349	10.00502074751074	0.2192943908774959	0.2495164337853598	0.25353490744436746	0.27765426789277725	2.968435498844403E-4	3.699787683054325E-4	2.968435498844403E-4	3.699787683054323E-4	-5967.553004149988	-5982.740137558888	0.0	0.0	-535.2223456689	-521.2800213398418
109000	-12994.39118763658	-1042.8212936616528	-11951.569893974927	503.5016306588312	483.70163430240444	1505.4983693411689	1525.2983656975955	669.2599425485095	10.090204898850622	0.22842520474147393	0.2611921741654878	0.23158451063388621	0.2787981104591524	3.3316529283008913E-4	3.629711248906362E-4	3.3316529283008935E-4	3.629711248906362E-4	-5983.214006548983	-5968.355887425944	0.0	0.0	-524.4001211758299	-521.8925319338911
110000	-13010.142992175613	-1051.3391718447028	-11958.80382033091	531.1034008783348	492.0511394088015	1477.896599121665	1516.9488605911986	605.3625469901392	10.090204898850622	0.22760897838118016	0.2611921741654878	0.22446669443563816	0.2867321530176942	3.354529385782106E-4	3.4281712773811103E-4	3.3545293857821035E-4	3.428171277381112E-4	-5981.9449660591345	-5976.858854271775	0.0	0.0	-530.7152397084354	-524.1813519488047
111000	-12978.966046101596	-1051.6060609470296	-11927.359985154566	524.4369468336598	553.4496931327208	1484.56305316634	1455.5503068672792	802.3532616784349	10.211473461755917	0.23369641454500095	0.24714336134439455	0.2385155072567314	0.28064471685387343	3.3588827471342747E-4	3.1230862414580315E-4	3.3588827471342763E-4	3.1230862414580277E-4	-5961.382015452755	-5965.97796970181	0.0	0.0	-526.3343258665096	-528.6987189505903
112000	-13012.077288562477	-1061.469994140625	-11950.607294421852	496.4172796881058	512.9721244101402	1512.5827203118943	1496.0278755898598	759.9966627382728	10.211473461755917	0.21226887828099328	0.26551298381960003	0.2385155072567314	0.28370263064267565	3.220152111179638E-4	2.9249366959127387E-4	3.2201521111796386E-4	2.924936695912737E-4	-5973.39982881238	-5977.207465609472	0.0	0.0	-526.1977353561163	-538.8933951685816
113000	-13013.51922983491	-1051.1232287938976	-11962.396001041012	475.94718411728485	570.6683268212319	1533.052815882715	1438.3316731787681	640.1482193928138	10.399231498373782	0.21225032726821966	0.26551298381960003	0.23853405826950502	0.28370263064267565	3.3545139059233767E-4	3.1463936032663655E-4	3.3545139059233735E-4	3.1463936032663655E-4	-5991.47352170222	-5970.922479338792	0.0	0.0	-521.2455021219071	-533.4678182315868
114000	-12999.352726279532	-1043.4542044546347	-11955.898521824898	494.73655121845565	516.7749317346935	1514.2634487815444	1492.2250682653066	715.9779280423428	9.921313322505847	0.21225032726821966	0.26551298381960003	0.23853405826950502	0.28370263064267565	3.352247576382127E-4	3.2146916844933777E-4	3.3522475763821265E-4	3.214691684493378E-4	-5979.583424015143	-5976.315097809756	0.0	0.0	-523.3317933374393	-523.7348827752581
115000	-12999.420562532392	-1054.0800685604854	-11945.340493971908	493.4034448115324	512.8037428111055	1515.5965551884676	1496.1962571888944	651.3615072323641	9.027553429185497	0.22259774345080718	0.26551298381960003	0.2281866420869175	0.28370263064267565	3.266663449966643E-4	3.0016809735971005E-4	3.266663449966644E-4	3.0016809735971005E-4	-5974.1351729529515	-5971.205321018956	0.0	0.0	-528.196403974067	-529.8505006391516
116000	-13008.214545703562	-1060.4484523349229	-11947.76609336864	507.8019070976962	627.2112448519556	1501.1980929023039	1381.7887551480444	867.8901594973315	9.027553429185497	0.22259774345080718	0.2559292790367691	0.2377703468697484	0.28370263064267565	3.5404788393969967E-4	2.8234048353343905E-4	3.5404788393969956E-4	2.82340483533439E-4	-5980.322164370841	-5967.443928997799	0.0	0.0	-525.7574614052703	-538.2529787489681
