# BEAST v1.9.0 Prerelease #0fccb02
# Generated Wed Aug 16 14:34:38 CEST 2017 [seed=1502886874084]
# -beagle_SSE batRABV_6Pglm.xml
state	host.coefficients1	host.coefficients2	host.coefficients3	host.coefficients4	host.coefficients5	host.coefficients6	host.coefIndicators1	host.coefIndicators2	host.coefIndicators3	host.coefIndicators4	host.coefIndicators5	host.coefIndicators6	host.coefficientsTimesIndicators1	host.coefficientsTimesIndicators2	host.coefficientsTimesIndicators3	host.coefficientsTimesIndicators4	host.coefficientsTimesIndicators5	host.coefficientsTimesIndicators6
500000	-0.6759093203395348	0.7445827348868745	0.4799496910179455	-2.440578303119146	-2.6419669343251884	-1.4756394881810513	1.0	1.0	0.0	0.0	0.0	0.0	-0.6759093203395348	0.7445827348868745	0.0	-0.0	-0.0	-0.0
550000	-0.6435963536357208	-0.805861394372215	1.74328182042085	5.082782690438854	2.3778724501326223	-2.700343664666659	1.0	0.0	0.0	0.0	0.0	0.0	-0.6435963536357208	-0.0	0.0	0.0	0.0	-0.0
600000	-0.5337442423284027	-3.6363011656437485	0.013351644218664787	-0.554780709753817	-1.5514055984094057	-0.7978142453076116	1.0	0.0	0.0	0.0	0.0	0.0	-0.5337442423284027	-0.0	0.0	-0.0	-0.0	-0.0
650000	-0.656025575747405	0.5995639942195431	5.6386981874749695	-0.6383431086476461	1.4753478869360233	-0.126057919593559	1.0	1.0	0.0	0.0	0.0	0.0	-0.656025575747405	0.5995639942195431	0.0	-0.0	0.0	-0.0
700000	-0.6828991130449096	0.6591042622761996	-0.7333845918323638	-0.421167596026189	-1.532334081569771	-0.12690908501317505	1.0	1.0	0.0	0.0	0.0	0.0	-0.6828991130449096	0.6591042622761996	-0.0	-0.0	-0.0	-0.0
750000	-0.5580224917979897	0.7714589072265283	-0.0334160636170851	1.874754651614434	-0.7020352463037957	-1.6861546101424407	1.0	1.0	1.0	0.0	0.0	0.0	-0.5580224917979897	0.7714589072265283	-0.0334160636170851	0.0	-0.0	-0.0
800000	-0.5810484083008272	3.250309477687406	-3.2677806622841867	0.9392024088471016	1.1981748256105376	1.3803485531509783	1.0	0.0	0.0	0.0	0.0	0.0	-0.5810484083008272	0.0	-0.0	0.0	0.0	0.0
850000	-0.6621838463275614	0.8102666993536579	1.8423951703876724	3.715848117336148	-0.4145810883207235	-1.8400954417915585	1.0	1.0	0.0	0.0	0.0	0.0	-0.6621838463275614	0.8102666993536579	0.0	0.0	-0.0	-0.0
900000	-0.626861790355791	0.6706748964055312	-1.774310546186937	-0.833861802896061	0.0010049781667809121	-0.5176830091355286	1.0	1.0	0.0	0.0	0.0	0.0	-0.626861790355791	0.6706748964055312	-0.0	-0.0	0.0	-0.0
950000	-0.7329290189184915	0.6541510076638122	-0.6443655449988256	-0.8219701047264023	4.012838404070385	0.015167322182248366	1.0	1.0	0.0	0.0	0.0	0.0	-0.7329290189184915	0.6541510076638122	-0.0	-0.0	0.0	0.0
1000000	-0.652594846243812	0.49303482668247217	1.7248466101314182	-1.2155812556731709	0.15650221486446728	-2.1246165938213473	1.0	1.0	0.0	0.0	0.0	0.0	-0.652594846243812	0.49303482668247217	0.0	-0.0	0.0	-0.0
1050000	-0.7452082386102586	0.49527946013509844	-0.21642898044584885	1.5093519740894294	-0.9050881823388168	3.1826425389478734	1.0	1.0	1.0	0.0	0.0	0.0	-0.7452082386102586	0.49527946013509844	-0.21642898044584885	0.0	-0.0	0.0
1100000	-0.5341910138587337	0.4629427963604608	-0.4275666745807763	-5.0229157869974035	-1.345442001576385	1.2233859653493784	1.0	0.0	0.0	0.0	0.0	0.0	-0.5341910138587337	0.0	-0.0	-0.0	-0.0	0.0
1150000	-0.44907927360683797	0.48348544401950083	3.0679376302109103	-3.614450359932032	2.3373581206682874	-0.13726992925999443	1.0	1.0	0.0	0.0	0.0	0.0	-0.44907927360683797	0.48348544401950083	0.0	-0.0	0.0	-0.0
1200000	-0.602281253836708	0.7248738546364564	2.970580519055265	1.9321294112723362	-0.11556944700118654	4.052712704027806	1.0	1.0	0.0	0.0	0.0	0.0	-0.602281253836708	0.7248738546364564	0.0	0.0	-0.0	0.0
1250000	-0.6303666725145101	0.6797920926408626	-0.9218686528301245	-2.7553092769869316	-2.154976782769509	0.8289469731160545	1.0	1.0	0.0	0.0	0.0	0.0	-0.6303666725145101	0.6797920926408626	-0.0	-0.0	-0.0	0.0
1300000	-0.517137431920757	0.20200255443731216	-0.590997472658193	-1.0136975596044588	-0.5246507690470963	1.4404390631013462	1.0	1.0	0.0	0.0	0.0	0.0	-0.517137431920757	0.20200255443731216	-0.0	-0.0	-0.0	0.0
1350000	-0.5479414665195244	0.8350255644668573	-3.2082656450758567	-1.6538267549032521	-1.0650849155924582	-0.9294699060878484	1.0	1.0	0.0	0.0	0.0	0.0	-0.5479414665195244	0.8350255644668573	-0.0	-0.0	-0.0	-0.0
1400000	-0.6315425377146521	-2.5340583083982073	-0.05337169227032879	3.3712082984176366	-1.0970086860677701	1.467976641554727	1.0	0.0	0.0	0.0	0.0	0.0	-0.6315425377146521	-0.0	-0.0	0.0	-0.0	0.0
1450000	-0.3521770675083056	1.660364226810997	2.0135155571358623	-0.3502525084713324	2.0837881469265858	1.4585268070419193	1.0	0.0	0.0	0.0	0.0	0.0	-0.3521770675083056	0.0	0.0	-0.0	0.0	0.0
1500000	-0.500709671199121	-1.6103224839614467	1.5306099729530034	2.915238903091823	-4.225968974545149	-2.696923338236051	1.0	0.0	0.0	0.0	0.0	0.0	-0.500709671199121	-0.0	0.0	0.0	-0.0	-0.0
1550000	-0.6276250446286705	0.44303491168331305	0.35002067059161523	-0.6804422660574746	0.07205252321029189	-3.3788344330661815	1.0	1.0	0.0	0.0	0.0	0.0	-0.6276250446286705	0.44303491168331305	0.0	-0.0	0.0	-0.0
1600000	-0.6148056512542907	-1.1279807832840623	0.4214925574936942	-1.2137533736009176	1.5534402976862935	-0.9465364751021537	1.0	0.0	0.0	0.0	0.0	0.0	-0.6148056512542907	-0.0	0.0	-0.0	0.0	-0.0
1650000	-0.5868145209333737	3.4118551024268027	1.0513538419468451	1.9431503652677422	-1.334992328608014	-0.05864761454582528	1.0	0.0	0.0	0.0	0.0	0.0	-0.5868145209333737	0.0	0.0	0.0	-0.0	-0.0
1700000	-0.5239825617867686	-2.368258074975296	-1.7286152325334034	-0.20581451387239058	3.8466574486721368	0.3657509341454518	1.0	0.0	0.0	0.0	0.0	0.0	-0.5239825617867686	-0.0	-0.0	-0.0	0.0	0.0
1750000	-0.5240156944310693	-0.0934304515478806	0.059805110287478286	-0.8307794785267795	3.1323800142227873	0.6173557001183931	1.0	0.0	0.0	0.0	0.0	0.0	-0.5240156944310693	-0.0	0.0	-0.0	0.0	0.0
1800000	-0.5721561503170229	0.5930001307352073	-0.751966042783692	-5.183888724888248	-2.038925831249411	-0.9429400454072903	1.0	0.0	0.0	0.0	0.0	0.0	-0.5721561503170229	0.0	-0.0	-0.0	-0.0	-0.0
1850000	-0.4919863989354263	-0.0013154012629471015	0.055795059567376855	1.7559289654028256	-1.7381447396342589	1.9706086028582044	1.0	0.0	0.0	0.0	0.0	0.0	-0.4919863989354263	-0.0	0.0	0.0	-0.0	0.0
1900000	-0.43401134675574143	-0.2974821955892005	-1.6610651323167576	1.2640120630288756	-2.3224080860793013	-1.9324877600568424	1.0	0.0	0.0	0.0	0.0	0.0	-0.43401134675574143	-0.0	-0.0	0.0	-0.0	-0.0
