# BEAST v1.9.0 Prerelease #0fccb02
# Generated Wed Aug 16 14:34:49 CEST 2017 [seed=1502886884603]
# -beagle_SSE batRABV_8Pglm.xml
state	host.coefficients1	host.coefficients2	host.coefficients3	host.coefficients4	host.coefficients5	host.coefficients6	host.coefficients7	host.coefficients8	host.coefIndicators1	host.coefIndicators2	host.coefIndicators3	host.coefIndicators4	host.coefIndicators5	host.coefIndicators6	host.coefIndicators7	host.coefIndicators8	host.coefficientsTimesIndicators1	host.coefficientsTimesIndicators2	host.coefficientsTimesIndicators3	host.coefficientsTimesIndicators4	host.coefficientsTimesIndicators5	host.coefficientsTimesIndicators6	host.coefficientsTimesIndicators7	host.coefficientsTimesIndicators8
11450000	-0.6941533633461432	0.5746723646421307	1.1604676429515015	-0.07008729697114836	-1.4578700037215937	-1.3957125047303869	0.6622854416098173	-0.11173582908800772	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6941533633461432	0.5746723646421307	0.0	-0.0	-0.0	-0.0	0.6622854416098173	-0.0
11500000	-0.5814795551937155	0.6670867662255268	1.9529027423282028	0.46642651967125287	-3.1266149873646594	0.5012153218259513	0.7595370833348264	-0.14372110268106092	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5814795551937155	0.6670867662255268	0.0	0.0	-0.0	0.0	0.7595370833348264	-0.0
11550000	-0.6594535844394359	0.639960941940893	0.3474981872333475	1.0966019781621605	0.2279184925231414	-0.7958940658246632	0.5102524191828055	-1.2841968587789765	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6594535844394359	0.639960941940893	0.0	0.0	0.0	-0.0	0.5102524191828055	-0.0
11600000	-0.6404317083687697	0.7797488113911689	-1.796587963997849	0.16552688850045907	-2.2102013587187996	-0.06580949769647786	0.8185458145932774	0.9775148826688254	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6404317083687697	0.7797488113911689	-0.0	0.0	-0.0	-0.0	0.8185458145932774	0.0
11650000	-0.969048353698622	0.7483006065213025	-0.9631783736304145	-1.5287573939996535	0.20942213682846775	1.1993026470533419	0.9760674326471973	0.6647733910555934	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	-0.969048353698622	0.0	-0.0	-0.0	0.20942213682846775	0.0	0.9760674326471973	0.6647733910555934
11700000	-0.48584937607550027	0.13088329613510954	0.02787846269362743	-1.2814455892486505	1.7910774834874676	-3.2810152644002817	0.6530726446343414	0.6674352648996503	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.48584937607550027	0.0	0.0	-0.0	0.0	-0.0	0.6530726446343414	0.6674352648996503
11750000	-0.6530769545143454	0.4816787608738128	0.315927625675385	-0.9543403862709032	-0.997243523083296	-3.148051853819986	0.5546665944582091	4.394512575428353	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6530769545143454	0.4816787608738128	0.0	-0.0	-0.0	-0.0	0.5546665944582091	0.0
11800000	-0.5645548695631923	0.48295000473476596	2.2534022202946606	2.783634908846897	-1.1418870503147993	0.9301230725840426	-3.9258797397010214	0.5158270050950273	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.5645548695631923	0.0	0.0	0.0	-0.0	0.0	-0.0	0.5158270050950273
11850000	-0.6476430755462653	0.3204412871706274	-1.4174179672199638	2.2851572788059653	-1.5155264608614627	2.2001199473537274	0.5975964929790902	0.8642638185065127	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6476430755462653	0.3204412871706274	-0.0	0.0	-0.0	0.0	0.5975964929790902	0.0
11900000	-0.7381741407831027	0.9930089229735805	1.8713034637097554	0.40375781354481954	0.44450536810604896	0.17173569071516798	0.5447248809436281	0.14206726106888184	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.7381741407831027	0.9930089229735805	0.0	0.0	0.0	0.0	0.5447248809436281	0.14206726106888184
11950000	-0.7044193425783296	0.6971249930491851	-2.833083004466873	-1.3866644115699054	3.3693781793717488	-0.6163533233272153	0.6014956437013724	-0.4029791718560822	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7044193425783296	0.6971249930491851	-0.0	-0.0	0.0	-0.0	0.6014956437013724	-0.0
12000000	-0.7431385927765883	1.001457593534438	-0.9714620532949146	-2.371770583609144	-0.6601041479216468	-1.3691986178432503	0.4331487454264632	0.7190045794163253	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7431385927765883	1.001457593534438	-0.0	-0.0	-0.0	-0.0	0.4331487454264632	0.0
12050000	-0.884404331201539	1.1560046331944018	-1.4421745699304227	-2.6871013382886835	0.5718309431984707	0.019254051238489167	0.6565713215245749	-0.9381214395511002	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.884404331201539	1.1560046331944018	-0.0	-0.0	0.0	0.0	0.6565713215245749	-0.0
12100000	-0.641709760653528	0.6249457089986672	0.47999721176249166	-1.3760696530952818	-2.7657341428252464	1.4273314796260048	-1.7895998665974242	0.0812523878369094	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.641709760653528	0.6249457089986672	0.0	-0.0	-0.0	0.0	-0.0	0.0
12150000	-0.6831990076164195	0.6976591577940233	1.9323539876318896	-1.0426093952885431	-0.5165918190569203	2.648192022697549	0.6469507880149956	0.2322536235850139	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.6831990076164195	0.6976591577940233	0.0	-0.0	-0.0	0.0	0.6469507880149956	0.2322536235850139
12200000	-0.756222906455163	0.7504493818546039	-3.111732240741539	1.8798451730534538	3.5736068750733962	-1.3489029763727824	0.7108719696875232	-1.5214194190234072	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.756222906455163	0.7504493818546039	-0.0	0.0	0.0	-0.0	0.7108719696875232	-0.0
12250000	-0.67611951807738	-0.28099244516855604	-3.9527034919316475	3.319699515569206	0.7430506007458076	-2.108954925165861	1.5142006068335538	-0.8904698338984445	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.67611951807738	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0
12300000	-0.6388969848699892	0.34585063759402046	0.5478152503433191	-0.21593259298801218	-2.729358588900293	-1.798856116184686	0.5722384656372984	-1.0040040691793173	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6388969848699892	0.0	0.0	-0.0	-0.0	-0.0	0.5722384656372984	-0.0
12350000	-0.7657662445091759	0.8016755635139489	-2.04846071841365	-3.021502225785216	-0.7026023156563599	2.956243558187299	0.6683486186912224	3.4159938094430804	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7657662445091759	0.8016755635139489	-0.0	-0.0	-0.0	0.0	0.6683486186912224	0.0
12400000	-0.7306668882627976	-4.128047334353487	1.2018605701464689	-0.009145909502043442	-3.398447479125281	4.757646307546895	0.6400628982097961	-0.24035543005675247	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7306668882627976	-0.0	0.0	-0.0	-0.0	0.0	0.6400628982097961	-0.0
12450000	-0.7122414119709511	-2.087496700028363	-1.0364077616119052	0.49797419268358956	1.343038315048928	3.9732893194944956	0.5284434011763183	2.8706539160673663	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7122414119709511	-0.0	-0.0	0.0	0.0	0.0	0.5284434011763183	0.0
12500000	-0.9233996581061078	1.5920489044289947	-2.997869960695766	0.2605100240384786	-0.6375774805002629	-0.6806403362437772	0.756126723605606	-0.47134625863842566	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.9233996581061078	1.5920489044289947	-0.0	0.0	-0.0	-0.0	0.756126723605606	-0.0
12550000	-0.5809750945135324	-2.1617910607711663	1.6337413917298766	2.535442925153718	-2.371110696534853	-1.8510465233385733	0.6453367365913674	0.18764003957982323	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.5809750945135324	-0.0	0.0	0.0	-0.0	-0.0	0.6453367365913674	0.18764003957982323
12600000	-0.6580565146355001	-1.1384721175257926	0.4784614074069271	-0.23970843826232827	-1.9287451682699521	2.0530343448556287	0.6024278186845197	2.537727821144159	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6580565146355001	-0.0	0.0	-0.0	-0.0	0.0	0.6024278186845197	0.0
12650000	-0.520702460257001	0.9666857392071639	0.8375093844452729	0.24239970623351134	1.3116423720608175	-1.8192724268312546	0.5139641981727165	3.1503848790511015	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.520702460257001	0.9666857392071639	0.0	0.0	0.0	-0.0	0.5139641981727165	0.0
12700000	-0.6933325513510324	-2.0529513575970344	-2.8465290821742624	3.0717157880947266	0.7794472647997394	-0.7010122894980373	0.4170487411366721	0.34811599406466387	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.6933325513510324	-0.0	-0.0	0.0	0.0	-0.0	0.4170487411366721	0.34811599406466387
12750000	-0.6550467870884495	-3.0237774478326385	0.47462884561010393	-1.7953603005109127	2.2624965121983465	1.6613303858360653	0.6523222162732897	1.3301747865807791	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6550467870884495	-0.0	0.0	-0.0	0.0	0.0	0.6523222162732897	0.0
12800000	-0.5737527059693949	-0.4462117987746115	-0.8268554169436025	0.8569455497750816	0.19786812720211963	1.5110799025870738	0.7708326730136591	-0.133676142143342	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5737527059693949	-0.0	-0.0	0.0	0.0	0.0	0.7708326730136591	-0.0
12850000	-0.6624908920634167	0.21839945733401303	1.2289862319893092	-1.3840960761374956	5.297118482240272	-1.7763846747203569	0.5571513771368206	0.29884808916388805	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.6624908920634167	0.0	0.0	-0.0	0.0	-0.0	0.5571513771368206	0.29884808916388805
12900000	-0.6534958861765163	2.3777480353078917	-3.4972967740865495	0.7973396145294348	2.4586391648380106	0.6346504881964324	0.3122760280885499	-1.45779135732201	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6534958861765163	0.0	-0.0	0.0	0.0	0.0	0.3122760280885499	-0.0
12950000	-0.8906340115791932	0.9692265159226806	-0.10573434811107013	-1.3173977371113295	-0.2813944941046129	-3.6062332747839245	0.4565594893584871	0.27299366909892075	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	-0.8906340115791932	0.9692265159226806	-0.10573434811107013	-0.0	-0.0	-0.0	0.4565594893584871	0.0
13000000	-0.68272357242133	0.6750099695709375	1.617143908810007	1.2187590423918297	-1.5159935379285607	-0.15220668567630333	0.5153879823009582	0.7117577826187155	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.68272357242133	0.6750099695709375	0.0	0.0	-0.0	-0.0	0.5153879823009582	0.0
13050000	-0.719952919136462	-0.8647328254085442	0.5873385620676987	-0.2655096377152611	1.4942888958586487	-1.8253019819199645	0.4990327556788512	1.569506978971386	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.719952919136462	-0.0	0.0	-0.0	0.0	-0.0	0.4990327556788512	0.0
13100000	-0.6047456790510556	2.3556369072863417	1.6154800690938835	-0.8285616808569197	0.6108625244980297	0.01797157563481667	0.735049685223173	-0.8768878055550342	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6047456790510556	0.0	0.0	-0.0	0.0	0.0	0.735049685223173	-0.0
13150000	-0.7875073895000037	0.8088776236369851	-1.802916255674129	-0.6007112982929474	-0.036776759203139164	-3.5830358917257636	0.7678613919945529	0.5081383334120005	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.7875073895000037	0.8088776236369851	-0.0	-0.0	-0.0	-0.0	0.7678613919945529	0.5081383334120005
13200000	-0.7208728663743462	0.6920784544962064	1.7725582090443426	0.5097535562622488	-2.582211025472701	-3.0767322110502646	0.6392915725225693	0.09841225653835553	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7208728663743462	0.6920784544962064	0.0	0.0	-0.0	-0.0	0.6392915725225693	0.0
13250000	-0.5943437524219631	-2.13650911205559	0.8404951698707485	1.754747641966385	1.1726500637063144	1.6407131854551087	1.997548918943671	2.423055221267021	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5943437524219631	-0.0	0.0	0.0	0.0	0.0	0.0	0.0
13300000	-0.6551807038123381	0.5399634262722662	1.7468636833264535	1.5119088604701647	-1.3418383253603723	1.8991107597952435	-1.183660053506026	-2.9304227106318432	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6551807038123381	0.5399634262722662	0.0	0.0	-0.0	0.0	-0.0	-0.0
13350000	-0.5732516635708517	1.5441155573568117	3.2958500984883257	1.8028956571376282	0.2068694128381363	0.5558885917312448	-2.56928755161453	1.0496703942568875	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5732516635708517	0.0	0.0	0.0	0.0	0.0	-0.0	0.0
13400000	-0.5340259991532739	2.0051874149634954	-3.6295814072250585	-2.1581782837840953	-1.9013729286699181	-3.2576592349508946	0.5258491615943158	0.5268324397361843	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.5340259991532739	0.0	-0.0	-0.0	-0.0	-0.0	0.5258491615943158	0.5268324397361843
13450000	-0.6741597836189263	-1.7540306130294716	-1.669911903006994	3.1050723570616943	-0.13390113235572065	2.141174198120631	0.5225849670011437	1.3870027014438515	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6741597836189263	-0.0	-0.0	0.0	-0.0	0.0	0.5225849670011437	0.0
13500000	-0.579273142601237	-0.7539649029201962	-2.6704358050303774	-1.671622992406295	-1.4799735193453656	0.14799196832688188	0.4480026050735225	1.7726347989537135	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.579273142601237	-0.0	-0.0	-0.0	-0.0	0.0	0.4480026050735225	0.0
13550000	-0.6032046696002021	-1.91047340804399	2.1179333292110747	3.564873975611922	-2.324946337243654	1.17690015424887	0.8868583329323088	0.6750527875713569	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.6032046696002021	-0.0	0.0	0.0	-0.0	0.0	0.8868583329323088	0.6750527875713569
13600000	-0.7561476580617129	2.779206109184158	-0.8908533505637142	-0.8369564203901257	-0.7861421066779551	0.7755436823559617	0.7871230909256115	-3.353670246636527	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7561476580617129	0.0	-0.0	-0.0	-0.0	0.0	0.7871230909256115	-0.0
13650000	-0.7650747396814415	0.6878344730863257	3.1956907208795555	3.3976919559549437	-0.1706714735516652	-2.423854447698076	0.7586437024738462	-1.619842834524574	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7650747396814415	0.6878344730863257	0.0	0.0	-0.0	-0.0	0.7586437024738462	-0.0
13700000	-0.7541058509456197	-2.1753566894824847	0.23403251401553765	1.2015034325059035	-1.5493411050066943	-2.2470729173968684	0.744717045724378	0.4283765801872795	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.7541058509456197	-0.0	0.0	0.0	-0.0	-0.0	0.744717045724378	0.4283765801872795
13750000	-0.699368402142351	0.42521615510613564	-1.3523954325053826	1.2947729289405252	-0.6498527829764147	-1.065668819588101	0.5874220411437379	0.39163914156432	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.699368402142351	0.42521615510613564	-0.0	0.0	-0.0	-0.0	0.5874220411437379	0.0
13800000	-0.7951565852183186	1.008539432672879	0.6014743157454571	0.7817815472074399	-1.2467040478054674	-0.16296141783791543	0.8985410834426278	-1.6394912429416277	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7951565852183186	1.008539432672879	0.0	0.0	-0.0	-0.0	0.8985410834426278	-0.0
13850000	-0.6105341389151743	2.5063054454608977	1.549148714071438	-0.3264699797965182	-4.273912228776055	0.5563647542990849	0.5328677478328027	-2.5340666994738084	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6105341389151743	0.0	0.0	-0.0	-0.0	0.0	0.5328677478328027	-0.0
13900000	-0.691746855725252	0.669967977911952	0.34965882465195947	2.4479654586446804	1.3417683049020903	3.0087458046523543	0.5386113297461481	-0.2400742632125502	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.691746855725252	0.669967977911952	0.0	0.0	0.0	0.0	0.5386113297461481	-0.0
13950000	-0.5700666650606744	0.2469058267435558	2.4404075255553295	2.1255280736669024	-2.1223633791178638	-0.8869453323938435	0.32879379572046635	-3.060600765094639	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5700666650606744	0.2469058267435558	0.0	0.0	-0.0	-0.0	0.32879379572046635	-0.0
14000000	-0.830863084770774	0.9594408920451118	3.2760427391622047	-0.6592806648448999	3.0410953050371066	-1.3077853680977798	0.464878651909062	0.44615259569958576	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.830863084770774	0.9594408920451118	0.0	-0.0	0.0	-0.0	0.464878651909062	0.0
14050000	-0.7375301315607931	1.654694169979851	0.4427825897694151	-3.1723619025625527	2.8090343942906815	3.697113734642966	0.6385437191166852	0.9858267080400174	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7375301315607931	0.0	0.0	-0.0	0.0	0.0	0.6385437191166852	0.0
14100000	-0.6548715680805364	2.9492945905827734	3.904289364276261	-2.690583516668045	1.5911280404501247	2.7599463941024776	0.5271910046365796	-0.9287493176526789	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6548715680805364	0.0	0.0	-0.0	0.0	0.0	0.5271910046365796	-0.0
14150000	-0.8268765035828753	1.253862240755401	2.4548661881577614	-4.684395487277576	1.8406821900992785	-0.12218598420298028	0.8725933887877704	0.1589885733007585	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.8268765035828753	1.253862240755401	0.0	-0.0	0.0	-0.0	0.8725933887877704	0.0
14200000	-0.5712452519948529	0.05372990821890288	0.3453510134208893	1.3342904580770865	-1.295333253351196	0.32779067240164894	0.4254285071575654	1.4124351457112667	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	-0.5712452519948529	0.0	0.3453510134208893	0.0	-0.0	0.0	0.4254285071575654	0.0
14250000	-0.6574095850675289	-0.4667060549573965	0.6257001109848173	-1.4362814270934585	0.12720747807553975	3.0740478756701335	0.7415536931609018	-0.10578375569264184	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6574095850675289	-0.0	0.0	-0.0	0.0	0.0	0.7415536931609018	-0.0
14300000	-0.5873241975699875	-2.8624880351515363	2.082583758356829	-1.341152273092779	1.523659782918034	0.859775830795583	0.6192639972378039	1.7382950964270876	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5873241975699875	-0.0	0.0	-0.0	0.0	0.0	0.6192639972378039	0.0
14350000	-0.5381429943895637	6.709353110322619	0.5473378977428834	1.0913301086222011	2.690869118476479	-0.5816632327824856	0.3591919390061877	0.930070855556914	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5381429943895637	0.0	0.0	0.0	0.0	-0.0	0.3591919390061877	0.0
14400000	-0.5301569277240932	0.39261044929189315	0.10178664288537208	0.07265496015802916	-2.017440497335364	1.3799476703770333	1.4467582581255691	0.8657410884860941	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5301569277240932	0.39261044929189315	0.0	0.0	-0.0	0.0	0.0	0.0
14450000	-0.44572494440641186	0.5290111967272054	0.13511709419405005	-2.398765154901277	3.0305019238896143	-0.5116272597450036	-2.4132732934535017	0.666753425251898	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.44572494440641186	0.5290111967272054	0.0	-0.0	0.0	-0.0	-0.0	0.0
14500000	-0.5193599005744245	1.3608596110141515	-1.2510336855165283	2.8511051530620355	-1.3471664943738846	-0.48998129954379477	0.7441354282003025	0.9153671311940437	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5193599005744245	0.0	-0.0	0.0	-0.0	-0.0	0.7441354282003025	0.0
14550000	-0.7348294775528164	0.9850943882215043	1.6423113115993895	0.04450988605077	0.3402389543174215	-2.2660192458543804	0.35566455813972303	-2.1011414530538763	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7348294775528164	0.9850943882215043	0.0	0.0	0.0	-0.0	0.35566455813972303	-0.0
14600000	-0.7666977624664622	1.0173736755572633	-1.0141945631281326	0.3319872127869295	2.431360674834261	-1.951682138861633	0.5195007179721362	-0.7396924326247963	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7666977624664622	1.0173736755572633	-0.0	0.0	0.0	-0.0	0.5195007179721362	-0.0
14650000	-0.644494743706749	0.9052375406668565	2.380609681560047	1.9112118043692052	-4.236834742510001	-0.39194819958420585	0.6853092535893928	-0.7536312049272695	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.644494743706749	0.9052375406668565	0.0	0.0	-0.0	-0.0	0.6853092535893928	-0.0
14700000	-0.48840519618041334	-0.4338059940006356	-2.985701653438648	3.400754561952499	0.34550745974558594	-1.355994811990688	1.7799014524860457	-0.07421857838658752	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.48840519618041334	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0
14750000	-0.6437032143201112	-0.005484912554902674	4.830998220668015	-1.5910564409400128	-2.894452998546202	-2.262748365410999	-2.220576801197279	-5.331168481895856	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6437032143201112	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0
14800000	-0.774869337929948	0.5211273573147795	-2.4041715104052734	2.502177508734077	0.8020747170824643	1.98770330338405	0.936207034877261	0.3544747929040946	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.774869337929948	0.5211273573147795	-0.0	0.0	0.0	0.0	0.936207034877261	0.3544747929040946
14850000	-0.5141129299882354	1.4061967214463063	3.052325315053063	-0.9906466080624982	0.3103628050136983	1.7598855150968695	0.5472669253779104	2.5390071596925785	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5141129299882354	0.0	0.0	-0.0	0.0	0.0	0.5472669253779104	0.0
14900000	-0.6253292722727292	-0.05829060270614382	0.30858193246800847	-0.8852571327467997	-0.48579835697722096	1.588947722645936	0.4846348531684325	-0.4133779303870002	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6253292722727292	-0.0	0.0	-0.0	-0.0	0.0	0.4846348531684325	-0.0
14950000	-0.602824872939958	-1.7864476236932025	6.531710961280749	2.1415585169075264	-3.6228387297435662	-2.178887333966792	0.7749524584112515	0.46379897327022684	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.602824872939958	-0.0	0.0	0.0	-0.0	-0.0	0.7749524584112515	0.46379897327022684
15000000	-0.6239093590431796	0.9916476647252845	-1.9892802406181938	-1.2657344668870207	-2.621135492018076	-0.17882052147735358	0.5335145160928026	-2.594128331971057	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6239093590431796	0.9916476647252845	-0.0	-0.0	-0.0	-0.0	0.5335145160928026	-0.0
15050000	-0.6189376911506911	0.6803470226816674	-3.7134293862243566	-0.2746714894826545	0.4843146115790182	-1.5825795342121367	-0.3113148203436694	0.52327094775077	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6189376911506911	0.6803470226816674	-0.0	-0.0	0.0	-0.0	-0.0	0.0
15100000	-0.7147171183312154	0.9922152670888176	0.5728956572747641	2.206711024698501	-0.16108137724748509	-3.2832793361190724	0.5621716120082393	0.38407451482029736	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7147171183312154	0.9922152670888176	0.0	0.0	-0.0	-0.0	0.5621716120082393	0.0
15150000	-0.6859058096421293	3.1591676991456867	-1.6156928845776737	3.5534576432999954	-3.8447976438670985	0.47991379640062815	0.8467924434455579	0.7954671589556129	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6859058096421293	0.0	-0.0	0.0	-0.0	0.0	0.8467924434455579	0.0
15200000	-0.5177056174770994	0.8118792971421462	-1.7439248992522423	4.276705224515844	-0.8997991029415405	-2.0967920666244453	0.45041646578745276	0.522624336150685	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.5177056174770994	0.0	-0.0	0.0	-0.0	-0.0	0.45041646578745276	0.522624336150685
15250000	-0.5389302263414393	-3.3372258339259426	-5.003084045098666	-1.5369283666483673	1.0844576528212457	1.4034810576828052	-1.1385767744223152	0.5043848560438319	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5389302263414393	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0
15300000	-0.6981225422311832	0.7275913829676842	-2.2645361853517194	0.09949097083115246	-0.7052503257368589	-1.8334836347177577	0.4794821450982782	-1.641786711603658	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.6981225422311832	0.7275913829676842	-0.0	0.0	-0.0	-0.0	0.4794821450982782	-0.0
15350000	-0.663832350934245	0.7430533954127846	1.9522624960001833	0.21322516455245932	2.5595913413636753	-3.5775937388793153	-2.2637356902119765	-0.8637832366320606	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.663832350934245	0.7430533954127846	0.0	0.0	0.0	-0.0	-0.0	-0.0
15400000	-0.7269492243421822	0.6926332575883225	0.9105569788139314	-3.1124597191605963	2.6997616455320657	1.2746534395865556	0.4571242273548517	-3.280851706697349	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.7269492243421822	0.6926332575883225	0.0	-0.0	0.0	0.0	0.4571242273548517	-0.0
15450000	-0.6533396480939705	1.7792056374252532	0.9805699337520606	-2.3188415166436984	-1.2841768692979874	-0.6418048025346105	0.9830837533985683	0.5484006194622334	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.6533396480939705	0.0	0.0	-0.0	-0.0	-0.0	0.9830837533985683	0.5484006194622334
15500000	-0.9723623510373068	1.1169699748202317	0.6564894802286364	-0.08347405833624744	3.598728402410809	-2.369905543128315	0.72063001765648	-0.7468394699346987	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.9723623510373068	1.1169699748202317	0.0	-0.0	0.0	-0.0	0.72063001765648	-0.0
15550000	-0.608456376875327	0.44867185182182795	1.0646965002536533	-2.6903884489632657	-3.246606774156368	-1.9579166630472267	-1.4224625141802008	-0.8429649335598295	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.608456376875327	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0
15600000	-0.8876728646839813	1.2371328711461704	-1.118142716033023	-0.11778078283227904	1.8487307017095893	-3.026806294179381	0.8666107097349555	-0.09071275856884492	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.8876728646839813	1.2371328711461704	-0.0	-0.0	0.0	-0.0	0.8666107097349555	-0.0
15650000	-0.5635546635374209	-0.7877363208806647	-2.5508939710234864	0.06579221226009171	3.4595983316795476	-0.9249582708804661	0.7168695811037642	0.9937308968927604	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.5635546635374209	-0.0	-0.0	0.0	0.0	-0.0	0.7168695811037642	0.0
15700000	-0.668738985469908	-0.9025525151373278	-5.0102860938915645	-1.1270720866323256	2.5910688083947475	0.8094828485340311	0.7022911118047277	0.5336740371523903	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-0.668738985469908	-0.0	-0.0	-0.0	0.0	0.0	0.7022911118047277	0.5336740371523903
